Date,U1,U3
,0.43024,-1.51579
,0.5425,-1.37292
,0.43588,-1.49905
,0.54056,-1.3756
,0.40348,-1.54404
,0.54096,-1.35998
,0.25121,-1.49637
,0.50892,-1.19532
,0.28455,-1.28388
,0.48224,-0.95995
,0.44985,-1.54026
,0.73995,-1.08561
,0.73178,-1.96712
,0.96897,-1.50553
,0.92927,-2.08852
,1.04706,-1.90097
,0.90094,-2.05315
,1.01845,-1.89592
,0.87024,-1.94391
,0.97299,-1.83041
,0.92706,-2.10399
,1.06592,-1.85598
,1.04781,-2.41514
,1.2202,-2.08567
,1.18812,-2.49123
,1.30421,-2.3662
,1.21855,-2.47212
,1.31317,-2.33889
,1.13837,-2.36936
,1.2556,-2.19223
,1.04603,-2.25143
,1.18276,-2.1122
,0.99943,-2.13824
,1.10029,-1.9327
,0.98227,-1.9578
,1.04868,-1.78352
,0.97457,-1.85314
,1.0456,-1.78526
,0.96041,-1.86167
,1.03352,-1.77263
,0.94999,-1.86814
,1.02354,-1.78968
,0.93756,-1.87161
,1.0192,-1.78021
,0.90086,-1.84588
,0.99225,-1.78337
,0.9099,-1.90603
,0.98231,-1.7821
,0.9183,-1.9477
,0.98357,-1.83799
,0.91167,-2.02537
,1.02011,-1.86735
,0.95555,-2.22854
,1.05515,-1.98338
,0.95599,-2.22049
,1.06402,-2.09909
,0.87561,-2.19034
,0.99817,-2.011
,0.79641,-2.21402
,0.91163,-2.0923
,0.73624,-2.19981
,0.86046,-2.04716
,0.72468,-2.17424
,0.86922,-1.93507
,0.83753,-1.98764
,1.01233,-1.77326
,0.92801,-1.89182
,1.06844,-1.6776
,0.96703,-1.79599
,1.09342,-1.59282
,0.95476,-1.64887
,1.06312,-1.42502
,0.88745,-1.52052
,1.08399,-1.20022
,0.84728,-1.63261
,1.12404,-1.16486
,0.8779,-1.54894
,1.19187,-1.12239
,0.80482,-1.3584
,1.03218,-1.04251
,0.68554,-1.20416
,0.9007,-0.7563
,0.61976,-1.18569
,0.92481,-0.66285
,0.70274,-1.1598
,0.95642,-0.81582
,0.75368,-1.33819
,1.05803,-0.78788
,0.73758,-1.44222
,1.08648,-0.76751
,0.68814,-1.53015
,1.15482,-0.78409
,0.68711,-1.57025
,1.10435,-0.78504
,0.6325,-1.52889
,1.10404,-0.76357
,0.61869,-1.4599
,1.08517,-0.64959
,0.59348,-1.41491
,1.01936,-0.62023
,0.49207,-1.36471
,0.95729,-0.60586
,0.4639,-1.25831
,0.84092,-0.6278
,0.43229,-1.10534
,0.72914,-0.58297
,0.39224,-0.99468
,0.66778,-0.50435
,0.37077,-0.90943
,0.56637,-0.48809
,0.34145,-0.78551
,0.47995,-0.50656
,0.26999,-0.78677
,0.47017,-0.47689
,0.27793,-0.79119
,0.44022,-0.51351
,0.22024,-0.82387
,0.37748,-0.5825
,0.18772,-0.87186
,0.3632,-0.5634
,0.22185,-0.85781
,0.33893,-0.63696
,0.22975,-0.82782
,0.36087,-0.60996
,0.25472,-0.71779
,0.3849,-0.5293
,0.31202,-0.62449
,0.38036,-0.46883
,0.31028,-0.59686
,0.4096,-0.42069
,0.3134,-0.54903
,0.40995,-0.39069
,0.32981,-0.51146
,0.42258,-0.29455
,0.26423,-0.51288
,0.40467,-0.30245
,0.23922,-0.46315
,0.38884,-0.23078
,0.19999,-0.38375
,0.33538,-0.19163
,0.08738,-0.40443
,0.33112,-0.10243
,0.08994,-0.37127
,0.24525,-0.09438
,0.03853,-0.36812
,0.1979,-0.11759
,-0.01222,-0.37033
,0.18985,-0.06912
,0.00163,-0.29913
,0.11094,-0.10985
,-0.02918,-0.31208
,0.11942,-0.06691
,-0.06702,-0.2865
,0.07846,-0.04039
,-0.10999,-0.26929
,0.01986,-0.06818
,-0.18347,-0.21941
,-0.01368,-0.06013
,-0.55288,-0.27829
,-0.11398,-0.04355
,-0.75357,-0.05507
,-0.39631,0.39073
,-0.80743,0.15788
,-0.59443,0.65752
,-0.95098,0.56549
,-0.75763,0.85327
,-1.072,0.6891
,-0.86433,0.88264
,-1.05093,0.78792
,-0.95402,0.98572
,-1.01337,0.72761
,-0.83071,0.96031
,-0.89152,0.56691
,-0.719,0.87017
,-0.82108,0.48293
,-0.64833,0.73898
,-0.81331,0.46524
,-0.61751,0.79897
,-0.84385,0.55349
,-0.66139,0.83591
,-0.90967,0.64758
,-0.71971,0.86717
,-0.90024,0.71088
,-0.76028,0.888
,-0.89266,0.73456
,-0.8034,0.89353
,-0.90087,0.7554
,-0.77409,0.88753
,-0.89613,0.74277
,-0.76935,0.85943
,-0.87183,0.72319
,-0.75069,0.84396
,-0.83868,0.74466
,-0.76174,0.8348
,-0.84152,0.75382
,-0.76197,0.89748
,-0.87167,0.77087
,-0.77866,0.91516
,-0.86137,0.80591
,-0.79145,0.90442
,-0.85541,0.77971
,-0.77657,0.89748
,-0.84559,0.79628
,-0.78056,0.89337
,-0.85403,0.79597
,-0.76225,0.9
,-0.79476,0.71625
,-0.62426,0.91184
,-0.73459,0.55965
,-0.51587,0.90174
,-0.85884,0.6741
,-0.6844,1.21131
,-1.01597,1.17042
,-0.81789,1.81072
,-1.04122,1.77836
,-0.93133,1.9749
,-1.01676,1.89249
,-0.90904,2.01578
,-0.95777,1.78388
,-0.88832,1.92106
,-1.04683,1.81056
,-0.88516,2.06219
,-1.19705,2.00757
,-0.99908,2.36861
,-1.27944,2.32962
,-1.15289,2.47974
,-1.27731,2.35929
,-1.21614,2.48527
,-1.23591,2.24547
,-1.11327,2.37492
,-1.17491,2.13292
,-1.03692,2.2993
,-1.05941,1.97379
,-0.9711,2.16228
,-1.02102,1.82919
,-0.9438,1.99826
,-1.00891,1.79904
,-0.93666,1.88586
,-1.00891,1.79698
,-0.92356,1.87039
,-0.98622,1.82414
,-0.91791,1.93496
,-0.98164,1.80203
,-0.8839,1.90259
,-0.97556,1.82477
,-0.87502,1.91475
,-0.94881,1.77883
,-0.86255,1.88144
,-0.92766,1.77867
,-0.86157,1.86692
,-0.96661,1.77772
,-0.86689,1.95579
,-1.01273,1.91854
,-0.89313,2.2439
,-1.10854,2.11303
,-0.97324,2.27294
,-1.16627,1.6718
,-1.02591,2.15439
,-1.17657,1.63359
,-0.97288,1.95406
,-1.17649,1.53651
,-0.98125,1.81814
,-1.13044,1.465
,-0.95023,1.70858
,-1.05093,1.55293
,-0.90343,1.90165
,-0.96495,1.75799
,-0.81871,2.07324
,-0.87088,1.92975
,-0.75325,2.15565
,-0.80258,1.92043
,-0.68909,2.10971
,-0.74074,1.82713
,-0.62521,2.03252
,-0.74066,1.78199
,-0.60643,2.0794
,-0.71707,1.84655
,-0.53903,2.13718
,-0.65599,1.55419
,-0.44192,1.91664
,-0.61404,1.29687
,-0.42022,1.78767
,-0.59853,1.20215
,-0.33704,1.66264
,-0.52842,1.41069
,-0.37307,1.61149
,-0.56484,1.53651
,-0.45048,1.72547
,-0.58587,1.6879
,-0.47724,1.88965
,-0.54582,1.83092
,-0.41769,2.12818
,-0.53189,1.77015
,-0.40834,2.10592
,-0.53583,1.68664
,-0.43912,1.96558
,-0.50506,1.62112
,-0.42069,1.80772
,-0.49136,1.5122
,-0.40704,1.76478
,-0.4598,1.40974
,-0.33483,1.69737
,-0.39994,1.32939
,-0.28373,1.6137
,-0.34623,1.22394
,-0.26582,1.4732
,-0.33282,1.01366
,-0.23666,1.36175
,-0.33396,0.83796
,-0.23433,1.16884
,-0.33231,0.77734
,-0.2303,1.00877
,-0.35523,0.67141
,-0.24143,0.96078
,-0.36336,0.57906
,-0.26412,0.85201
,-0.37804,0.55902
,-0.24518,0.83196
,-0.39698,0.52729
,-0.24218,0.81728
,-0.39504,0.54718
,-0.24455,0.82533
,-0.35085,0.622
,-0.21448,0.82612
,-0.28176,0.72509
,-0.18627,0.89321
,-0.22616,0.75019
,-0.12953,0.99283
,-0.21764,0.82233
,-0.10297,0.99077
,-0.15628,0.86622
,-0.07223,1.01287
,-0.12491,0.83054
,-0.05542,1.02029
,-0.124,0.78129
,-0.03234,1.00088
,-0.10084,0.70646
,-0.03281,0.91705
,-0.0991,0.58301
,-0.01395,0.84475
,-0.08423,0.52129
,0.0053,0.74561
,-0.05759,0.50092
,0.02969,0.64095
,-0.0398,0.42136
,0.04942,0.60795
,-0.01336,0.37495
,0.05609,0.56091
,-0.00152,0.33848
,0.07006,0.51592
,0.00838,0.31164
,0.09117,0.45246
,0.01643,0.25087
,0.10462,0.43715
,0.0319,0.20082
,0.12613,0.38142
,0.0345,0.0859
,0.12921,0.33374
,0.08979,-0.00835
,0.39938,0.26523
,0.29671,-0.63238
,0.53824,0.01896
,0.31293,-1.17275
,0.54281,-0.34033
,0.36619,-1.57593
,0.62351,-0.85276
,0.43351,-1.6566
,0.68542,-1.10566
,0.468,-1.77484
,0.69824,-1.41507
,0.39374,-1.76584
,0.63598,-1.29588
,0.36087,-1.62045
,0.54522,-1.09382
,0.3819,-1.30393
,0.50769,-1.02357
,0.36229,-1.27441
,0.48994,-1.00052
,0.36126,-1.31088
,0.51653,-1.06177
,0.42957,-1.35966
,0.55899,-1.12902
,0.4109,-1.54736
,0.61435,-1.2501
,0.40191,-1.5682
,0.60042,-1.258
,0.42065,-1.55494
,0.61333,-1.26242
,0.4463,-1.44964
,0.53646,-1.28136
,0.44949,-1.42186
,0.54814,-1.25942
,0.40479,-1.49716
,0.56724,-1.26762
,0.40554,-1.5532
,0.58109,-1.24647
,0.42132,-1.56078
,0.57225,-1.29951
,0.42858,-1.54136
,0.56866,-1.34624
,0.43272,-1.53347
,0.5683,-1.32603
,0.4225,-1.50032
,0.54479,-1.33487
,0.41686,-1.56962
,0.54214,-1.32351
,0.27359,-1.5292
,0.55903,-1.26936
,0.23851,-1.48895
,0.49238,-0.97005
,0.41654,-1.45911
,0.65113,-0.95206
,0.6228,-1.84856
,0.93105,-1.41254
,0.8734,-2.05852
,1.02725,-1.83372
,0.90828,-2.08031
,1.0076,-1.92607
,0.88145,-1.99711
,0.98041,-1.84083
,0.88283,-2.06689
,1.00985,-1.85093
,0.96932,-2.3482
,1.17356,-2.01322
,1.13785,-2.49091
,1.27568,-2.32957
,1.22206,-2.48381
,1.32059,-2.3561
,1.12357,-2.40708
,1.27813,-2.25427
,1.07184,-2.28679
,1.19708,-2.12561
,1.00203,-2.16224
,1.10857,-2.01385
,0.97812,-2.04384
,1.05519,-1.79063
,0.9649,-1.85535
,1.03869,-1.77153
,0.9449,-1.84919
,1.04232,-1.78021
,0.94435,-1.86356
,1.0295,-1.79268
,0.94324,-1.87587
,1.0057,-1.81083
,0.89901,-1.86103
,0.99983,-1.78605
,0.90358,-1.88392
,0.9973,-1.76553
,0.90189,-1.92986
,0.98605,-1.84777
,0.91811,-1.97659
,0.99063,-1.84493
,0.9333,-2.21844
,1.03191,-1.90824
,0.98846,-2.26785
,1.05156,-2.13461
,0.91976,-2.18008
,1.0248,-2.02521
,0.83635,-2.20865
,0.96581,-2.0129
,0.75936,-2.19697
,0.86653,-2.06989
,0.73241,-2.21354
,0.85134,-1.94675
,0.80352,-2.01574
,0.94304,-1.83104
,0.91862,-1.8915
,1.03392,-1.7308
,0.96924,-1.78384
,1.05045,-1.6135
,0.98921,-1.66213
,1.06722,-1.44838
,0.89522,-1.52226
,1.07566,-1.31419
,0.84479,-1.60277
,1.10333,-1.14891
,0.85919,-1.6094
,1.17041,-1.01757
,0.67247,-1.47932
,1.09386,-0.98379
,0.69544,-1.21158
,1.05696,-0.7451
,0.60685,-1.18017
,0.93413,-0.65969
,0.62627,-1.23984
,0.91641,-0.78504
,0.68984,-1.2812
,0.98976,-0.75173
,0.81007,-1.30725
,1.05017,-0.88212
,0.75218,-1.46906
,1.06114,-0.94606
,0.71698,-1.48121
,1.06616,-0.87344
,0.67772,-1.49132
,1.10999,-0.72899
,0.63744,-1.46211
,1.06264,-0.71368
,0.57722,-1.39407
,1.02437,-0.72568
,0.5552,-1.30378
,0.96763,-0.67516
,0.48264,-1.234
,0.79069,-0.61154
,0.43383,-1.12792
,0.77412,-0.60176
,0.41015,-1.05561
,0.68988,-0.59465
,0.39307,-0.941
,0.55067,-0.49646
,0.32678,-0.80066
,0.5002,-0.50546
,0.30618,-0.79072
,0.48915,-0.5263
,0.30511,-0.73894
,0.39579,-0.56434
,0.22446,-0.81108
,0.38707,-0.53703
,0.22308,-0.85528
,0.36623,-0.56892
,0.1923,-0.87091
,0.33573,-0.65559
,0.21353,-0.83981
,0.33183,-0.63522
,0.26798,-0.74557
,0.3701,-0.55566
,0.28459,-0.63475
,0.39315,-0.49267
,0.31352,-0.60286
,0.40009,-0.42811
,0.32685,-0.57508
,0.40305,-0.40427
,0.32172,-0.51414
,0.40396,-0.36622
,0.30665,-0.49914
,0.41564,-0.28113
,0.24944,-0.47846
,0.39287,-0.2213
,0.20927,-0.40964
,0.31959,-0.21152
,0.11737,-0.37727
,0.30129,-0.14821
,0.10371,-0.39117
,0.23985,-0.13764
,0.06852,-0.34902
,0.2363,-0.09328
,0.01884,-0.3637
,0.2116,-0.05207
,-0.01368,-0.34996
,0.14526,-0.06044
,-0.05929,-0.36512
,0.1547,-0.03771
,-0.07136,-0.30702
,0.09713,-0.06676
,-0.09508,-0.28319
,0.06118,-0.06549
,-0.13343,-0.28808
,0.00337,-0.04323
,-0.44681,-0.2352
,-0.06039,-0.06439
,-0.67974,-0.28098
,-0.39568,0.17509
,-0.79141,0.16341
,-0.55509,0.60432
,-0.91247,0.5265
,-0.72622,0.79818
,-1.02998,0.59185
,-0.83908,0.85012
,-1.04201,0.77308
,-0.96349,0.93615
,-1.04063,0.78334
,-0.87928,0.9521
,-0.88824,0.64126
,-0.71857,0.93078
,-0.81177,0.50092
,-0.68562,0.78224
,-0.76813,0.56691
,-0.65338,0.77387
,-0.80759,0.58206
,-0.68388,0.76424
,-0.85281,0.6329
,-0.73187,0.81981
,-0.88875,0.70441
,-0.80814,0.86938
,-0.92695,0.76455
,-0.8167,0.88658
,-0.90533,0.75982
,-0.79887,0.87143
,-0.88966,0.75666
,-0.79247,0.87017
,-0.87281,0.72651
,-0.76201,0.83749
,-0.85352,0.72477
,-0.74043,0.83307
,-0.85474,0.75145
,-0.76008,0.86922
,-0.89041,0.76787
,-0.77756,0.87901
,-0.88718,0.79076
,-0.7793,0.88911
,-0.85624,0.80355
,-0.75085,0.89763
,-0.86342,0.80386
,-0.77468,0.89037
,-0.86097,0.80023
,-0.77555,0.90616
,-0.8517,0.70425
,-0.65271,0.91531
,-0.71821,0.52839
,-0.48327,0.88216
,-0.84527,0.56344
,-0.63409,0.98051
,-0.93764,0.97767
,-0.72583,1.67385
,-1.02532,1.65743
,-0.91681,1.96258
,-1.01853,1.9078
,-0.91468,2.01294
,-0.96964,1.77772
,-0.88212,1.94095
,-1.00137,1.78546
,-0.87842,1.96495
,-1.1173,1.93432
,-0.96984,2.29615
,-1.262,2.26742
,-1.10337,2.4979
,-1.28247,2.40792
,-1.19886,2.51226
,-1.27075,2.27973
,-1.13127,2.42639
,-1.1682,2.1596
,-1.06221,2.33356
,-1.09733,2.04041
,-0.9964,2.18122
,-1.0265,1.86013
,-0.94238,2.06519
,-1.00445,1.80756
,-0.93879,1.89249
,-0.99778,1.79793
,-0.92837,1.88097
,-0.9962,1.80046
,-0.92336,1.92343
,-0.98519,1.79935
,-0.90371,1.89312
,-0.9627,1.83171
,-0.89609,1.9007
,-0.95224,1.80046
,-0.86753,1.89438
,-0.93468,1.76825
,-0.86989,1.85334
,-0.94771,1.78514
,-0.85711,1.90512
,-1.00547,1.85808
,-0.88595,2.11176
,-1.09169,2.07924
,-0.93973,2.26
,-1.13024,1.87891
,-1.01909,2.19969
,-1.18821,1.62902
,-0.95331,1.9629
,-1.1667,1.54377
,-1.00105,1.87402
,-1.1448,1.49436
,-1.01763,1.70763
,-1.12661,1.48994
,-0.9011,1.8254
,-1.0166,1.6167
,-0.80467,2.06425
,-0.9466,1.82887
,-0.72867,2.16417
,-0.84184,1.92675
,-0.70002,2.10829
,-0.7583,1.82966
,-0.63957,2.04514
,-0.72685,1.77678
,-0.59112,2.05572
,-0.71577,1.88365
,-0.56338,2.16007
,-0.65224,1.68395
,-0.51504,2.03315
,-0.6419,1.38654
,-0.41434,1.76225
,-0.61152,1.22362
,-0.36352,1.6909
,-0.58618,1.22852
,-0.35523,1.60439
,-0.6138,1.3436
,-0.37216,1.80551
,-0.63626,1.52119
,-0.4349,1.96085
,-0.63712,1.64843
,-0.3937,2.10924
,-0.518,1.91554
,-0.41312,2.09045
,-0.54282,1.72863
,-0.4319,2.00094
,-0.52538,1.62854
,-0.39816,1.86139
,-0.50008,1.51583
,-0.39011,1.83771
,-0.46812,1.47084
,-0.34694,1.695
,-0.41679,1.3597
,-0.3018,1.62381
,-0.38463,1.26088
,-0.25745,1.49246
,-0.363,1.08202
,-0.24037,1.38512
,-0.33392,0.88532
,-0.22056,1.28456
,-0.31664,0.84222
,-0.21472,1.11122
,-0.36308,0.68199
,-0.22147,1.00514
,-0.35184,0.59343
,-0.23271,0.92652
,-0.35057,0.61806
,-0.26783,0.84838
,-0.36719,0.55317
,-0.27308,0.77434
,-0.3821,0.58049
,-0.26961,0.77971
,-0.37137,0.53834
,-0.2571,0.81681
,-0.28831,0.69383
,-0.20288,0.86653
,-0.27193,0.74814
,-0.13848,0.92558
,-0.21634,0.83101
,-0.11651,0.99898
,-0.16946,0.83717
,-0.08427,1.01714
,-0.13939,0.85596
,-0.05972,1.02519
,-0.12708,0.81791
,-0.04169,1.00719
,-0.10348,0.74451
,-0.0263,0.94168
,-0.09824,0.631
,-0.0192,0.88264
,-0.08008,0.53439
,0.00302,0.74719
,-0.06773,0.48735
,0.01631,0.70283
,-0.03952,0.41725
,0.03865,0.64474
,-0.03045,0.395
,0.06733,0.56517
,-0.01975,0.35332
,0.08402,0.52539
,-6E-05,0.31354
,0.07775,0.4733
,0.02744,0.26839
,0.09933,0.46966
,0.03261,0.21203
,0.11626,0.40447
,0.03517,0.11984
,0.12534,0.34306
,0.05388,0.01391
,0.27299,0.26618
,0.23638,-0.55724
,0.47964,0.21645
,0.3278,-1.00162
,0.48643,-0.43916
,0.38044,-1.28136
,0.53658,-0.95521
,0.44803,-1.49621
,0.60094,-1.22248
,0.54337,-1.63103
,0.64182,-1.43196
,0.47064,-1.69875
,0.59525,-1.4749
,0.43162,-1.6034
,0.54068,-1.26099
,0.40625,-1.34766
,0.47842,-1.07077
,0.37764,-1.20511
,0.48631,-1.03667
,0.35065,-1.32193
,0.53756,-1.04362
,0.36651,-1.40954
,0.6067,-1.08071
,0.40534,-1.50189
,0.58724,-1.16454
,0.43268,-1.51137
,0.60512,-1.27836
,0.42306,-1.53647
,0.58689,-1.2269
,0.42834,-1.5161
,0.57809,-1.25768
,0.40344,-1.51263
,0.56238,-1.21806
,0.42929,-1.42533
,0.56542,-1.24473
,0.4358,-1.49968
,0.54696,-1.31214
,0.4156,-1.57341
,0.56053,-1.30046
,0.41501,-1.57767
,0.57324,-1.32209
,0.4463,-1.51847
,0.53749,-1.33109
,0.43714,-1.50253
,0.52545,-1.36361
,0.41264,-1.57057
,0.56002,-1.3273
,0.31147,-1.54041
,0.54932,-1.29478
,0.24328,-1.47474
,0.44602,-1.09176
,0.33092,-1.28673
,0.6254,-0.97605
,0.57789,-1.69938
,0.89009,-1.24742
,0.86026,-2.03816
,1.01356,-1.64713
,0.9155,-2.0762
,1.0282,-1.93807
,0.87853,-2.00658
,0.99253,-1.82962
,0.87675,-1.95496
,1.01746,-1.82836
,0.94103,-2.2227
,1.1463,-1.91471
,1.10123,-2.47639
,1.28432,-2.17566
,1.22336,-2.52675
,1.31419,-2.40866
,1.19641,-2.45634
,1.29738,-2.26138
,1.09251,-2.33257
,1.2114,-2.16603
,1.02334,-2.20912
,1.13418,-2.04352
,0.97824,-2.08741
,1.05396,-1.86845
,0.96096,-1.89782
,1.04272,-1.7731
,0.96475,-1.84635
,1.025,-1.78226
,0.96337,-1.85046
,1.02086,-1.77279
,0.92619,-1.86751
,1.00926,-1.78731
,0.92075,-1.86798
,1.01087,-1.80594
,0.91416,-1.85788
,0.98495,-1.77121
,0.90718,-1.92481
,0.98373,-1.81888
,0.9153,-1.94328
,0.98373,-1.8724
,0.92556,-2.11472
,1.02291,-1.87303
,0.96597,-2.2066
,1.05597,-2.10714
,0.94841,-2.20991
,1.03159,-2.01669
,0.84594,-2.19065
,1.0117,-2.01306
,0.79081,-2.18876
,0.90501,-2.08062
,0.73817,-2.20755
,0.83576,-2.09451
,0.75834,-2.15671
,0.95247,-1.8432
,0.84408,-1.96491
,1.04082,-1.73553
,0.9533,-1.85488
,1.05633,-1.66055
,0.97461,-1.71217
,1.04422,-1.53378
,0.94174,-1.61114
,1.08218,-1.30662
,0.85588,-1.56914
,1.10565,-1.16407
,0.87663,-1.5944
,1.08083,-1.22121
,0.86436,-1.57514
,1.13351,-1.0122
,0.71004,-1.46969
,1.09299,-0.74478
,0.64967,-1.15728
,0.87087,-0.75188
,0.63495,-1.18222
,0.88603,-0.71321
,0.70708,-1.2059
,0.92584,-0.89538
,0.76145,-1.33266
,1.10072,-0.84076
,0.78493,-1.37718
,1.05507,-0.92759
,0.74165,-1.46811
,1.08056,-0.85702
,0.64087,-1.56599
,1.14338,-0.73941
,0.6417,-1.46574
,1.07937,-0.72015
,0.58456,-1.44506
,1.016,-0.73041
,0.57055,-1.36771
,1.0205,-0.69868
,0.53575,-1.23053
,0.85702,-0.684
,0.43079,-1.20306
,0.77554,-0.57776
,0.4332,-1.03714
,0.65669,-0.58439
,0.36888,-0.90359
,0.61992,-0.5574
,0.35968,-0.79719
,0.53062,-0.50956
,0.33273,-0.77114
,0.46417,-0.51193
,0.29627,-0.74589
,0.40143,-0.55471
,0.25768,-0.79814
,0.3879,-0.51509
,0.23898,-0.8013
,0.34627,-0.56576
,0.18713,-0.86776
,0.35073,-0.62954
,0.20386,-0.87675
,0.32599,-0.63096
,0.25299,-0.72994
,0.39184,-0.54287
,0.29039,-0.68984
,0.42408,-0.48462
,0.27804,-0.63238
,0.41055,-0.44815
,0.31387,-0.55976
,0.41422,-0.43837
,0.31699,-0.51777
,0.4287,-0.37712
,0.31486,-0.49488
,0.38474,-0.34681
,0.25086,-0.45084
,0.40068,-0.25967
,0.2011,-0.451
,0.39895,-0.15453
,0.1717,-0.42732
,0.32299,-0.15216
,0.10963,-0.37585
,0.26905,-0.14711
,0.07968,-0.35549
,0.22986,-0.1168
,0.03746,-0.37522
,0.18974,-0.11538
,0.02117,-0.31413
,0.15118,-0.10449
,0.00227,-0.28871
,0.12664,-0.09217
,-0.04856,-0.29219
,0.10691,-0.04023
,-0.0688,-0.26282
,0.05826,-0.09359
,-0.1051,-0.26472
,0.03707,-0.06407
,-0.28693,-0.2333
,-0.05199,-0.06928
,-0.58007,-0.25856
,-0.2193,0.10184
,-0.8124,0.01817
,-0.53236,0.55965
,-0.89992,0.35995
,-0.64707,0.69636
,-0.98677,0.60622
,-0.80037,0.84933
,-1.06494,0.72746
,-0.95548,0.9281
,-1.06036,0.80465
,-0.8564,0.96757
,-0.99052,0.62737
,-0.77614,0.95952
,-0.89597,0.50882
,-0.70125,0.77829
,-0.83312,0.41094
,-0.5897,0.83559
,-0.87045,0.50913
,-0.66451,0.83749
,-0.8753,0.55617
,-0.6421,0.84949
,-0.92115,0.63921
,-0.74579,0.89353
,-0.91424,0.73109
,-0.80344,0.89416
,-0.91937,0.74735
,-0.78869,0.91547
,-0.8998,0.72651
,-0.77933,0.89811
,-0.8476,0.70899
,-0.76497,0.8517
,-0.8416,0.72256
,-0.73924,0.84759
,-0.85103,0.73172
,-0.75957,0.87727
,-0.86192,0.78555
,-0.79847,0.89353
,-0.8764,0.80213
,-0.7877,0.89669
,-0.85162,0.79313
,-0.77176,0.91263
,-0.85987,0.78823
,-0.77515,0.88769
,-0.85237,0.79044
,-0.76762,0.89242
,-0.84239,0.72383
,-0.72709,0.89069
,-0.79812,0.68752
,-0.46966,0.90884
,-0.76241,0.51971
,-0.58835,0.93884
,-0.91949,0.89258
,-0.68436,1.54061
,-1.03175,1.52246
,-0.85253,1.94174
,-1.03657,1.87481
,-0.93973,2.00236
,-0.98728,1.81245
,-0.87684,2.01547
,-0.9674,1.76778
,-0.87167,1.90575
,-1.08325,1.83866
,-0.92585,2.20853
,-1.23358,2.16196
,-1.03369,2.4488
,-1.28358,2.40665
,-1.19898,2.52347
,-1.28741,2.32677
,-1.13884,2.46475
,-1.20711,2.20553
,-1.08822,2.34019
,-1.1336,2.09203
,-0.99687,2.24974
,-1.05574,1.90559
,-0.95816,2.12076
,-1.00512,1.79256
,-0.93421,1.92359
,-0.99683,1.7853
,-0.92308,1.84939
,-0.99344,1.7812
,-0.92379,1.88491
,-0.97316,1.81009
,-0.91866,1.90228
,-0.96479,1.81056
,-0.8957,1.9078
,-0.96783,1.81861
,-0.88031,1.91601
,-0.9406,1.7812
,-0.87664,1.87181
,-0.93425,1.77678
,-0.86993,1.85618
,-0.99115,1.8074
,-0.87293,2.02667
,-1.02931,1.98484
,-0.93524,2.23916
,-1.12823,1.92138
,-0.98515,2.2289
,-1.16252,1.66627
,-1.01522,1.93353
,-1.17463,1.5815
,-1.00504,1.84624
,-1.17712,1.50178
,-1.01928,1.73147
,-1.11087,1.5103
,-0.93981,1.72579
,-0.98231,1.66943
,-0.86575,1.94127
,-0.94194,1.77993
,-0.75179,2.13592
