Date,U1,U3,Torq1
,-0.53544,1.97205,0.0023
,-0.65109,1.36349,-0.0006
,-0.48249,1.82335,0.0023
,-0.6138,1.32671,-0.0015
,-0.448,1.64133,0.0023
,-0.53228,1.34328,-0.0006
,-0.40775,1.57345,0.0023
,-0.55122,1.28598,-0.0015
,-0.41146,1.60234,0.0023
,-0.57233,1.40753,-0.0015
,-0.44926,1.67511,0.0013
,-0.57131,1.59618,-0.0015
,-0.43012,1.89707,0.0023
,-0.56377,1.7733,-0.0015
,-0.45518,1.98879,0.0032
,-0.5805,1.64086,-0.0025
,-0.4744,1.94048,0.0013
,-0.54815,1.62223,-0.0006
,-0.46532,1.8224,0.0013
,-0.54317,1.5905,-0.0015
,-0.44117,1.74947,0.0023
,-0.53895,1.52119,-0.0006
,-0.42827,1.72358,0.0023
,-0.48462,1.37596,-0.0015
,-0.37176,1.64985,0.0023
,-0.43896,1.29529,-0.0015
,-0.34687,1.53004,0.0032
,-0.41335,1.13206,-0.0025
,-0.29825,1.39506,0.0023
,-0.38936,0.96867,-0.0006
,-0.27276,1.24888,0.0023
,-0.36557,0.83986,-0.0015
,-0.26365,1.06923,0.0023
,-0.35093,0.7142,-0.0015
,-0.27182,0.95904,0.0023
,-0.32852,0.67647,-0.0006
,-0.2595,0.87569,0.0023
,-0.32441,0.61001,-0.0015
,-0.24648,0.81791,0.0023
,-0.31928,0.60385,-0.0025
,-0.23098,0.7966,0.0023
,-0.31518,0.57733,-0.0015
,-0.20619,0.78113,0.0023
,-0.27545,0.66842,-0.0015
,-0.18315,0.82249,0.0023
,-0.24936,0.70236,-0.0015
,-0.16382,0.82091,0.0023
,-0.22427,0.72651,-0.0034
,-0.12384,0.86464,0.0023
,-0.2028,0.7595,-0.0015
,-0.10802,0.90079,0.0013
,-0.17897,0.76629,-0.0015
,-0.1023,0.924,0.0004
,-0.16034,0.76598,-0.0015
,-0.08371,0.92779,0.0023
,-0.15648,0.71798,-0.0025
,-0.07862,0.88911,0.0013
,-0.15439,0.66652,-0.0025
,-0.0744,0.87285,0.0023
,-0.12712,0.61885,-0.0015
,-0.0454,0.80244,0.0032
,-0.11808,0.56344,-0.0015
,-0.02831,0.73709,0.0023
,-0.09618,0.47993,-0.0015
,0.0042,0.67268,0.0032
,-0.05874,0.41157,-0.0015
,0.01919,0.63274,0.0023
,-0.04871,0.38158,-0.0015
,0.03079,0.57449,0.0023
,-0.04086,0.32269,-0.0015
,0.03723,0.48072,0.0023
,-0.01557,0.2796,-0.0015
,0.05388,0.47535,0.0023
,-0.00618,0.26144,-0.0006
,0.08943,0.40652,0.0023
,0.0057,0.14825,-0.0006
,0.1122,0.35711,0.0023
,0.03494,0.08685,-0.0015
,0.12964,0.28654,0.0032
,0.09795,0.01675,-0.0015
,0.29185,0.21124,0.0023
,0.26589,-0.56829,-0.0025
,0.43671,0.03001,0.0013
,0.38656,-1.05546,-0.0015
,0.47191,-0.50467,0.0023
,0.40605,-1.24868,-0.0015
,0.50339,-0.92096,0.0023
,0.40802,-1.32635,-0.0015
,0.59261,-1.0373,0.0023
,0.47139,-1.39991,-0.0006
,0.64418,-1.02736,0.0023
,0.49562,-1.4086,-0.0006
,0.64004,-1.13423,0.0032
,0.47838,-1.39439,-0.0025
,0.60165,-1.16186,0.0023
,0.43272,-1.39107,-0.0025
,0.56629,-1.07645,0.0013
,0.41864,-1.31498,-0.0025
,0.5309,-1.09634,0.0013
,0.45478,-1.25184,-0.0015
,0.54589,-1.09034,0.0032
,0.45746,-1.31183,-0.0006
,0.55236,-1.11908,0.0023
,0.50817,-1.5712,-0.0006
,0.62832,-1.15886,0.0023
,0.51673,-1.62045,-0.0006
,0.66076,-1.3644,0.0023
,0.50256,-1.71722,-0.0006
,0.65121,-1.30551,0.0032
,0.49744,-1.55604,-0.0015
,0.65188,-1.29999,0.0023
,0.46003,-1.41444,-0.0015
,0.59869,-1.18364,0.0023
,0.48039,-1.32588,-0.0015
,0.57939,-1.20116,0.0013
,0.46354,-1.4689,-0.0006
,0.58456,-1.23289,0.0013
,0.46338,-1.61571,-0.0015
,0.61033,-1.26036,0.0023
,0.48378,-1.58556,-0.0015
,0.63404,-1.26115,0.0023
,0.50738,-1.54089,-0.0006
,0.60551,-1.3333,0.0023
,0.48532,-1.49132,-0.0015
,0.57742,-1.31625,0.0023
,0.48244,-1.47348,-0.0015
,0.58085,-1.33266,0.0023
,0.42688,-1.41049,-0.0015
,0.55355,-1.18348,0.0032
,0.31032,-1.29052,-0.0006
,0.52032,-0.95679,0.0032
,0.33984,-1.22027,-0.0015
,0.52825,-0.86965,0.0013
,0.50047,-1.62061,-0.0015
,0.85335,-1.12129,0.0032
,0.80545,-2.10478,-0.0015
,1.05156,-1.61003,0.0023
,0.95374,-2.22712,-0.0006
,1.06245,-2.06373,0.0023
,0.89143,-2.16934,-0.0006
,1.01703,-1.92244,0.0023
,0.85643,-2.03405,-0.0015
,0.94888,-1.91297,0.0023
,0.89005,-2.20281,-0.0015
,1.06805,-1.94139,0.0023
,1.00606,-2.46218,-0.0025
,1.20343,-2.19002,0.0023
,1.15537,-2.51159,-0.0006
,1.25453,-2.40361,0.0023
,1.14878,-2.45744,-0.0034
,1.26065,-2.28916,0.0032
,1.05144,-2.34757,-0.0025
,1.19345,-2.15229,0.0032
,0.95567,-2.17613,-0.0006
,1.10131,-1.98212,0.0023
,0.93259,-2.03768,-0.0015
,0.99762,-1.89277,0.0023
,0.92631,-1.94691,-0.0015
,0.99363,-1.85851,0.0023
,0.91325,-1.94233,-0.0015
,0.99095,-1.82915,0.0023
,0.91002,-1.91029,-0.0015
,0.98708,-1.83688,0.0023
,0.89167,-1.89576,-0.0015
,0.96585,-1.82299,0.0023
,0.86081,-1.89624,-0.0006
,0.96739,-1.81841,0.0023
,0.86914,-1.87824,-0.0015
,0.95457,-1.80941,0.0023
,0.86274,-1.9807,-0.0006
,0.94269,-1.85977,0.0023
,0.87892,-1.96538,-0.0006
,0.94285,-1.87366,0.0032
,0.89715,-2.10399,-0.0015
,0.96782,-1.91692,0.0023
,0.90812,-2.32878,-0.0025
,0.99209,-2.0852,0.0023
,0.86677,-2.33431,-0.0015
,0.96163,-2.14124,0.0032
,0.80873,-2.23928,-0.0006
,0.92592,-2.05252,0.0023
,0.77163,-2.2197,-0.0015
,0.8532,-2.11804,0.0032
,0.76205,-2.21197,-0.0015
,0.88421,-1.88819,0.0023
,0.77223,-2.10572,-0.0015
,0.91499,-1.84667,0.0032
,0.856,-1.99364,-0.0015
,0.97891,-1.73395,0.0032
,0.8925,-1.89955,-0.0006
,0.993,-1.6697,0.0032
,0.87044,-1.784,-0.0015
,0.96435,-1.56757,0.0023
,0.80502,-1.61129,-0.0015
,0.94841,-1.35066,0.0023
,0.75585,-1.44964,-0.0006
,0.91353,-1.25105,0.0023
,0.75384,-1.54531,-0.0015
,0.92959,-1.30693,0.0023
,0.75427,-1.50032,-0.0006
,0.90915,-1.22042,0.0023
,0.70609,-1.32603,-0.0015
,0.81358,-1.02404,0.0023
,0.60977,-1.15475,-0.0015
,0.77246,-0.89317,0.0023
,0.60745,-1.14796,-0.0015
,0.71986,-0.93611,0.0023
,0.5947,-1.15823,-0.0015
,0.76134,-0.86712,0.0023
,0.59304,-1.17496,-0.0015
,0.84033,-0.84202,0.0032
,0.59237,-1.48421,-0.0015
,0.8221,-0.87028,0.0013
,0.59368,-1.59377,-0.0006
,0.87667,-0.98726,0.0023
,0.62812,-1.515,-0.0015
,0.88425,-0.87707,0.0013
,0.57339,-1.47364,-0.0025
,0.84759,-0.8365,0.0023
,0.57039,-1.46274,-0.0015
,0.84542,-0.84155,0.0023
,0.58132,-1.41902,-0.0015
,0.81674,-0.8777,0.0032
,0.52695,-1.36676,-0.0015
,0.75589,-0.81961,0.0023
,0.44495,-1.17954,-0.0015
,0.68116,-0.83855,0.0013
,0.43868,-1.04441,-0.0015
,0.59257,-0.79198,0.0013
,0.39855,-0.98394,-0.0015
,0.51776,-0.70137,0.0013
,0.30878,-0.8717,-0.0006
,0.46472,-0.7061,0.0023
,0.27868,-0.87265,-0.0006
,0.42341,-0.65464,0.0023
,0.25997,-0.81345,-0.0015
,0.3641,-0.65385,0.0032
,0.21231,-0.82482,-0.0006
,0.34003,-0.62512,0.0023
,0.21085,-0.81566,-0.0015
,0.32729,-0.63885,0.0023
,0.19786,-0.81866,-0.0006
,0.30638,-0.6417,0.0032
,0.20587,-0.77335,-0.0015
,0.30961,-0.57381,0.0013
,0.22229,-0.67627,-0.0006
,0.3102,-0.52298,0.0023
,0.21846,-0.63617,-0.0025
,0.3426,-0.45731,0.0042
,0.23219,-0.58108,-0.0015
,0.31656,-0.46299,0.0013
,0.21167,-0.63806,-0.0015
,0.34078,-0.37506,0.0023
,0.23093,-0.60712,-0.0025
,0.33285,-0.3026,0.0013
,0.18772,-0.59213,-0.0025
,0.34031,-0.32897,0.0013
,0.19956,-0.48478,-0.0015
,0.28747,-0.31555,0.0023
,0.16472,-0.45905,-0.0015
,0.27552,-0.21388,0.0032
,0.1515,-0.43032,-0.0015
,0.24202,-0.24483,0.0032
,0.09827,-0.39274,-0.0015
,0.22043,-0.18121,0.0023
,0.07033,-0.36591,-0.0006
,0.16649,-0.15784,0.0023
,0.02665,-0.35912,-0.0025
,0.12475,-0.18389,0.0032
,0.00266,-0.31239,-0.0015
,0.11536,-0.11411,0.0013
,-0.02461,-0.29582,-0.0015
,0.09314,-0.08665,0.0023
,-0.06552,-0.30971,-0.0025
,0.05415,-0.07765,0.0023
,-0.07231,-0.26614,-0.0015
,0.05064,-0.0445,0.0023
,-0.12278,-0.24861,-0.0025
,-0.01699,-0.04639,0.0023
,-0.31782,-0.21294,-0.0015
,-0.05183,-0.03945,0.0023
,-0.5032,-0.14648,-0.0015
,-0.26041,0.22955,0.0032
,-0.6245,0.1863,-0.0015
,-0.44839,0.63653,0.0023
,-0.69233,0.50992,-0.0015
,-0.57821,0.81412,0.0023
,-0.70811,0.66542,-0.0015
,-0.59944,0.85138,0.0023
,-0.76975,0.67899,-0.0015
,-0.67406,0.81302,0.0032
,-0.81674,0.72935,-0.0015
,-0.68128,0.87869,0.0013
,-0.78411,0.78018,-0.0015
,-0.66849,0.86859,0.0023
,-0.71991,0.73772,-0.0015
,-0.60804,0.84617,0.0032
,-0.68278,0.7183,-0.0015
,-0.5994,0.81965,0.0032
,-0.6932,0.71688,-0.0015
,-0.61096,0.81412,0.0032
,-0.71861,0.73598,-0.0006
,-0.63046,0.8457,0.0032
,-0.79847,0.77229,-0.0015
,-0.68033,0.94136,0.0023
,-0.83099,0.89021,-0.0015
,-0.74043,1.01635,0.0023
,-0.84772,0.94499,-0.0015
,-0.75152,1.04871,0.0013
,-0.81986,0.9,-0.0015
,-0.68834,1.01145,0.0023
,-0.76955,0.81333,-0.0006
,-0.67785,0.95699,0.0032
,-0.7252,0.8026,-0.0006
,-0.64277,0.88232,0.0023
,-0.73692,0.81033,-0.0015
,-0.65283,0.92652,0.0023
,-0.78585,0.86669,-0.0025
,-0.68002,0.97672,0.0023
,-0.80404,0.91642,-0.0015
,-0.69075,1.02392,0.0023
,-0.77081,0.90553,-0.0015
,-0.68361,1.01351,0.0023
,-0.75404,0.88058,-0.0006
,-0.67631,0.97372,0.0013
,-0.7465,0.87443,-0.0015
,-0.67122,0.95368,0.0013
,-0.74362,0.80481,-0.0006
,-0.56716,0.96204,0.0023
,-0.65311,0.66636,-0.0015
,-0.42006,0.86101,0.0023
,-0.64955,0.50803,-0.0006
,-0.37524,0.85675,0.0023
,-0.80605,0.69541,-0.0015
,-0.60461,1.50904,0.0023
,-0.99703,1.4541,-0.0015
,-0.78324,2.06725,0.0013
,-1.05034,2.03694,-0.0015
,-0.94577,2.18706,0.0023
,-1.01408,2.00726,-0.0015
,-0.89554,2.15154,0.0013
,-0.9425,1.8857,-0.0015
,-0.84018,2.05604,0.0013
,-1.00311,1.9127,-0.0015
,-0.85036,2.18612,0.0032
,-1.1508,2.16307,-0.0025
,-0.95497,2.47027,0.0023
,-1.22767,2.42812,-0.0015
,-1.11864,2.53831,0.0013
,-1.23765,2.35203,-0.0015
,-1.13277,2.50626,0.0023
,-1.18316,2.19827,-0.0025
,-1.06379,2.3866,0.0023
,-1.0896,2.05367,-0.0015
,-0.92904,2.21927,0.0023
,-0.99557,1.93417,-0.0015
,-0.90083,2.10829,0.0032
,-0.97391,1.90133,-0.0015
,-0.89242,1.97237,0.0032
,-0.96538,1.86881,-0.0015
,-0.88287,1.96463,0.0023
,-0.95919,1.85997,-0.0015
,-0.88749,1.95927,0.0023
,-0.94936,1.83992,-0.0025
,-0.87569,1.94506,0.0023
,-0.9303,1.83913,-0.0015
,-0.86251,1.93685,0.0013
,-0.91693,1.85571,-0.0015
,-0.83923,1.93969,0.0023
,-0.90967,1.80961,-0.0015
,-0.82657,1.9157,0.0023
,-0.92545,1.79509,-0.0015
,-0.83067,1.8726,0.0032
,-0.9492,1.8374,-0.0015
,-0.85158,2.0251,0.0023
,-1.04631,1.97663,-0.0015
,-0.88181,2.20995,0.0023
,-1.0763,1.90386,-0.0006
,-0.96045,2.20585,0.0023
,-1.05227,1.75057,-0.0006
,-0.97754,1.93985,0.0023
,-1.05547,1.67922,-0.0015
,-0.95094,1.81814,0.0023
,-1.01684,1.56966,-0.0015
,-0.90833,1.70511,0.0013
,-0.96523,1.63359,-0.0034
,-0.8603,1.79761,0.0023
,-0.91689,1.73984,-0.0015
,-0.82767,2.03473,0.0023
,-0.88994,1.88886,-0.0015
,-0.7701,2.11397,0.0013
,-0.85533,1.93164,-0.0015
,-0.71955,2.13292,0.0023
,-0.80565,1.79698,-0.0015
,-0.66644,2.0322,0.0013
,-0.74343,1.6096,-0.0025
,-0.61412,1.8325,0.0023
,-0.6816,1.68979,-0.0025
,-0.60055,2.02636,0.0023
,-0.67327,1.72405,-0.0025
,-0.57391,2.06598,0.0023
,-0.67102,1.51125,-0.0015
,-0.52593,1.82745,0.0032
,-0.62284,1.32292,-0.0015
,-0.44532,1.66327,0.0013
,-0.58346,1.28724,-0.0015
,-0.40795,1.66201,0.0023
,-0.54609,1.2844,-0.0015
,-0.39209,1.56761,0.0023
,-0.56192,1.38496,-0.0025
,-0.45561,1.67669,0.0023
,-0.57316,1.55482,-0.0006
,-0.45613,1.88018,0.0023
,-0.53745,1.79256,-0.0015
,-0.43794,1.98421,0.0023
,-0.56275,1.69974,-0.0025
,-0.47984,1.97048,0.0023
,-0.55418,1.62033,-0.0015
,-0.48742,1.7943,0.0023
,-0.52013,1.61197,-0.0015
,-0.44587,1.73794,0.0023
,-0.53682,1.53177,-0.0006
,-0.44753,1.74252,0.0013
,-0.51058,1.45379,-0.0015
,-0.42018,1.64543,0.0032
,-0.46958,1.37912,-0.0015
,-0.35428,1.56445,0.0013
,-0.40645,1.23578,-0.0025
,-0.32323,1.47415,0.0023
,-0.39193,1.06513,-0.0015
,-0.30046,1.3196,0.0023
,-0.35594,0.90632,-0.0006
,-0.2878,1.13159,0.0023
,-0.36995,0.78713,-0.0015
,-0.24684,1.01493,0.0032
,-0.36332,0.69541,-0.0015
,-0.25552,0.88169,0.0023
,-0.32722,0.63432,-0.0006
,-0.23382,0.82328,0.0023
,-0.31222,0.61206,-0.0015
,-0.22561,0.80655,0.0023
,-0.31913,0.60385,-0.0006
,-0.22537,0.77876,0.0023
,-0.31155,0.62311,-0.0015
,-0.20304,0.80765,0.0032
,-0.26041,0.66352,-0.0015
,-0.18256,0.81144,0.0023
,-0.24636,0.69383,-0.0015
,-0.15525,0.85659,0.0023
,-0.21965,0.72288,-0.0015
,-0.12633,0.86985,0.0023
,-0.18453,0.75492,-0.0025
,-0.11327,0.909,0.0023
,-0.1734,0.78239,-0.0006
,-0.09026,0.94578,0.0023
,-0.16019,0.78697,-0.0025
,-0.08415,0.9562,0.0023
,-0.13947,0.72525,-0.0015
,-0.06588,0.92352,0.0023
,-0.1268,0.66147,-0.0015
,-0.04828,0.85327,0.0013
,-0.13371,0.58506,-0.0015
,-0.03802,0.79613,0.0032
,-0.10171,0.48671,-0.0015
,-0.0166,0.68578,0.0023
,-0.07709,0.43667,-0.0015
,-0.00176,0.59943,0.0023
,-0.0615,0.37984,-0.0015
,0.02334,0.56233,0.0023
,-0.05163,0.34148,-0.0015
,0.03853,0.49698,0.0032
,-0.02599,0.30375,-0.0015
,0.05506,0.45893,0.0023
,-0.01585,0.25418,-0.0025
,0.07104,0.43162,0.0023
,0.01481,0.1893,-0.0015
,0.09121,0.38837,0.0032
,0.03182,0.10058,-0.0015
,0.12561,0.31606,0.0023
,0.07586,0.07169,-0.0015
,0.26269,0.28481,0.0023
,0.2593,-0.48809,-0.0015
,0.40632,0.23255,0.0032
,0.33668,-0.86081,-0.0025
,0.46942,-0.39448,0.0023
,0.37484,-1.15901,-0.0015
,0.49925,-0.85828,0.0023
,0.36442,-1.30267,-0.0015
,0.51365,-1.00336,0.0023
,0.45877,-1.40339,-0.0006
,0.60812,-1.01078,0.0032
,0.48504,-1.42991,-0.0025
,0.63747,-1.08624,0.0023
,0.43659,-1.4468,-0.0025
,0.64418,-1.1276,0.0023
,0.43635,-1.35208,-0.0015
,0.58847,-1.13897,0.0023
,0.4229,-1.33472,-0.0015
,0.54337,-1.07898,0.0013
,0.41201,-1.36613,-0.0006
,0.5741,-1.0433,0.0032
,0.42854,-1.31056,-0.0015
,0.5713,-1.11229,0.0032
,0.47337,-1.54657,-0.0025
,0.62654,-1.10503,0.0023
,0.47707,-1.68833,-0.0015
,0.66932,-1.23368,0.0023
,0.49412,-1.70885,-0.0006
,0.68419,-1.34561,0.0023
,0.47033,-1.55162,-0.0015
,0.65432,-1.31498,0.0023
,0.47317,-1.54783,-0.0006
,0.61743,-1.19374,0.0032
,0.45569,-1.4097,-0.0015
,0.58006,-1.10124,0.0023
,0.459,-1.42202,-0.0015
,0.58042,-1.15617,0.0032
,0.471,-1.50947,-0.0015
,0.59853,-1.28025,0.0023
,0.49487,-1.56551,-0.0006
,0.61119,-1.32903,0.0032
,0.48193,-1.58982,-0.0006
,0.61747,-1.27015,0.0023
,0.49025,-1.55746,-0.0006
,0.58326,-1.34687,0.0023
,0.48098,-1.48058,-0.0015
,0.57687,-1.35082,0.0013
,0.43241,-1.4708,-0.0015
,0.57529,-1.17717,0.0023
,0.3237,-1.29194,-0.0015
,0.50904,-1.06824,0.0023
,0.31904,-1.10676,-0.0015
,0.46232,-0.90154,0.0023
,0.44997,-1.5603,-0.0015
,0.68936,-0.89791,0.0023
,0.66821,-2.09672,-0.0015
,0.96881,-1.50584,0.0032
,0.91574,-2.21654,-0.0015
,1.05132,-2.0099,0.0023
,0.89455,-2.21212,-0.0015
,1.03021,-2.00359,0.0023
,0.86811,-2.07747,-0.0006
,0.94462,-1.88834,0.0023
,0.88535,-2.17408,-0.0006
,0.9999,-1.91865,0.0023
,0.96372,-2.47844,-0.0006
,1.15115,-2.14298,0.0023
,1.1182,-2.53259,-0.0025
,1.25358,-2.40835,0.0023
,1.15715,-2.51854,-0.0015
,1.24873,-2.3572,0.0023
,1.09851,-2.39525,-0.0015
,1.20998,-2.21275,0.0023
,0.96632,-2.2478,-0.0015
,1.13063,-2.03974,0.0023
,0.93172,-2.09294,-0.0015
,1.03084,-1.94376,0.0023
,0.91945,-1.98448,-0.0015
,0.99501,-1.87524,0.0023
,0.91728,-1.94581,-0.0015
,0.99639,-1.85551,0.0023
,0.90757,-1.90429,-0.0015
,0.98495,-1.82504,0.0023
,0.89262,-1.89166,-0.0006
,0.96423,-1.81936,0.0032
,0.88792,-1.91218,-0.0015
,0.96668,-1.83215,0.0023
,0.87955,-1.91108,-0.0006
,0.96617,-1.80673,0.0013
,0.85762,-1.93886,-0.0006
,0.93748,-1.84304,0.0023
,0.86728,-1.94391,-0.0025
,0.94904,-1.86135,0.0023
,0.86926,-2.02979,-0.0015
,0.96632,-1.89134,0.0023
,0.89064,-2.33368,-0.0025
,0.98759,-1.97533,0.0032
,0.87048,-2.32689,-0.0025
,0.97686,-2.13145,0.0013
,0.8337,-2.22381,-0.0006
,0.92548,-2.08031,0.0023
,0.78509,-2.26201,-0.0006
,0.86022,-2.12167,0.0023
,0.74863,-2.19807,-0.0015
,0.83753,-2.047,0.0032
,0.76816,-2.0811,-0.0015
,0.89877,-1.77831,0.0023
,0.80123,-2.03137,-0.0015
,1.04725,-1.65818,0.0032
,0.8704,-1.96475,-0.0006
,1.01608,-1.69165,0.0032
,0.88354,-1.83136,-0.0006
,1.01368,-1.61256,0.0013
,0.85481,-1.70112,-0.0006
,0.96739,-1.41807,0.0032
,0.78643,-1.51295,-0.0006
,0.87553,-1.28152,0.0023
,0.77432,-1.6135,-0.0015
,0.94569,-1.19359,0.0023
,0.74776,-1.64602,-0.0015
,0.96715,-1.12097,0.0023
,0.70645,-1.4247,-0.0015
,0.87849,-0.85955,0.0023
,0.62031,-1.2932,-0.0015
,0.80656,-0.92285,0.0032
,0.57931,-1.17654,-0.0025
,0.74591,-0.90122,0.0032
,0.59731,-1.10724,-0.0015
,0.71517,-0.91638,0.0013
,0.57552,-1.23005,-0.0025
,0.78837,-0.81866,0.0023
,0.65349,-1.36518,-0.0015
,0.78568,-0.91654,0.0023
,0.65768,-1.44601,-0.0015
,0.80533,-1.10139,0.0023
,0.66581,-1.40228,-0.0015
,0.83579,-1.07282,0.0023
,0.63972,-1.38665,-0.0006
,0.84128,-0.97337,0.0023
,0.59802,-1.35682,-0.0025
,0.78935,-0.98789,0.0042
,0.59293,-1.33377,-0.0006
,0.79409,-0.95253,0.0023
,0.54317,-1.30883,-0.0006
,0.77941,-0.84897,0.0032
,0.50986,-1.22311,-0.0025
,0.68226,-0.81913,0.0023
,0.459,-1.12271,-0.0025
,0.60393,-0.80445,0.0023
,0.40238,-0.99405,-0.0015
,0.55615,-0.7121,0.0023
,0.35653,-0.86523,-0.0015
,0.49116,-0.6679,0.0013
,0.33171,-0.85229,-0.0015
,0.41611,-0.6278,0.0013
,0.29817,-0.81598,-0.0006
,0.37641,-0.65069,0.0013
,0.24612,-0.79766,-0.0025
,0.354,-0.62228,0.0032
,0.21846,-0.79498,-0.0015
,0.31048,-0.61233,0.0032
,0.20808,-0.80903,-0.0006
,0.30511,-0.63964,0.0023
,0.19656,-0.80366,-0.0006
,0.30054,-0.61849,0.0032
,0.2168,-0.72521,-0.0025
,0.30515,-0.57934,0.0023
,0.21523,-0.66411,-0.0015
,0.34343,-0.43758,0.0023
,0.22789,-0.60697,-0.0015
,0.32382,-0.46757,0.0023
,0.23693,-0.60144,-0.0025
,0.3136,-0.43679,0.0032
,0.21744,-0.56561,-0.0015
,0.3383,-0.4109,0.0023
,0.22189,-0.54177,-0.0015
,0.30602,-0.40443,0.0013
,0.20607,-0.5072,-0.0015
,0.29284,-0.37585,0.0032
,0.18346,-0.48415,-0.0025
,0.28487,-0.28287,0.0032
,0.15209,-0.43458,-0.0015
,0.25539,-0.23251,0.0023
,0.11863,-0.43742,-0.0015
,0.23488,-0.18705,0.0023
,0.06047,-0.3858,-0.0006
,0.18539,-0.1651,0.0032
,0.05068,-0.34791,-0.0015
,0.15154,-0.12359,0.0023
,0.03281,-0.32865,-0.0015
,0.12632,-0.15011,0.0023
,-0.00472,-0.31444,-0.0015
,0.09286,-0.09138,0.0023
,-0.02571,-0.27024,-0.0015
,0.07179,-0.06644,0.0023
,-0.06837,-0.30134,-0.0015
,0.01422,-0.08333,0.0013
,-0.10167,-0.26503,-0.0025
,0.01367,-0.06534,0.0032
,-0.18485,-0.2131,-0.0025
,-0.05838,-0.0647,0.0013
,-0.44508,-0.19005,-0.0015
,-0.18907,0.13989,0.0023
,-0.64979,0.07895,-0.0015
,-0.42791,0.49066,0.0032
,-0.67524,0.37495,-0.0015
,-0.51492,0.73093,0.0042
,-0.69253,0.61964,-0.0015
,-0.61073,0.82296,0.0013
,-0.78573,0.69052,-0.0015
,-0.63985,0.83575,0.0023
,-0.78549,0.71846,-0.0025
,-0.68219,0.83196,0.0023
,-0.78979,0.73914,-0.0015
,-0.67686,0.88832,0.0023
,-0.74331,0.75556,-0.0015
,-0.63618,0.88358,0.0023
,-0.69426,0.72777,-0.0015
,-0.60998,0.8337,0.0013
,-0.67094,0.71798,-0.0006
,-0.60931,0.80812,0.0023
,-0.70574,0.70062,-0.0006
,-0.62947,0.8187,0.0023
,-0.75704,0.73756,-0.0006
,-0.65563,0.88232,0.0023
,-0.81134,0.83007,-0.0006
,-0.73092,0.99756,0.0013
,-0.84858,0.93015,-0.0025
,-0.77069,1.06086,0.0032
,-0.83572,0.92905,-0.0006
,-0.74725,1.03276,0.0023
,-0.80818,0.78381,-0.0015
,-0.70203,0.98698,0.0023
,-0.80072,0.67615,-0.0006
,-0.62821,0.92337,0.0032
,-0.74055,0.7595,-0.0025
,-0.60658,0.97657,0.0023
,-0.76359,0.73993,-0.0025
,-0.61862,0.9974,0.0032
,-0.77294,0.84964,-0.0015
,-0.68582,1.03324,0.0023
,-0.79184,0.90095,-0.0015
,-0.69746,1.0394,0.0023
,-0.77752,0.89969,-0.0025
,-0.68396,1.02124,0.0023
,-0.78687,0.88185,-0.0015
,-0.67433,1.00893,0.0023
,-0.74599,0.81381,-0.0006
,-0.62118,0.96867,0.0032
,-0.67102,0.69352,-0.0006
,-0.48915,0.87758,0.0023
,-0.54712,0.49271,-0.0015
,-0.37551,0.8318,0.0023
,-0.7572,0.58633,-0.0025
,-0.49495,1.17042,0.0023
,-0.97702,1.10065,-0.0015
,-0.71841,1.8696,0.0023
,-1.05807,1.84103,-0.0006
,-0.88939,2.1757,0.0023
,-1.05488,2.02415,-0.0015
,-0.91511,2.19606,0.0023
,-0.97742,1.91222,-0.0025
,-0.86389,2.07514,0.0023
,-0.98152,1.90228,-0.0044
,-0.83931,2.05225,0.0032
,-1.09552,2.03457,-0.0025
,-0.9161,2.37303,0.0023
,-1.21011,2.34114,-0.0025
,-1.06225,2.53515,0.0023
,-1.23493,2.37476,-0.0006
,-1.14772,2.52047,0.0023
,-1.20991,2.26063,-0.0015
,-1.07492,2.40444,0.0013
,-1.14966,2.10861,-0.0006
,-0.96428,2.2922,0.0023
,-1.01913,1.97853,-0.0015
,-0.91641,2.16196,0.0023
,-0.97619,1.89549,-0.0015
,-0.90197,2.01657,0.0032
,-0.99095,1.8606,-0.0015
,-0.8901,1.9569,0.0023
,-0.95891,1.83771,-0.0015
,-0.88757,1.92564,0.0023
,-0.9365,1.85492,-0.0015
,-0.87928,1.95137,0.0023
,-0.96092,1.84371,-0.0015
,-0.86137,1.93353,0.0023
,-0.9438,1.89091,-0.0006
,-0.83395,1.9689,0.0042
,-0.92731,1.81877,-0.0025
,-0.84105,1.95974,0.0032
,-0.90304,1.78956,-0.0006
,-0.82878,1.86565,0.0042
,-0.93287,1.7823,-0.0015
,-0.84543,2.00457,0.0032
,-1.00504,1.97269,-0.0006
,-0.86717,2.15328,0.0032
,-1.06502,2,-0.0025
,-0.97103,2.17301,0.0013
,-1.07453,1.77283,-0.0006
,-0.98073,2.0172,0.0023
,-1.0677,1.71174,-0.0015
,-0.96294,1.82635,0.0023
,-1.03534,1.59697,-0.0015
,-0.95153,1.73131,0.0023
,-1.01068,1.59965,-0.0006
,-0.87384,1.78467,0.0023
,-0.93496,1.69595,-0.0006
,-0.82897,1.90323,0.0032
,-0.89818,1.85002,-0.0025
,-0.80135,2.09945,0.0023
,-0.85569,1.93622,-0.0015
,-0.74493,2.11824,0.0023
,-0.81864,1.87797,-0.0015
,-0.70882,2.08856,0.0013
,-0.72504,1.59081,-0.0015
,-0.63046,1.93732,0.0023
,-0.71316,1.59034,-0.0015
,-0.57375,1.973,0.0023
,-0.70026,1.81356,-0.0015
