Date,U1,U3,Speed1
,-0.48174,1.54235,0
,-0.41047,1.74173,0
,-0.45218,1.36238,0
,-0.3533,1.62681,0
,-0.41923,1.24667,0
,-0.3063,1.48504,0
,-0.35969,1.18447,0
,-0.26373,1.39822,0
,-0.34406,1.00167,0
,-0.25958,1.29861,0
,-0.33238,0.88643,0
,-0.24376,1.19884,0
,-0.33736,0.83875,0
,-0.25469,1.01351,0
,-0.38842,0.69162,0
,-0.26227,0.9401,0
,-0.3939,0.64079,0
,-0.27872,0.87537,0
,-0.38992,0.60464,0
,-0.3061,0.78129,0
,-0.41714,0.5366,0
,-0.29001,0.79786,0
,-0.41765,0.59532,0
,-0.30461,0.79297,0
,-0.38865,0.61332,0
,-0.24972,0.84017,0
,-0.30678,0.73282,0
,-0.18039,0.91658,0
,-0.2543,0.76298,0
,-0.13817,0.97641,0
,-0.18568,0.85154,0
,-0.11122,1.00435,0
,-0.1624,0.86606,0
,-0.05941,1.04918,0
,-0.14014,0.86227,0
,-0.03798,1.04745,0
,-0.1126,0.78887,0
,-0.03956,0.98746,0
,-0.10581,0.68957,0
,-0.0134,0.92005,0
,-0.09693,0.63432,0
,-0.02587,0.84664,0
,-0.0922,0.53944,0
,-0.00673,0.72162,0
,-0.06596,0.4583,0
,0.02006,0.63084,0
,-0.04473,0.42357,0
,0.0186,0.57464,0
,-0.0413,0.35395,0
,0.04334,0.53423,0
,-0.03475,0.3219,0
,0.07388,0.48056,0
,-0.00744,0.31212,0
,0.07408,0.44456,0
,0.01201,0.25544,0
,0.08738,0.40463,0
,0.01789,0.18393,0
,0.10506,0.35474,0
,0.03529,0.12457,0
,0.12668,0.28418,0
,0.08308,0.01944,0
,0.38304,0.2185,0
,0.30014,-0.54856,0
,0.48003,0.12284,0
,0.2859,-1.1347,0
,0.5453,-0.38375,0
,0.31253,-1.43828,0
,0.54909,-0.85892,0
,0.3205,-1.42549,0
,0.64485,-1.06303,0
,0.39883,-1.60608,0
,0.69347,-1.07771,0
,0.39974,-1.71943,0
,0.70025,-1.15728,0
,0.38407,-1.68817,0
,0.6544,-1.3052,0
,0.34114,-1.59251,0
,0.56025,-1.13928,0
,0.34725,-1.36661,0
,0.54921,-1.01425,0
,0.33435,-1.35934,0
,0.5668,-0.98552,0
,0.35408,-1.49226,0
,0.60733,-0.98237,0
,0.38604,-1.54941,0
,0.62753,-1.11402,0
,0.40857,-1.54799,0
,0.62394,-1.26005,0
,0.40423,-1.58951,0
,0.58949,-1.24584,0
,0.39172,-1.58004,0
,0.61202,-1.18364,0
,0.40561,-1.48469,0
,0.56771,-1.21585,0
,0.39595,-1.43828,0
,0.54924,-1.23826,0
,0.38036,-1.60387,0
,0.55994,-1.30283,0
,0.40849,-1.63561,0
,0.58772,-1.27946,0
,0.41741,-1.62108,0
,0.57351,-1.34229,0
,0.42321,-1.5693,0
,0.54688,-1.3977,0
,0.43327,-1.55352,0
,0.56396,-1.36582,0
,0.39938,-1.54768,0
,0.55587,-1.33566,0
,0.25713,-1.49479,0
,0.51038,-1.25626,0
,0.23559,-1.43354,0
,0.4624,-1.02199,0
,0.42917,-1.49148,0
,0.68814,-1.01915,0
,0.6228,-1.91202,0
,0.99114,-1.47743,0
,0.89056,-2.10162,0
,1.05337,-1.89056,0
,0.92233,-2.11662,0
,1.05661,-1.91124,0
,0.89096,-2.00958,0
,1.01289,-1.8282,0
,0.90145,-2.06878,0
,1.05124,-1.83009,0
,0.99016,-2.36541,0
,1.19487,-2.04952,0
,1.1403,-2.50307,0
,1.32378,-2.32626,0
,1.26724,-2.49801,0
,1.3383,-2.35294,0
,1.20351,-2.39193,0
,1.31944,-2.21686,0
,1.09855,-2.24306,0
,1.2483,-2.0781,0
,1.0409,-2.12214,0
,1.1259,-1.95307,0
,1.01103,-1.99127,0
,1.09342,-1.84162,0
,1.0003,-1.8844,0
,1.06402,-1.80941,0
,0.9825,-1.84935,0
,1.04658,-1.73759,0
,0.96088,-1.79252,0
,1.04078,-1.7259,0
,0.95607,-1.81336,0
,1.02287,-1.73948,0
,0.96277,-1.84998,0
,1.03167,-1.76995,0
,0.96664,-1.90855,0
,1.03479,-1.78305,0
,0.9692,-1.95544,0
,1.03285,-1.84919,0
,0.97899,-2.00532,0
,1.04161,-1.89229,0
,0.98783,-2.15908,0
,1.08963,-1.95023,0
,0.96372,-2.29295,0
,1.10459,-2.12419,0
,0.9056,-2.23959,0
,1.0611,-1.96917,0
,0.8148,-2.23928,0
,0.99442,-2.00232,0
,0.7875,-2.24149,0
,0.92091,-2.09057,0
,0.76445,-2.26911,0
,0.89459,-1.96964,0
,0.84893,-2.02711,0
,1.03171,-1.80089,0
,0.97844,-1.84809,0
,1.10238,-1.71248,0
,1.04173,-1.77153,0
,1.1268,-1.60309,0
,1.04485,-1.62661,0
,1.1244,-1.44159,0
,0.95524,-1.4749,0
,1.09737,-1.27536,0
,0.93109,-1.64081,0
,1.17104,-1.14149,0
,0.9436,-1.53189,0
,1.16141,-1.22863,0
,0.87427,-1.34277,0
,1.05767,-0.90596,0
,0.69568,-1.19943,0
,1.05444,-0.75267,0
,0.70384,-1.13565,0
,0.99738,-0.75552,0
,0.76978,-1.15696,0
,1.0162,-0.8054,0
,0.77258,-1.25121,0
,1.00369,-0.82829,0
,0.79117,-1.29699,0
,1.12313,-0.74289,0
,0.85193,-1.38886,0
,1.0675,-0.97937,0
,0.83398,-1.36945,0
,1.07882,-0.95584,0
,0.75786,-1.32935,0
,1.08466,-0.88623,0
,0.70377,-1.35256,0
,1.06718,-0.79072,0
,0.68321,-1.31893,0
,0.99126,-0.73136,0
,0.5625,-1.21727,0
,0.99513,-0.73436,0
,0.55658,-1.06572,0
,0.88453,-0.64533,0
,0.53883,-1.0283,0
,0.74871,-0.64927,0
,0.4605,-0.91006,0
,0.65858,-0.64122,0
,0.44397,-0.8234,0
,0.63337,-0.5233,0
,0.41844,-0.73831,0
,0.51787,-0.55077,0
,0.348,-0.75252,0
,0.50039,-0.54998,0
,0.3132,-0.7593,0
,0.47794,-0.54303,0
,0.29363,-0.74841,0
,0.42144,-0.56655,0
,0.23346,-0.81834,0
,0.42029,-0.60239,0
,0.21957,-0.88512,0
,0.41362,-0.63728,0
,0.25382,-0.85986,0
,0.39476,-0.6308,0
,0.30578,-0.71858,0
,0.51278,-0.4341,0
,0.32824,-0.64975,0
,0.43679,-0.48557,0
,0.3203,-0.64501,0
,0.48978,-0.37348,0
,0.34153,-0.58376,0
,0.48694,-0.35817,0
,0.34138,-0.51525,0
,0.45731,-0.37222,0
,0.32409,-0.46363,0
,0.47056,-0.26456,0
,0.27185,-0.44373,0
,0.44089,-0.18515,0
,0.23464,-0.43458,0
,0.36481,-0.24735,0
,0.19585,-0.34933,0
,0.34209,-0.19352,0
,0.15347,-0.32344,0
,0.27611,-0.08412,0
,0.09784,-0.30134,0
,0.22367,-0.16463,0
,0.08134,-0.29534,0
,0.2477,-0.07828,0
,0.04614,-0.30292,0
,0.18283,-0.07986,0
,-0.00298,-0.2663,0
,0.1543,-0.0516,0
,-0.00515,-0.26866,0
,0.15008,-0.06976,0
,-0.0538,-0.25193,0
,0.10431,-0.01877,0
,-0.08888,-0.20141,0
,0.01687,-0.0385,0
,-0.3372,-0.24798,0
,-0.02875,-0.0546,0
,-0.68665,-0.23851,0
,-0.32548,0.10484,0
,-0.80234,-0.01198,0
,-0.47566,0.56312,0
,-0.84192,0.35774,0
,-0.65583,0.74751,0
,-0.93011,0.57433,0
,-0.72788,0.73488,0
,-0.99415,0.60243,0
,-0.83738,0.80323,0
,-1.00393,0.70772,0
,-0.91385,0.90426,0
,-0.98409,0.78965,0
,-0.86133,0.91531,0
,-0.91669,0.62611,0
,-0.75767,0.885,0
,-0.82692,0.56659,0
,-0.66143,0.79928,0
,-0.85119,0.54528,0
,-0.7033,0.74893,0
,-0.88035,0.57149,0
,-0.75057,0.77592,0
,-0.93413,0.70472,0
,-0.82866,0.81712,0
,-0.96345,0.76913,0
,-0.84953,0.87048,0
,-0.95524,0.7595,0
,-0.85592,0.87774,0
,-0.91184,0.74561,0
,-0.82045,0.86369,0
,-0.88879,0.6962,0
,-0.79587,0.79202,0
,-0.86906,0.70693,0
,-0.78293,0.81412,0
,-0.9041,0.73282,0
,-0.79918,0.8468,0
,-0.90781,0.78555,0
,-0.82408,0.89558,0
,-0.91784,0.81807,0
,-0.82404,0.91058,0
,-0.90493,0.80086,0
,-0.81737,0.89874,0
,-0.89365,0.79534,0
,-0.81232,0.88437,0
,-0.8867,0.79423,0
,-0.81386,0.87348,0
,-0.89534,0.66763,0
,-0.6771,0.87869,0
,-0.77492,0.47077,0
,-0.48485,0.9311,0
,-0.91768,0.56722,0
,-0.66281,1.07586,0
,-0.9945,0.94957,0
,-0.79587,1.70432,0
,-1.08601,1.65491,0
,-0.97107,1.96163,0
,-1.087,1.88176,0
,-0.96605,2.01247,0
,-1.03325,1.78514,0
,-0.92585,1.9378,0
,-1.05381,1.7782,0
,-0.91641,1.92927,0
,-1.18399,1.91159,0
,-1.00259,2.27815,0
,-1.29072,2.26284,0
,-1.13391,2.50611,0
,-1.33728,2.35693,0
,-1.25762,2.50626,0
,-1.29494,2.21485,0
,-1.21007,2.39971,0
,-1.24325,2.10229,0
,-1.12125,2.24642,0
,-1.13845,1.988,0
,-1.01025,2.13371,0
,-1.08123,1.87544,0
,-0.98409,2.00647,0
,-1.03751,1.82082,0
,-0.96779,1.92312,0
,-1.02871,1.76004,0
,-0.96566,1.87023,0
,-1.02512,1.74852,0
,-0.93776,1.83929,0
,-1.01486,1.74331,0
,-0.92746,1.82287,0
,-1.00741,1.75515,0
,-0.938,1.8977,0
,-1.01869,1.83061,0
,-0.95335,1.90654,0
,-1.01317,1.79509,0
,-0.94096,1.90607,0
,-1.01561,1.79888,0
,-0.93086,1.88018,0
,-1.04185,1.82445,0
,-0.94147,2.15723,0
,-1.15494,2.1004,0
,-0.99182,2.22543,0
,-1.1987,1.83945,0
,-1.11004,2.1176,0
,-1.27525,1.57361,0
,-1.04908,1.90338,0
,-1.26503,1.47731,0
,-1.0709,1.85255,0
,-1.21713,1.456,0
,-1.08439,1.66517,0
,-1.15005,1.50257,0
,-0.94305,1.86076,0
,-1.06348,1.64701,0
,-0.84697,2.08066,0
,-0.96661,1.88191,0
,-0.81256,2.12818,0
,-0.88891,1.94032,0
,-0.7323,2.13765,0
,-0.79843,1.76873,0
,-0.7033,2.04246,0
,-0.80435,1.70953,0
,-0.60047,2.0723,0
,-0.75388,1.89091,0
,-0.55189,2.23442,0
,-0.73258,1.60739,0
,-0.48702,1.92454,0
,-0.65997,1.45473,0
,-0.48154,1.81135,0
,-0.60524,1.39048,0
,-0.41391,1.62065,0
,-0.58622,1.37928,0
,-0.41884,1.7392,0
,-0.65547,1.41116,0
,-0.40234,1.80251,0
,-0.70772,1.49057,0
,-0.34367,2.05683,0
,-0.6505,1.69058,0
,-0.3411,2.18122,0
,-0.57064,1.90575,0
,-0.36766,2.18612,0
,-0.56918,1.70337,0
,-0.43865,1.96574,0
,-0.56002,1.57124,0
,-0.37776,1.87449,0
,-0.51105,1.52325,0
,-0.36596,1.84276,0
,-0.47783,1.47463,0
,-0.37105,1.67148,0
,-0.42551,1.30445,0
,-0.32228,1.55024,0
,-0.41438,1.20752,0
,-0.27039,1.44542,0
,-0.38037,1.06339,0
,-0.25323,1.36207,0
,-0.35322,0.9191,0
,-0.23161,1.26309,0
,-0.36896,0.77624,0
,-0.21693,1.08739,0
,-0.37417,0.74024,0
,-0.24794,1.00688,0
,-0.37745,0.64426,0
,-0.27533,0.88185,0
,-0.38893,0.58049,0
,-0.29289,0.82296,0
,-0.42144,0.54418,0
,-0.27833,0.7966,0
,-0.41604,0.58648,0
,-0.29328,0.79913,0
,-0.41497,0.60606,0
,-0.21417,0.87901,0
,-0.32051,0.72619,0
,-0.21219,0.90884,0
,-0.2803,0.73772,0
,-0.12771,1.03024,0
,-0.23977,0.83544,0
,-0.09626,1.01445,0
,-0.17842,0.8708,0
,-0.07914,1.01824,0
,-0.14641,0.87222,0
,-0.0544,1.07018,0
,-0.13537,0.82565,0
,-0.01734,1.02977,0
,-0.11307,0.73424,0
,-0.02291,0.9663,0
,-0.09895,0.62753,0
,-0.03013,0.8629,0
,-0.11031,0.52334,0
,-0.00926,0.76961,0
,-0.07393,0.48024,0
,0.01249,0.66873,0
,-0.05432,0.43288,0
,0.02989,0.59959,0
,-0.04244,0.35553,0
,0.03711,0.52965,0
,-0.02906,0.31243,0
,0.0607,0.51276,0
,-0.01332,0.30501,0
,0.06643,0.48577,0
,0.0012,0.26918,0
,0.08316,0.41583,0
,0.02223,0.1983,0
,0.09791,0.38284,0
,0.02582,0.11716,0
,0.13051,0.34164,0
,0.04358,0.04991,0
,0.246,0.25244,0
,0.22241,-0.38927,0
,0.4517,0.20903,0
,0.30649,-0.85386,0
,0.50331,-0.36038,0
,0.28515,-1.28925,0
,0.53559,-0.81014,0
,0.33546,-1.39344,0
,0.54656,-1.05482,0
,0.41473,-1.56504,0
,0.64245,-1.15254,0
,0.39749,-1.73174,0
,0.70187,-1.20558,0
,0.37077,-1.75053,0
,0.67464,-1.26163,0
,0.34785,-1.63829,0
,0.61052,-1.26715,0
,0.35629,-1.34877,0
,0.54258,-1.09319,0
,0.35341,-1.32793,0
,0.54431,-1.01804,0
,0.34059,-1.44869,0
,0.62276,-1.0171,0
,0.32914,-1.57309,0
,0.62939,-1.11892,0
,0.38975,-1.60261,0
,0.64107,-1.1879,0
,0.42495,-1.54625,0
,0.6149,-1.29415,0
,0.4225,-1.54941,0
,0.57359,-1.243,0
,0.42088,-1.491,0
,0.57091,-1.18711,0
,0.38237,-1.48485,0
,0.57446,-1.1718,0
,0.41485,-1.48958,0
,0.56238,-1.22642,0
,0.40096,-1.61856,0
,0.57935,-1.30393,0
,0.4038,-1.65629,0
,0.58428,-1.30567,0
,0.41299,-1.6154,0
,0.58748,-1.35729,0
,0.43154,-1.51137,0
,0.55962,-1.34892,0
,0.42254,-1.52842,0
,0.54175,-1.37024,0
,0.34962,-1.53173,0
,0.49945,-1.32351,0
,0.23421,-1.4277,0
,0.41556,-1.06414,0
,0.37941,-1.32382,0
,0.60287,-1.00936,0
,0.56033,-1.75148,0
,0.87281,-1.30725,0
,0.8644,-2.07005,0
,1.01845,-1.69717,0
,0.94766,-2.08694,0
,1.03948,-1.97959,0
,0.89526,-2.00911,0
,1.00744,-1.83388,0
,0.90595,-1.9436,0
,1.0014,-1.79789,0
,0.97169,-2.21781,0
,1.16449,-1.91439,0
,1.11264,-2.49154,0
,1.32114,-2.19902,0
,1.25118,-2.51049,0
,1.34241,-2.3894,0
,1.2221,-2.43503,0
,1.32327,-2.24007,0
,1.16662,-2.28332,0
,1.26878,-2.09546,0
,1.0469,-2.14645,0
,1.1766,-2.00879,0
,1.01813,-2.04542,0
,1.09488,-1.86072,0
,1.00251,-1.91755,0
,1.06509,-1.80041,0
,0.98605,-1.86403,0
,1.051,-1.74721,0
,0.96483,-1.81904,0
,1.06237,-1.71027,0
,0.96455,-1.80057,0
,1.04362,-1.72354,0
,0.9597,-1.83878,0
,1.02476,-1.75369,0
,0.95318,-1.87382,0
,1.03857,-1.78052,0
,0.96021,-1.99317,0
,1.03956,-1.82599,0
,0.97161,-1.97975,0
,1.03542,-1.8593,0
,0.97773,-2.09515,0
,1.04745,-1.86861,0
,1.0046,-2.22033,0
,1.0907,-2.06057,0
,0.95472,-2.26043,0
,1.04504,-2.09088,0
,0.88382,-2.21654,0
,0.99888,-2.06515,0
,0.79874,-2.22696,0
,0.92726,-2.11867,0
,0.7787,-2.22286,0
,0.87545,-2.01795,0
,0.83871,-2.04274,0
,0.98207,-1.83467,0
,0.96037,-1.86467,0
,1.10313,-1.73616,0
,1.00673,-1.82031,0
,1.14464,-1.58493,0
,1.03415,-1.70728,0
,1.12558,-1.49148,0
,0.99241,-1.56267,0
,1.11118,-1.24521,0
,0.94423,-1.49321,0
,1.09441,-1.23905,0
,0.94833,-1.51879,0
,1.17281,-1.20195,0
,0.88792,-1.53505,0
,1.14231,-1.0141,0
,0.83287,-1.20637,0
,0.97485,-0.87565,0
,0.71896,-1.14796,0
,0.97047,-0.72899,0
,0.6763,-1.17401,0
,0.98298,-0.7904,0
,0.72495,-1.35066,0
,1.05992,-0.72947,0
,0.67535,-1.54689,0
,1.22774,-0.69142,0
,0.67153,-1.55951,0
,1.21132,-0.70468,0
,0.7609,-1.55131,0
,1.10364,-0.91669,0
,0.8442,-1.23053,0
,1.03506,-1.01931,0
,0.75064,-1.23874,0
,1.00176,-0.8706,0
,0.71596,-1.21963,0
,1.0046,-0.78425,0
,0.66107,-1.21427,0
,0.98148,-0.74446,0
,0.5537,-1.19106,0
,0.8775,-0.64706,0
,0.52873,-1.05088,0
,0.80269,-0.60665,0
,0.48059,-0.93516,0
,0.69205,-0.62986,0
,0.45679,-0.90501,0
,0.64193,-0.52235,0
,0.41939,-0.76862,0
,0.54534,-0.51967,0
,0.36738,-0.74462,0
,0.53729,-0.51098,0
,0.34532,-0.75441,0
,0.48757,-0.53309,0
,0.29825,-0.75267,0
,0.41856,-0.58565,0
,0.25275,-0.80793,0
,0.4212,-0.57097,0
,0.2475,-0.85307,0
,0.42645,-0.59544,0
,0.23799,-0.85071,0
,0.40498,-0.62622,0
,0.29233,-0.74999,0
,0.43592,-0.53656,0
,0.32405,-0.67327,0
,0.45545,-0.46552,0
,0.33514,-0.59781,0
,0.45154,-0.46931,0
,0.36028,-0.55313,0
,0.44657,-0.41737,0
,0.34505,-0.52519,0
,0.45628,-0.38864,0
,0.33246,-0.47846,0
,0.462,-0.26614,0
,0.27903,-0.45226,0
,0.42629,-0.2614,0
,0.25157,-0.44863,0
,0.43193,-0.20536,0
,0.21416,-0.35059,0
,0.35199,-0.1711,0
,0.17798,-0.31555,0
,0.28724,-0.19305,0
,0.12135,-0.30134,0
,0.24371,-0.14174,0
,0.08529,-0.28066,0
,0.21294,-0.09928,0
,0.03506,-0.26882,0
,0.20398,-0.11648,0
,0.0317,-0.28319,0
,0.15406,-0.06881,0
,-0.03364,-0.27782,0
,0.14231,-0.02524,0
,-0.06276,-0.24104,0
,0.08908,-0.07607,0
,-0.06714,-0.21941,0
,0.06209,-0.0396,0
,-0.25524,-0.20078,0
,-0.01967,-0.06249,0
,-0.49413,-0.22478,0
,-0.18512,0.09521,0
,-0.79733,-0.0175,0
,-0.46532,0.45293,0
,-0.7991,0.35521,0
,-0.55742,0.66699,0
,-0.85107,0.54291,0
,-0.73052,0.77892,0
,-0.95974,0.5958,0
,-0.82495,0.80007,0
,-0.99857,0.65815,0
,-0.8736,0.89274,0
,-0.9803,0.7876,0
,-0.88374,0.88611,0
,-0.95272,0.67047,0
,-0.80009,0.87332,0
,-0.87739,0.61332,0
,-0.70626,0.75982,0
,-0.87976,0.51071,0
,-0.66924,0.83701,0
,-0.89921,0.50313,0
,-0.66995,0.82139,0
,-0.93591,0.62895,0
,-0.76809,0.86148,0
,-0.93666,0.67457,0
,-0.81757,0.87695,0
,-0.96021,0.76045,0
,-0.85004,0.89684,0
,-0.94139,0.73693,0
,-0.842,0.91673,0
,-0.91582,0.71041,0
,-0.80727,0.87348,0
,-0.87254,0.69367,0
,-0.7686,0.81807,0
,-0.86271,0.71846,0
,-0.77997,0.86038,0
,-0.89878,0.74956,0
,-0.81576,0.87901,0
,-0.90754,0.80702,0
,-0.83852,0.88895,0
,-0.92671,0.78997,0
,-0.81303,0.89763,0
,-0.90584,0.78681,0
,-0.80498,0.89937,0
,-0.89996,0.81097,0
,-0.82104,0.89621,0
,-0.88891,0.68168,0
,-0.76738,0.88437,0
,-0.84322,0.64553,0
,-0.51449,0.89195,0
,-0.80538,0.4654,0
,-0.61684,0.91516,0
,-0.98117,0.89937,0
,-0.72441,1.55545,0
,-1.08565,1.54977,0
,-0.89941,1.94064,0
,-1.09485,1.88918,0
,-0.9876,2.03867,0
,-1.04055,1.82256,0
,-0.94423,2.03457,0
,-1.01688,1.77709,0
,-0.91109,1.88744,0
,-1.11245,1.8295,0
,-0.96013,2.17301,0
,-1.25272,2.14649,0
,-1.08498,2.46127,0
,-1.32296,2.41044,0
,-1.21291,2.49632,0
,-1.31807,2.26742,0
,-1.21299,2.44864,0
,-1.27332,2.13986,0
,-1.15262,2.31446,0
,-1.18379,2.04672,0
,-1.01329,2.17128,0
,-1.07685,1.9048,0
,-1.00003,2.07467,0
,-1.05338,1.83661,0
,-0.97829,1.93069,0
,-1.03933,1.77094,0
,-0.97012,1.88412,0
,-1.02003,1.76131,0
,-0.93437,1.81956,0
,-1.02441,1.75468,0
,-0.93322,1.84292,0
,-1.00583,1.74489,0
,-0.93169,1.86818,0
,-1.01289,1.82335,0
,-0.94857,1.90559,0
,-1.01561,1.8224,0
,-0.93555,1.90275,0
,-1.00457,1.79856,0
,-0.93934,1.8726,0
,-1.03029,1.82019,0
,-0.93831,1.99194,0
,-1.16449,1.9449,0
,-0.98282,2.1959,0
,-1.20967,1.90323,0
,-1.10905,2.15786,0
,-1.282,1.56603,0
,-1.07926,1.92027,0
,-1.27127,1.50746,0
,-1.07547,1.81814,0
,-1.25647,1.43342,0
,-1.08648,1.74552,0
,-1.16378,1.51362,0
,-1.00358,1.76951,0
,-1.08976,1.59034,0
,-0.88311,2.01341,0
,-1.02654,1.78735,0
,-0.80794,2.1315,0
,-0.91933,1.91538,0
,-0.77499,2.12266,0
,-0.8315,1.77346,0
,-0.68791,2.06361,0
,-0.7821,1.69579,0
,-0.6065,1.93859,0
,-0.78691,1.77046,0
,-0.56839,2.20964,0
,-0.7413,1.60565,0
,-0.53832,2.04641,0
,-0.7366,1.45837,0
,-0.43825,1.92375,0
,-0.67414,1.31787,0
,-0.401,1.72484,0
,-0.61258,1.33713,0
,-0.4128,1.65475,0
,-0.58741,1.43232,0
,-0.45194,1.66485,0
,-0.62572,1.46026,0
,-0.40542,1.97995,0
,-0.68783,1.57187,0
,-0.37157,2.14002,0
,-0.58666,1.80961,0
,-0.37689,2.18343,0
,-0.55091,1.78735,0
,-0.43837,2.04467,0
,-0.53722,1.63928,0
,-0.4115,1.85334,0
,-0.50174,1.55561,0
,-0.37685,1.80314,0
,-0.49511,1.48252,0
,-0.38439,1.69453,0
,-0.44654,1.4069,0
,-0.33538,1.59397,0
,-0.40649,1.22157,0
,-0.29233,1.45947,0
,-0.37165,1.17737,0
,-0.25635,1.3979,0
,-0.36419,1.02598,0
,-0.22861,1.2945,0
,-0.33661,0.86559,0
,-0.22064,1.14264,0
,-0.35097,0.78255,0
,-0.22506,1.0495,0
,-0.35176,0.69288,0
,-0.23528,0.93963,0
,-0.36036,0.65547,0
,-0.28373,0.83686,0
,-0.3969,0.57022,0
,-0.26609,0.8288,0
,-0.41643,0.57164,0
,-0.27205,0.83023,0
,-0.42681,0.58648,0
,-0.27032,0.81854,0
,-0.366,0.64647,0
,-0.24404,0.85469,0
,-0.29111,0.74577,0
,-0.19507,0.92431,0
,-0.26787,0.77418,0
,-0.12306,1.0154,0
,-0.20032,0.83717,0
,-0.10179,1.02298,0
,-0.15076,0.86622,0
,-0.07602,1.02219,0
,-0.12211,0.85122,0
,-0.0469,1.01793,0
,-0.12211,0.76598,0
,-0.01537,0.97357,0
,-0.10179,0.66005,0
,-0.02985,0.89953,0
,-0.09709,0.58222,0
,-0.02883,0.7775,0
,-0.09575,0.51734,0
,0.00736,0.69573,0
,-0.05795,0.4373,0
,0.01576,0.62027,0
,-0.04887,0.38316,0
,0.02172,0.55965,0
,-0.03084,0.36169,0
,0.0491,0.49445,0
,-0.01241,0.31259,0
,0.04883,0.45861,0
,-0.00306,0.25671,0
,0.07136,0.45325,0
,0.01789,0.2425,0
,0.09606,0.40731,0
,0.03324,0.14226,0
,0.11082,0.35237,0
,0.03206,0.08053,0
,0.2097,0.29412,0
,0.16744,-0.20836,0
,0.40025,0.22213,0
,0.28499,-0.80303,0
,0.53153,-0.13858,0
,0.33068,-1.11986,0
,0.48844,-0.69758,0
,0.34623,-1.39028,0
,0.53413,-1.05846,0
,0.40999,-1.42691,0
,0.6265,-1.14118,0
,0.4317,-1.6817,0
,0.65756,-1.20164,0
,0.3527,-1.75463,0
,0.67098,-1.29225,0
,0.36659,-1.73111,0
,0.63467,-1.2239,0
,0.35763,-1.52368,0
,0.53453,-1.1205,0
,0.38727,-1.27299,0
,0.50201,-1.10818,0
,0.39318,-1.3595,0
,0.56073,-1.05072,0
,0.40798,-1.44412,0
,0.60133,-1.12681,0
,0.43237,-1.54152,0
,0.58949,-1.28578,0
,0.42085,-1.5993,0
,0.59439,-1.29746,0
,0.42582,-1.58446,0
,0.58401,-1.18869,0
,0.40293,-1.51389,0
,0.5902,-1.21458,0
,0.41461,-1.39991,0
,0.53405,-1.22484,0
,0.40853,-1.49369,0
,0.55722,-1.2651,0
,0.37563,-1.59724,0
,0.58499,-1.27978,0
,0.41074,-1.61287,0
,0.55591,-1.36945,0
,0.42112,-1.56157,0
,0.56234,-1.38413,0
,0.43801,-1.51026,0
,0.55832,-1.37355,0
,0.41939,-1.55099,0
,0.54846,-1.33598,0
,0.39662,-1.60356,0
,0.55019,-1.21585,0
,0.16886,-1.56078,0
,0.50979,-1.05972,0
,0.24561,-1.28025,0
,0.54396,-0.91306,0
,0.49605,-1.61619,0
,0.7783,-1.15128,0
,0.78,-2.00406,0
,1.00061,-1.54041,0
,0.94257,-2.08552,0
,1.06754,-1.94912,0
,0.92095,-2.04495,0
,1.02299,-1.87508,0
,0.91274,-1.93476,0
,0.98029,-1.83972,0
,0.93693,-2.12467,0
,1.10972,-1.8514,0
,1.07819,-2.43234,0
,1.25844,-2.1013,0
,1.22786,-2.50228,0
,1.3441,-2.40172,0
,1.25149,-2.46755,0
,1.34138,-2.26138,0
,1.188,-2.30353,0
,1.28906,-2.14377,0
,1.07748,-2.18055,0
,1.23512,-2.05252,0
,1.03005,-2.08631,0
,1.10968,-1.91313,0
,1.00949,-1.9507,0
,1.06375,-1.84146,0
,0.99095,-1.87619,0
,1.0617,-1.76679,0
,0.98392,-1.82409,0
,1.04804,-1.7188,0
,0.96751,-1.79442,0
,1.01916,-1.7308,0
,0.9595,-1.8211,0
,1.02603,-1.73222,0
,0.95378,-1.84099,0
,1.03246,-1.757,0
,0.9565,-1.93476,0
,1.03885,-1.80389,0
,0.96084,-1.95733,0
,1.02678,-1.83025,0
,0.9726,-2.06878,0
,1.04007,-1.86356,0
,0.99178,-2.2418,0
,1.08892,-1.97564,0
,0.9825,-2.28048,0
,1.07318,-2.1043,0
,0.90579,-2.17645,0
,1.01884,-2.06026,0
,0.81875,-2.23643,0
,0.93318,-2.13067,0
,0.79278,-2.2156,0
,0.8691,-2.09009,0
,0.77077,-2.16918,0
,0.949,-1.8694,0
,0.91554,-1.91487,0
,1.06201,-1.76553,0
,0.99292,-1.85235,0
,1.14649,-1.66355,0
,1.03577,-1.71738,0
,1.14918,-1.55178,0
,1.01805,-1.58919,0
,1.13619,-1.25752,0
,0.94008,-1.43259,0
,1.10486,-1.24284,0
,0.964,-1.55241,0
,1.15596,-1.22121,0
,0.89818,-1.47743,0
,1.2002,-1.13234,0
,0.74232,-1.29825,0
,1.06521,-0.8275,0
,0.72263,-1.21064,0
,1.00006,-0.72521,0
,0.69785,-1.20211,0
,0.99852,-0.70437,0
,0.73983,-1.21774,0
,1.02326,-0.78314,0
,0.86105,-1.15365,0
,1.06584,-0.86681,0
,0.82096,-1.30078,0
,1.0903,-0.88796,0
,0.83031,-1.36424,0
,1.07369,-1.02499,0
,0.81472,-1.39202,0
,1.0982,-0.90864,0
,0.73766,-1.38523,0
,1.11781,-0.76625,0
,0.65263,-1.38681,0
,1.09997,-0.7391,0
