Date,U1
,-3.29668
,-3.42107
,-3.2618
,-3.38003
,-3.22881
,-3.30821
,-3.20071
,-3.27806
,-3.18209
,-3.25564
,-3.14546
,-3.20924
,-3.12731
,-3.15509
,-3.09764
,-3.14578
,-3.04302
,-3.097
,-2.99582
,-3.07933
,-2.94642
,-3.02408
,-2.91706
,-2.99267
,-2.88422
,-2.94563
,-2.86212
,-2.92006
,-2.85281
,-2.90727
,-2.81351
,-2.89291
,-2.81303
,-2.91721
,-2.81288
,-2.92448
,-2.79583
,-2.87349
,-2.79188
,-2.88549
,-2.76031
,-2.84634
,-2.76489
,-2.8596
,-2.76868
,-2.82535
,-2.76205
,-2.82393
,-2.75226
,-2.81903
,-2.73837
,-2.79393
,-2.72117
,-2.78083
,-2.71138
,-2.75068
,-2.68502
,-2.77168
,-2.65897
,-2.70854
,-2.63577
,-2.70017
,-2.58147
,-2.69733
,-2.57073
,-2.61714
,-2.55432
,-2.58778
,-2.50475
,-2.57184
,-2.44635
,-2.50759
,-2.4263
,-2.47524
,-2.38637
,-2.45093
,-2.35653
,-2.39726
,-2.31186
,-2.35369
,-2.27382
,-2.32165
,-2.23357
,-2.25993
,-2.14391
,-2.22347
,-2.15212
,-2.19963
,-2.09924
,-2.12607
,-2.03184
,-2.08424
,-1.99948
,-2.02426
,-1.9376
,-1.97485
,-1.84747
,-1.8983
,-1.78322
,-1.82426
,-1.647
,-1.6571
,-1.46247
,-1.50604
,-1.27053
,-1.34361
,-1.11694
,-1.21907
,-1.01907
,-1.05522
,-0.95436
,-0.98956
,-0.83692
,-0.85886
,-0.70827
,-0.73747
,-0.57362
,-0.60567
,-0.4385
,-0.51696
,-0.36668
,-0.42035
,-0.3258
,-0.35374
,-0.29091
,-0.31301
,-0.2333
,-0.27766
,-0.19273
,-0.21925
,-0.12738
,-0.17063
,-0.0895
,-0.15059
,0.00284
,-0.07955
,0.02952
,-0.02352
,0.11065
,0.03583
,0.18879
,0.13923
,0.27056
,0.19258
,0.35422
,0.28334
,0.3891
,0.3689
,0.44766
,0.43867
,0.51806
,0.49849
,0.59257
,0.58199
,0.6887
,0.64718
,0.76336
,0.72958
,0.85176
,0.79888
,0.90574
,0.86312
,0.95546
,0.92863
,1.00235
,0.98025
,1.05412
,1.01908
,1.08474
,1.05854
,1.12926
,1.08727
,1.16825
,1.14267
,1.21481
,1.19098
,1.27306
,1.25049
,1.32199
,1.30021
,1.37866
,1.3684
,1.42759
,1.4036
,1.4811
,1.46327
,1.53493
,1.51062
,1.57439
,1.55229
,1.6309
,1.59823
,1.66484
,1.63879
,1.7133
,1.52435
,1.72435
,1.51694
,1.57376
,1.48915
,1.54598
,1.45948
,1.51567
,1.48584
,1.61291
,1.57408
,1.6792
,1.62585
,1.75418
,1.7335
,1.84289
,1.83437
,1.95276
,1.9466
,2.041
,2.01637
,2.10556
,2.0893
,2.1578
,2.12529
,2.18922
,2.17406
,2.23831
,2.20248
,2.28629
,2.25804
,2.33791
,2.31076
,2.41036
,2.39521
,2.49686
,2.47271
,2.57263
,2.55701
,2.66134
,2.61936
,2.71249
,2.69039
,2.77642
,2.73979
,2.79394
,2.76
,2.82551
,2.78241
,2.85392
,2.80909
,2.86797
,2.8263
,2.88517
,2.84113
,2.89559
,2.84871
,2.91406
,2.87349
,2.94105
,2.89717
,2.95842
,2.92306
,2.98699
,2.95021
,3.0064
,2.97862
,3.03071
,2.99614
,3.04555
,3.01966
,3.09101
,3.04018
,3.0959
,3.05944
,3.11832
,3.08501
,3.12968
,3.09906
,3.16457
,3.12668
,3.17309
,3.14468
,3.19046
,3.15652
,3.19724
,3.16709
,3.2296
,3.17672
,3.23465
,3.19977
,3.2607
,3.2236
,3.30032
,3.25801
,3.32352
,3.30332
,3.36362
,3.35178
,3.45138
,3.40418
,3.51941
,3.47711
,3.55288
,3.53157
,3.60844
,3.51247
,3.66179
,3.58508
,3.688
,3.63038
,3.71483
,3.67158
,3.73677
,3.71625
,3.76882
,3.68957
,3.75129
,3.67237
,3.7483
,3.64269
,3.73803
,3.6348
,3.73283
,3.59423
,3.70173
,3.5775
,3.69005
,3.54325
,3.65611
,3.52825
,3.64853
,3.50742
,3.61728
,3.491
,3.60181
,3.47143
,3.54356
,3.43244
,3.54009
,3.4146
,3.52036
,3.39313
,3.49479
,3.39377
,3.45754
,3.28958
,3.4749
,3.315
,3.39377
,3.2045
,3.42249
,3.21997
,3.36504
,3.12558
,3.37009
,3.18367
,3.2768
,3.14405
,3.28564
,3.15052
,3.22566
,3.14831
,3.25786
,3.10222
,3.23576
,3.09496
,3.22676
,3.07191
,3.18572
,3.06133
,3.16299
,3.05107
,3.127
,3.05328
,3.12005
,3.02755
,3.09622
,3.01666
,3.07917
,2.97831
,3.04729
,2.97325
,3.0304
,2.95163
,3.00972
,2.95542
,3.00182
,2.93758
,3.00151
,2.90222
,2.97625
,2.86008
,2.92811
,2.82882
,2.89891
,2.78099
,2.84871
,2.74248
,2.83561
,2.7229
,2.94011
,2.85692
,2.91422
,2.81462
,2.87507
,2.76884
,2.84034
,2.75953
,2.82598
,2.72701
,2.80325
,2.69575
,2.76237
,2.7117
,2.76789
,2.68502
,2.7379
,2.66166
,2.74611
,2.62425
,2.71391
,2.62599
,2.70744
,2.60262
,2.68802
,2.58116
,2.66466
,2.58131
,2.67097
,2.56963
,2.63072
,2.53238
,2.59994
,2.51833
,2.56427
,2.45567
,2.53175
,2.42804
,2.49229
,2.38195
,2.44667
,2.34296
,2.41605
,2.29924
,2.36995
,2.26293
,2.33144
,2.22063
,2.28266
,2.18669
,2.25993
,2.15023
,2.20563
,2.11029
,2.17217
,2.07004
,2.14518
,2.035
,2.10666
,1.98717
,2.0642
,1.96175
,2.035
,1.92356
,1.98859
,1.90035
,1.94739
,1.86752
,1.93129
,1.81985
,1.90083
,1.79033
,1.85884
,1.75024
,1.81464
,1.70667
,1.78907
,1.68962
,1.73429
,1.64243
,1.7013
,1.60943
,1.68536
,1.58134
,1.653
,1.53982
,1.62285
,1.5081
,1.5867
,1.46832
,1.55482
,1.42775
,1.50099
,1.40928
,1.47305
,1.37345
,1.42917
,1.34472
,1.4066
,1.29942
,1.37108
,1.25238
,1.34251
,1.17882
,1.29468
,1.01166
,1.18214
,0.92121
,1.08443
,0.83802
,1.02318
,0.7842
,0.93573
,0.74063
,0.90385
,0.63614
,0.83029
,0.59762
,0.75878
,0.54506
,0.67797
,0.46913
,0.61088
,0.40283
,0.56463
,0.38389
,0.54963
,0.35737
,0.5097
,0.33275
,0.48807
,0.29644
,0.46313
,0.26819
,0.42888
,0.25082
,0.379
,0.24419
,0.32438
,0.22036
,0.27797
,0.176
,0.26061
,0.11839
,0.24404
,0.05257
,0.20789
,0.01547
,0.17253
,-0.01073
,0.12186
,-0.02415
,0.04751
,-0.06266
,0.00205
,-0.11823
,-0.01531
,-0.17774
,-0.05367
,-0.23961
,-0.09992
,-0.24956
,-0.1419
,-0.27181
,-0.18058
,-0.28823
,-0.23756
,-0.33038
,-0.23346
,-0.35863
,-0.26361
,-0.3921
,-0.27639
,-0.41893
,-0.30638
,-0.44008
,-0.31412
,-0.4797
,-0.33527
,-0.51411
,-0.36763
,-0.52138
,-0.40835
,-0.555
,-0.45034
,-0.5651
,-0.4827
,-0.60188
,-0.48507
,-0.63361
,-0.51475
,-0.65902
,-0.55105
,-0.65413
,-0.57157
,-0.67433
,-0.60393
,-0.69548
,-0.62729
,-0.88711
,-0.66123
,-0.90384
,-0.81971
,-0.87433
,-0.81308
,-0.85365
,-0.77756
,-0.91568
,-0.8014
,-1.00108
,-0.82823
,-1.0527
,-0.96683
,-1.17077
,-1.0437
,-1.33462
,-1.16098
,-1.44432
,-1.32956
,-1.53461
,-1.43011
,-1.60249
,-1.52104
,-1.66784
,-1.56776
,-1.71061
,-1.64211
,-1.76791
,-1.6882
,-1.841
,-1.74045
,-1.92118
,-1.8249
,-2.00548
,-1.91298
,-2.10539
,-1.99758
,-2.20231
,-2.08977
,-2.27824
,-2.16033
,-2.3439
,-2.2492
,-2.37216
,-2.29245
,-2.41478
,-2.3226
,-2.45014
,-2.36932
,-2.48265
,-2.40278
,-2.5016
,-2.42362
,-2.51707
,-2.43546
,-2.53964
,-2.47287
,-2.57784
,-2.49481
,-2.60483
,-2.52464
,-2.63719
,-2.56379
,-2.65266
,-2.59047
,-2.6978
,-2.61714
,-2.72685
,-2.65013
,-2.74358
,-2.67128
,-2.76994
,-2.70775
,-2.80135
,-2.73663
,-2.83845
,-2.75558
,-2.85218
,-2.79283
,-2.88091
,-2.81982
,-2.90759
,-2.84397
,-2.92905
,-2.86986
,-2.9491
,-2.88059
,-2.9641
,-2.90538
,-3.00308
,-2.93552
,-3.03197
,-2.95778
,-3.07001
,-3.0045
,-3.10679
,-3.03876
,-3.13726
,-3.07964
,-3.14199
,-3.07664
,-3.15115
,-3.07049
,-3.14183
,-3.09479
,-3.12526
,-3.07443
,-3.11137
,-3.05502
,-3.11453
,-3.02929
,-3.10016
,-3.0236
,-3.08248
,-3.02029
,-3.12542
,-3.05896
,-3.19124
,-3.07396
,-3.25675
,-3.13426
,-3.32052
,-3.19566
,-3.3644
,-3.26006
,-3.40055
,-3.33504
,-3.43117
,-3.36393
,-3.4719
,-3.3985
,-3.51609
,-3.43528
,-3.54451
,-3.44932
,-3.56961
,-3.47884
,-3.62028
,-3.46985
,-3.66621
,-3.47932
,-3.66558
,-3.45864
,-3.70536
,-3.47395
,-3.69068
,-3.49131
,-3.60291
,-3.47711
,-3.62896
,-3.49747
,-3.64048
,-3.42091
,-3.64111
,-3.43228
,-3.61065
,-3.44096
,-3.60512
,-3.44806
,-3.66021
,-3.4891
,-3.64537
,-3.52983
,-3.70836
,-3.53583
,-3.71941
,-3.57355
,-3.74813
,-3.61901
,-3.76297
,-3.64174
,-3.80575
,-3.63622
,-3.82232
,-3.67884
,-3.86036
,-3.68247
,-3.85389
,-3.6348
,-3.87126
,-3.63795
,-3.83842
,-3.63859
,-3.85989
,-3.64001
,-3.92161
,-3.64174
,-3.93866
,-3.64932
,-3.91987
,-3.66068
,-3.91261
,-3.63811
,-3.89572
,-3.61428
,-3.82343
,-3.56519
,-3.79028
,-3.55256
,-3.71404
,-3.52967
,-3.56803
,-3.34246
,-3.43843
,-3.31752
,-3.40671
,-3.29447
,-3.39092
,-3.23907
,-3.36314
,-3.20829
,-3.31215
,-3.17672
,-3.25738
,-3.15557
,-3.21823
,-3.13157
,-3.17119
,-3.09495
,-3.16109
,-3.05644
,-3.13205
,-3.00466
,-3.1079
,-2.97325
,-3.04791
,-2.93221
,-2.99677
,-2.91706
,-2.96473
,-2.87428
,-2.93584
,-2.85329
,-2.91358
,-2.82124
,-2.88817
,-2.83071
,-2.88833
,-2.82377
,-2.87854
,-2.81145
,-2.8697
,-2.80451
,-2.8716
,-2.80198
,-2.85897
,-2.78494
,-2.84587
,-2.78604
,-2.83939
,-2.76978
,-2.83576
,-2.77152
,-2.82108
,-2.74247
,-2.81524
,-2.73979
,-2.80056
,-2.7188
,-2.77515
,-2.70096
,-2.76599
,-2.68565
,-2.75921
,-2.65155
,-2.7038
,-2.60467
,-2.70285
,-2.58099
,-2.6787
,-2.55479
,-2.61241
,-2.50996
,-2.56568
,-2.49591
,-2.52638
,-2.41146
,-2.51722
,-2.40105
,-2.45582
,-2.36064
,-2.41841
,-2.3106
,-2.39742
,-2.27492
,-2.31533
,-2.24825
,-2.30223
,-2.18211
,-2.27193
,-2.15733
,-2.18606
,-2.13049
,-2.17943
,-2.02079
,-2.12244
,-2.01937
,-2.03989
,-1.98464
,-2.01005
,-1.91882
,-1.95528
,-1.8391
,-1.88567
,-1.77738
,-1.80674
,-1.56523
,-1.56886
,-1.41575
,-1.42348
,-1.22854
,-1.32088
,-1.0819
,-1.2066
,-0.98245
,-1.03786
,-0.85239
,-0.88127
,-0.716
,-0.75594
,-0.60867
,-0.62713
,-0.5198
,-0.52611
,-0.42966
,-0.4434
,-0.36779
,-0.39036
,-0.30938
,-0.35263
,-0.24482
,-0.30844
,-0.19431
,-0.26313
,-0.16116
,-0.20062
,-0.11144
,-0.15422
,-0.05493
,-0.09629
,-0.00931
,-0.02888
,0.06377
,0.02873
,0.13449
,0.09945
,0.21026
,0.15059
,0.28208
,0.24246
,0.34285
,0.3127
,0.40899
,0.38705
,0.50796
,0.45035
,0.55437
,0.52564
,0.62067
,0.59904
,0.71111
,0.69217
,0.80125
,0.76336
,0.86675
,0.84387
,0.9291
,0.90069
,0.97772
,0.95783
,1.02271
,0.99872
,1.05696
,1.03834
,1.10084
,1.07654
,1.14204
,1.12626
,1.19682
,1.17109
,1.25633
,1.22428
,1.31299
,1.27085
,1.36556
,1.31994
,1.42459
,1.37961
,1.46279
,1.42207
,1.50778
,1.474
,1.54961
,1.52167
,1.59491
,1.56808
,1.64274
,1.60786
,1.67968
,1.64037
,1.71661
,1.52341
,1.72609
,1.50494
,1.5785
,1.47163
,1.54866
,1.46611
,1.55892
,1.54282
,1.63564
,1.62096
,1.7586
,1.68852
,1.82916
,1.78291
,1.90998
,1.89341
,2.01795
,1.97896
,2.09277
,2.05347
,2.13255
,2.09466
,2.18022
,2.13618
,2.21952
,2.17059
,2.27572
,2.22899
,2.31676
,2.28329
,2.38337
,2.35733
,2.46719
,2.42504
,2.54722
,2.52622
,2.6424
,2.60105
,2.70807
,2.66403
,2.75637
,2.71675
,2.79646
,2.74122
,2.80278
,2.76821
,2.84413
,2.79741
,2.87618
,2.82172
,2.8746
,2.82961
,2.89401
,2.83892
,2.90112
,2.86118
,2.93711
,2.88944
,2.95321
,2.92022
,2.97294
,2.93616
,2.99693
,2.95463
,3.02124
,2.97957
,3.04034
,3.01019
,3.05534
,3.01903
,3.08391
,3.04239
,3.10206
,3.05691
,3.12337
,3.09511
,3.15589
,3.11406
,3.16236
,3.133
,3.19456
,3.14357
,3.19345
,3.16299
,3.21382
,3.17388
,3.23023
,3.19488
,3.24523
,3.20687
,3.27696
,3.24523
,3.30474
,3.27569
,3.33915
,3.32336
,3.42376
,3.40545
,3.47348
,3.4588
,3.53536
,3.50205
,3.56866
,3.51199
,3.63228
,3.56361
,3.66684
,3.59266
,3.72383
,3.60828
,3.75745
,3.65864
,3.78286
,3.69115
,3.76976
,3.68042
,3.74324
,3.65595
,3.72841
,3.63417
,3.73141
,3.62296
,3.71767
,3.58603
,3.69652
,3.56803
,3.66148
,3.55051
,3.64269
,3.54893
,3.61902
,3.52115
,3.60165
,3.49826
,3.5805
,3.4498
,3.5603
,3.46275
,3.51357
,3.40466
,3.50315
,3.42028
,3.48137
,3.33252
,3.49889
,3.32952
,3.40039
,3.24207
,3.42739
,3.21871
,3.37182
,3.15194
,3.36662
,3.17941
,3.29748
,3.12037
,3.29937
,3.12542
,3.22139
,3.16899
,3.2558
,3.10774
,3.22534
,3.13915
,3.2225
,3.09148
,3.20877
,3.06323
,3.17151
,3.04586
,3.13347
,3.02992
,3.13347
,3.0165
,3.13726
,2.98793
,3.11011
,2.97325
,3.08328
,2.97136
,3.05139
,2.95605
,3.01382
,2.94658
,3.00482
,2.93079
,3.00025
,2.89543
,2.99393
,2.85471
,2.96947
,2.85392
,2.91738
,2.80325
,2.90443
,2.75858
,2.84019
,2.73395
,2.80956
,2.74153
,2.92921
,2.82251
,2.92574
,2.79678
,2.89938
,2.76758
,2.86923
,2.73064
,2.83072
,2.74469
,2.79567
,2.72559
,2.77563
,2.7158
,2.76174
,2.70144
,2.77089
,2.67129
,2.77863
,2.66119
,2.72969
,2.63861
,2.72133
,2.61241
,2.69481
,2.61367
,2.67492
,2.56474
,2.67555
,2.55053
,2.62677
,2.51265
,2.58715
,2.45614
,2.55795
,2.44304
,2.50791
,2.39553
,2.45914
,2.35417
,2.42268
,2.30965
,2.36932
,2.25693
,2.3507
,2.22426
,2.30508
,2.18559
,2.25015
,2.14107
,2.22268
,2.11613
,2.19174
,2.06483
,2.14344
,2.03358
,2.11392
,1.99175
,2.0702
,1.94786
,2.04163
,1.9294
,2.03026
,1.89246
,1.97217
,1.85631
,1.94455
,1.83248
,1.90698
,1.7968
,1.87462
,1.75071
,1.83658
,1.71646
,1.80501
,1.68173
,1.75923
,1.65695
,1.71646
,1.62096
,1.68631
,1.5695
,1.65048
,1.55671
,1.62048
,1.51441
,1.57976
,1.48394
,1.5474
,1.43296
,1.52057
,1.41212
,1.47589
,1.3725
,1.44054
,1.35309
,1.42144
,1.3021
,1.39476
,1.26548
,1.35056
,1.21371
,1.30542
,1.12468
,1.23975
,0.98388
,1.13052
,0.88222
,1.03628
,0.80567
,0.99335
,0.7471
,0.96509
,0.69896
,0.9149
,0.62619
,0.84765
,0.54995
,0.76605
,0.46487
,0.66423
,0.38957
,0.56952
,0.385
,0.55121
,0.358
,0.51128
,0.34111
,0.49281
,0.31886
,0.47466
,0.29439
,0.43993
,0.26314
,0.43298
,0.24404
,0.37852
,0.21199
,0.31665
,0.18863
,0.2865
,0.15027
,0.24277
,0.09945
,0.21673
,0.05683
,0.19305
,0.01468
,0.14175
,-0.03299
,0.10797
,-0.06266
,0.03741
,-0.08303
,-0.00647
,-0.12154
,-0.06614
,-0.1831
,-0.08129
,-0.2464
,-0.11933
,-0.28286
,-0.15453
,-0.30859
,-0.20141
,-0.29723
,-0.23898
,-0.35626
,-0.2644
,-0.36147
,-0.27766
,-0.38547
,-0.2977
,-0.42446
,-0.32754
,-0.44766
,-0.32248
,-0.49091
,-0.35611
,-0.53195
,-0.37457
,-0.53448
,-0.43282
,-0.54316
,-0.45066
,-0.56289
,-0.48333
,-0.59193
,-0.52327
,-0.63124
,-0.549
,-0.66581
,-0.56794
,-0.66518
,-0.58515
,-0.68491
,-0.61908
,-0.70858
,-0.62713
,-0.91584
,-0.63803
,-0.89279
,-0.80345
,-0.86864
,-0.78104
,-0.85491
,-0.77662
,-0.94962
,-0.80614
,-1.04433
,-0.84812
,-1.15167
,-1.01371
,-1.32136
,-1.11331
,-1.43043
,-1.3092
,-1.53856
,-1.40928
,-1.59049
,-1.50793
,-1.64132
,-1.56429
,-1.69451
,-1.60785
,-1.74881
,-1.64668
,-1.7968
,-1.7215
,-1.8762
,-1.76476
,-1.95923
,-1.85647
,-2.05125
,-1.93823
,-2.15575
,-2.03042
,-2.22126
,-2.11344
,-2.31123
,-2.19632
,-2.35243
,-2.27066
,-2.38447
,-2.32449
,-2.4162
,-2.33333
,-2.46119
,-2.38495
,-2.46766
,-2.40626
,-2.49134
,-2.44146
,-2.51359
,-2.43356
,-2.54879
,-2.48802
,-2.58242
,-2.50191
,-2.61162
,-2.55479
,-2.64413
,-2.57973
,-2.67855
,-2.6143
,-2.70001
,-2.63498
,-2.72416
,-2.67223
,-2.74595
,-2.68249
,-2.78525
,-2.72653
,-2.81793
,-2.74768
,-2.83655
,-2.78667
,-2.85991
,-2.80782
