Date,U1,U3,Aux1
,-1.15155,2.45701,0
,-1.27194,2.31004,0
,-1.19527,2.45859,0
,-1.21879,2.22527,0
,-1.12057,2.36135,0
,-1.16205,2.10703,0
,-1.03803,2.24768,0
,-1.08313,1.9659,0
,-0.98298,2.16039,0
,-1.03594,1.8063,0
,-0.95287,1.98926,0
,-1.01297,1.78151,0
,-0.94159,1.86092,0
,-1.01242,1.78167,0
,-0.9494,1.85334,0
,-0.99675,1.80993,0
,-0.93425,1.92343,0
,-1.0198,1.80551,0
,-0.91551,1.89581,0
,-0.98448,1.84103,0
,-0.91563,1.90986,0
,-0.96487,1.8153,0
,-0.90035,1.91096,0
,-0.96661,1.77472,0
,-0.88181,1.8576,0
,-0.97193,1.77204,0
,-0.89175,1.98358,0
,-1.05393,1.9389,0
,-0.92253,2.16086,0
,-1.16662,2.00899,0
,-0.9814,2.19606,0
,-1.20439,1.63407,0
,-1.06817,2.06077,0
,-1.23232,1.5414,0
,-1.00906,1.88491,0
,-1.18892,1.51283,0
,-1.03396,1.79477,0
,-1.14808,1.47163,0
,-0.97241,1.68143,0
,-1.01995,1.62649,0
,-0.88291,1.90607,0
,-0.96357,1.7632,0
,-0.80988,2.06298,0
,-0.90095,1.89644,0
,-0.73167,2.13765,0
,-0.82282,1.90749,0
,-0.68984,2.12123,0
,-0.75104,1.73968,0
,-0.59806,2.00552,0
,-0.75992,1.76383,0
,-0.51859,2.239,0
,-0.75992,1.79051,0
,-0.54621,2.22874,0
,-0.68049,1.55498,0
,-0.48789,2.00173,0
,-0.58973,1.36002,0
,-0.40629,1.61718,0
,-0.57782,1.23199,0
,-0.35211,1.57329,0
,-0.60015,1.3286,0
,-0.39319,1.72563,0
,-0.5893,1.47194,0
,-0.39453,1.76367,0
,-0.58855,1.67038,0
,-0.47578,1.89549,0
,-0.54183,1.83961,0
,-0.42716,2.11208,0
,-0.55327,1.75294,0
,-0.3971,2.07766,0
,-0.52676,1.62728,0
,-0.44082,1.92059,0
,-0.51768,1.56919,0
,-0.40471,1.7872,0
,-0.51326,1.48899,0
,-0.40629,1.75862,0
,-0.47483,1.40674,0
,-0.36261,1.65427,0
,-0.40988,1.3537,0
,-0.29932,1.5946,0
,-0.36273,1.19757,0
,-0.27324,1.45979,0
,-0.37082,0.96378,0
,-0.26306,1.36507,0
,-0.35353,0.83338,0
,-0.24439,1.16648,0
,-0.33195,0.78713,0
,-0.23733,1.00467,0
,-0.35945,0.65468,0
,-0.26306,0.95494,0
,-0.38605,0.56486,0
,-0.2732,0.83528,0
,-0.40148,0.57022,0
,-0.27454,0.84143,0
,-0.40092,0.53644,0
,-0.27576,0.83528,0
,-0.39532,0.55349,0
,-0.27927,0.82202,0
,-0.36249,0.64205,0
,-0.21436,0.85359,0
,-0.28527,0.76329,0
,-0.1813,0.90932,0
,-0.22186,0.77781,0
,-0.13304,1.00909,0
,-0.19617,0.84207,0
,-0.10021,1.01351,0
,-0.16962,0.86906,0
,-0.07941,1.02235,0
,-0.12992,0.81318,0
,-0.05822,1.00403,0
,-0.121,0.74135,0
,-0.04319,0.96173,0
,-0.12211,0.69431,0
,-0.02946,0.87837,0
,-0.10041,0.56644,0
,-0.03901,0.79297,0
,-0.08904,0.48229,0
,-0.00338,0.74356,0
,-0.07835,0.49035,0
,0.03356,0.6651,0
,-0.06032,0.43904,0
,0.05187,0.62848,0
,-0.02311,0.36784,0
,0.04871,0.53723,0
,-0.01979,0.34827,0
,0.0667,0.50834,0
,-0.00156,0.28891,0
,0.09977,0.47914,0
,0.00941,0.25244,0
,0.09172,0.45214,0
,0.02377,0.22071,0
,0.12999,0.39405,0
,0.04283,0.10358,0
,0.14065,0.3137,0
,0.06722,0.03301,0
,0.39125,0.26428,0
,0.30693,-0.58423,0
,0.51815,0.06064,0
,0.31466,-1.15838,0
,0.53453,-0.37522,0
,0.33321,-1.57783,0
,0.62946,-0.82071,0
,0.41508,-1.70222,0
,0.69627,-1.15412,0
,0.44334,-1.84446,0
,0.73983,-1.3846,0
,0.40317,-1.87698,0
,0.65724,-1.25342,0
,0.30657,-1.67397,0
,0.58531,-0.99484,0
,0.32551,-1.33077,0
,0.57552,-0.91448,0
,0.37267,-1.22516,0
,0.50296,-0.98505,0
,0.38766,-1.3333,0
,0.55256,-1.05814,0
,0.41465,-1.49542,0
,0.5859,-1.08356,0
,0.43884,-1.52447,0
,0.5818,-1.21458,0
,0.46662,-1.49779,0
,0.56949,-1.30756,0
,0.44602,-1.52163,0
,0.58665,-1.25058,0
,0.40262,-1.50395,0
,0.56724,-1.20969,0
,0.43087,-1.43559,0
,0.57316,-1.18854,0
,0.44685,-1.45532,0
,0.5294,-1.30788,0
,0.41946,-1.5622,0
,0.53626,-1.33156,0
,0.43525,-1.58414,0
,0.57971,-1.31435,0
,0.43489,-1.51973,0
,0.54411,-1.39913,0
,0.44334,-1.51926,0
,0.54348,-1.35508,0
,0.4562,-1.476,0
,0.55319,-1.30299,0
,0.38766,-1.5442,0
,0.56207,-1.31735,0
,0.24813,-1.52889,0
,0.53315,-1.23984,0
,0.26404,-1.40591,0
,0.43939,-0.99973,0
,0.41382,-1.45406,0
,0.69185,-0.9811,0
,0.60973,-1.83183,0
,0.96534,-1.42786,0
,0.88654,-2.10036,0
,1.05696,-1.83262,0
,0.92809,-2.11472,0
,1.04011,-1.93223,0
,0.87967,-2.02095,0
,0.97524,-1.81652,0
,0.90757,-2.05268,0
,1.01383,-1.82599,0
,0.95895,-2.33794,0
,1.17001,-2.02032,0
,1.13316,-2.46186,0
,1.28582,-2.30605,0
,1.21669,-2.45729,0
,1.29798,-2.34299,0
,1.1446,-2.38341,0
,1.27533,-2.22081,0
,1.08983,-2.24654,0
,1.18299,-2.10888,0
,1.02847,-2.14472,0
,1.11003,-1.98085,0
,1.00673,-2.03547,0
,1.07464,-1.82473,0
,0.99454,-1.8653,0
,1.05203,-1.77705,0
,0.96763,-1.84414,0
,1.05558,-1.75148,0
,0.95188,-1.84667,0
,1.03372,-1.77579,0
,0.95413,-1.85125,0
,1.03175,-1.77484,0
,0.94845,-1.86277,0
,1.01111,-1.78826,0
,0.93677,-1.9155,0
,1.01312,-1.7941,0
,0.93839,-1.93507,0
,1.02453,-1.84225,0
,0.93436,-2.00832,0
,1.03644,-1.87208,0
,0.96703,-2.18418,0
,1.03498,-1.95938,0
,0.94103,-2.24622,0
,1.06434,-2.15182,0
,0.90536,-2.22349,0
,0.98937,-2.053,0
,0.80099,-2.21181,0
,0.93831,-2.08852,0
,0.75297,-2.21686,0
,0.88208,-2.10241,0
,0.73064,-2.19381,0
,0.89337,-1.95102,0
,0.84369,-1.9627,0
,0.99829,-1.76774,0
,0.92331,-1.87351,0
,1.08281,-1.65486,0
,0.97935,-1.77547,0
,1.08888,-1.59393,0
,0.98763,-1.62455,0
,1.10396,-1.4629,0
,0.90595,-1.48642,0
,1.07681,-1.22342,0
,0.86215,-1.65392,0
,1.13975,-1.1175,0
,0.91455,-1.50726,0
,1.13331,-1.14339,0
,0.78833,-1.33724,0
,1.1025,-1.04804,0
,0.69173,-1.20495,0
,1.03045,-0.77067,0
,0.60681,-1.1126,0
,0.92971,-0.68242,0
,0.67642,-1.12286,0
,0.8865,-0.82498,0
,0.77294,-1.20843,0
,1.05728,-0.75978,0
,0.74149,-1.37576,0
,1.10033,-0.80145,0
,0.74776,-1.47174,0
,1.08036,-0.90912,0
,0.75392,-1.40039,0
,1.02374,-0.98031,0
,0.73679,-1.32793,0
,1.04019,-0.78519,0
,0.6312,-1.39218,0
,1.06158,-0.70295,0
,0.61431,-1.36361,0
,1.00255,-0.67422,0
,0.53666,-1.3003,0
,0.98503,-0.65669,0
,0.48524,-1.28688,0
,0.85805,-0.63459,0
,0.50422,-1.09508,0
,0.7053,-0.65069,0
,0.42937,-1.00305,0
,0.68408,-0.63222,0
,0.38766,-0.85971,0
,0.61601,-0.49693,0
,0.35234,-0.78867,0
,0.49128,-0.54856,0
,0.30922,-0.79261,0
,0.43327,-0.59449,0
,0.26116,-0.8204,0
,0.43584,-0.49378,0
,0.25914,-0.79703,0
,0.38865,-0.57681,0
,0.23997,-0.82955,0
,0.3572,-0.60539,0
,0.22268,-0.86807,0
,0.35546,-0.63633,0
,0.23188,-0.80256,0
,0.35882,-0.59702,0
,0.28968,-0.71447,0
,0.41714,-0.5173,0
,0.33242,-0.66664,0
,0.41082,-0.4622,0
,0.34236,-0.57855,0
,0.433,-0.40648,0
,0.3394,-0.53987,0
,0.43209,-0.39622,0
,0.33869,-0.49188,0
,0.44089,-0.35565,0
,0.28605,-0.46994,0
,0.42211,-0.28555,0
,0.25216,-0.45842,0
,0.42096,-0.20583,0
,0.23432,-0.38485,0
,0.33806,-0.21783,0
,0.1792,-0.34712,0
,0.30132,-0.1801,0
,0.10699,-0.36828,0
,0.2926,-0.11443,0
,0.06303,-0.35801,0
,0.22872,-0.08175,0
,-0.00223,-0.35975,0
,0.18859,-0.06297,0
,0.01213,-0.36685,0
,0.17052,-0.06013,0
,-0.04406,-0.34239,0
,0.16756,-0.05444,0
,-0.03001,-0.26188,0
,0.08438,-0.07118,0
,-0.07255,-0.24198,0
,0.02874,-0.06723,0
,-0.13154,-0.26693,0
,0.00791,-0.01213,0
,-0.40988,-0.27387,0
,-0.05242,-0.04418,0
,-0.64154,-0.25446,0
,-0.40152,0.20335,0
,-0.81059,0.16404,0
,-0.54377,0.5748,0
,-0.90189,0.49634,0
,-0.68448,0.79076,0
,-1.0155,0.60669,0
,-0.85612,0.86701,0
,-1.07638,0.73803,0
,-0.96278,1.00182,0
,-1.04178,0.81476,0
,-0.89199,0.95036,0
,-0.92218,0.628,0
,-0.78111,0.8869,0
,-0.80021,0.51592,0
,-0.62245,0.73456,0
,-0.77744,0.44109,0
,-0.61526,0.76629,0
,-0.84685,0.53044,0
,-0.64955,0.81239,0
,-0.88698,0.64347,0
,-0.72019,0.83828,0
,-0.90339,0.68452,0
,-0.81074,0.87206,0
,-0.91973,0.76077,0
,-0.81256,0.89006,0
,-0.90781,0.71783,0
,-0.7909,0.8779,0
,-0.87293,0.7273,0
,-0.77235,0.85533,0
,-0.86942,0.70741,0
,-0.75294,0.81823,0
,-0.86441,0.70914,0
,-0.75751,0.87853,0
,-0.87573,0.75303,0
,-0.7793,0.87253,0
,-0.87502,0.80307,0
,-0.79614,0.89163,0
,-0.88063,0.77482,0
,-0.80009,0.90316,0
,-0.87116,0.78997,0
,-0.77851,0.88406,0
,-0.85616,0.79913,0
,-0.78245,0.89353,0
,-0.86097,0.79913,0
,-0.75637,0.9049,0
,-0.83296,0.72556,0
,-0.64052,0.87332,0
,-0.69249,0.49745,0
,-0.48438,0.88137,0
,-0.80171,0.52934,0
,-0.62722,1.02582,0
,-0.97055,1.00893,0
,-0.76331,1.67227,0
,-1.04915,1.6527,0
,-0.92052,1.98484,0
,-1.04359,1.94348,0
,-0.93831,2.02525,0
,-0.9915,1.79951,0
,-0.89586,1.97632,0
,-1.01001,1.79951,0
,-0.88331,1.95485,0
,-1.1289,1.90228,0
,-0.95871,2.24516,0
,-1.2661,2.20901,0
,-1.098,2.4417,0
,-1.2876,2.34572,0
,-1.18825,2.46901,0
,-1.2532,2.25558,0
,-1.13332,2.37761,0
,-1.17905,2.12929,0
,-1.06202,2.30878,0
,-1.09871,2.01262,0
,-1.00275,2.16133,0
,-1.03941,1.84813,0
,-0.9657,2.04325,0
,-1.03061,1.80077,0
,-0.95244,1.88823,0
,-1.01936,1.79414,0
,-0.94475,1.87418,0
,-1.01029,1.79935,0
,-0.93741,1.90622,0
,-0.99375,1.79367,0
,-0.92233,1.88586,0
,-0.99296,1.81766,0
,-0.91874,1.90275,0
,-0.96128,1.82303,0
,-0.9043,1.91254,0
,-0.964,1.79793,0
,-0.88804,1.87197,0
,-0.95796,1.77788,0
,-0.90714,1.90843,0
,-1.00997,1.85776,0
,-0.92324,2.13181,0
,-1.12807,2.08193,0
,-0.9659,2.20632,0
,-1.14847,1.79572,0
,-1.07326,2.12581,0
,-1.18643,1.62807,0
,-1.037,1.87702,0
,-1.19661,1.51741,0
,-1.02343,1.81103,0
,-1.18008,1.47905,0
,-0.99652,1.6688,0
,-1.08175,1.54961,0
,-0.91787,1.78546,0
,-0.99001,1.6759,0
,-0.84697,2.03204,0
,-0.92786,1.85018,0
,-0.73597,2.12802,0
,-0.86097,1.91475,0
,-0.72453,2.11902,0
,-0.76584,1.79335,0
,-0.64636,2.07814,0
,-0.7512,1.75594,0
,-0.59151,2.04499,0
,-0.74386,1.85381,0
,-0.55359,2.24374,0
,-0.73167,1.5714,0
,-0.454,2.11571,0
,-0.62675,1.33823,0
,-0.43056,1.78988,0
,-0.60291,1.24951,0
,-0.32761,1.61339,0
,-0.56488,1.2975,0
,-0.41343,1.58466,0
,-0.56645,1.41779,0
,-0.42022,1.731,0
,-0.60978,1.59807,0
,-0.47108,1.89028,0
,-0.56057,1.78435,0
,-0.45384,2.06188,0
,-0.54538,1.8445,0
,-0.41619,2.09582,0
,-0.55734,1.69848,0
,-0.44263,1.98516,0
,-0.53437,1.6156,0
,-0.42365,1.86344,0
,-0.50431,1.51283,0
,-0.41572,1.76083,0
,-0.49653,1.43074,0
,-0.37816,1.65854,0
,-0.41773,1.35623,0
,-0.30847,1.62838,0
,-0.37236,1.28866,0
,-0.27773,1.5324,0
,-0.35377,1.13617,0
,-0.25453,1.38591,0
,-0.33716,0.89542,0
,-0.22853,1.33807,0
,-0.30973,0.87853,0
,-0.20829,1.13238,0
,-0.34308,0.73282,0
,-0.24388,0.99772,0
,-0.36679,0.60843,0
,-0.26207,0.94578,0
,-0.36746,0.59501,0
,-0.26811,0.83986,0
,-0.38479,0.59138,0
,-0.27967,0.79613,0
,-0.38755,0.58712,0
,-0.28385,0.81981,0
,-0.3739,0.58885,0
,-0.25477,0.82486,0
,-0.33033,0.65279,0
,-0.19818,0.88753,0
,-0.28334,0.73061,0
,-0.16307,0.94578,0
,-0.22711,0.7955,0
,-0.11201,0.99598,0
,-0.197,0.82659,0
,-0.10313,1.02329,0
,-0.14578,0.84743,0
,-0.07413,1.01003,0
,-0.13691,0.76471,0
,-0.04583,0.98667,0
,-0.12815,0.6801,0
,-0.04394,0.92589,0
,-0.11548,0.60653,0
,-0.01849,0.84743,0
,-0.09887,0.53486,0
,-0.01368,0.74545,0
,-0.06852,0.49271,0
,0.00594,0.69667,0
,-0.04982,0.42231,0
,0.01237,0.63668,0
,-0.03794,0.40131,0
,0.04192,0.58396,0
,-0.01742,0.35648,0
,0.06181,0.5265,0
,-0.00381,0.32917,0
,0.07858,0.49319,0
,0.01734,0.26302,0
,0.08564,0.45325,0
,0.01406,0.17541,0
,0.09634,0.40336,0
,0.01418,0.09742,0
,0.11078,0.35332,0
,0.04457,0.0166,0
,0.24802,0.25955,0
,0.22047,-0.42637,0
,0.48374,0.22545,0
,0.29758,-0.9088,0
,0.54688,-0.3798,0
,0.33112,-1.33314,0
,0.5936,-0.84029,0
,0.39315,-1.57167,0
,0.65361,-1.0755,0
,0.47921,-1.81589,0
,0.73608,-1.31877,0
,0.41966,-1.81099,0
,0.67362,-1.43117,0
,0.3866,-1.72338,0
,0.5962,-1.16754,0
,0.35523,-1.41838,0
,0.55714,-0.91875,0
,0.35136,-1.22184,0
,0.48686,-0.93106,0
,0.37855,-1.27078,0
,0.53216,-1.01283,0
,0.40108,-1.4146,0
,0.58578,-1.09382,0
,0.41836,-1.57609,0
,0.62268,-1.19438,0
,0.45111,-1.56804,0
,0.60934,-1.2591,0
,0.45861,-1.48185,0
,0.59707,-1.27883,0
,0.44693,-1.49116,0
,0.56365,-1.25042,0
,0.38916,-1.491,0
,0.56108,-1.18159,0
,0.4418,-1.42991,0
,0.53764,-1.19311,0
,0.42854,-1.49811,0
,0.55177,-1.33235,0
,0.41477,-1.5742,0
,0.57272,-1.30078,0
,0.42771,-1.58177,0
,0.57134,-1.34277,0
,0.44282,-1.49448,0
,0.55153,-1.3846,0
,0.44732,-1.50568,0
,0.55086,-1.36645,0
,0.42092,-1.53726,0
,0.54526,-1.33188,0
,0.31005,-1.52415,0
,0.51933,-1.32967,0
,0.23835,-1.44822,0
,0.43986,-1.04835,0
,0.32855,-1.24742,0
,0.60575,-0.959,0
,0.5831,-1.754,0
,0.82388,-1.12807,0
,0.7961,-2.07289,0
,1.0452,-1.65707,0
,0.91554,-2.11851,0
,1.0471,-1.92339,0
,0.86933,-2.0451,0
,1.01427,-1.8653,0
,0.89498,-1.96996,0
,0.99241,-1.80673,0
,0.93827,-2.21465,0
,1.11911,-1.9106,0
,1.09216,-2.45287,0
,1.24826,-2.18102,0
,1.21819,-2.47481,0
,1.31435,-2.37567,0
,1.18465,-2.41766,0
,1.31084,-2.25048,0
,1.09776,-2.2849,0
,1.21555,-2.15071,0
,1.02161,-2.17187,0
,1.15289,-2.01464,0
,1.00709,-2.06121,0
,1.07342,-1.84904,0
,0.98992,-1.88882,0
,1.0527,-1.77358,0
,0.97773,-1.85251,0
,1.05159,-1.76695,0
,0.97189,-1.84541,0
,1.03668,-1.78463,0
,0.96226,-1.8574,0
,1.02938,-1.78447,0
,0.93073,-1.86372,0
,1.01723,-1.787,0
,0.93286,-1.8855,0
,1.01245,-1.78479,0
,0.93993,-1.92102,0
,1.0063,-1.83341,0
,0.93953,-2.00185,0
,0.99837,-1.83436,0
,0.95196,-2.07668,0
,1.03139,-1.93507,0
,0.98716,-2.26706,0
,1.0656,-2.02979,0
,0.94612,-2.24527,0
,1.0544,-2.01874,0
,0.84302,-2.17834,0
,0.98672,-2.02395,0
,0.76149,-2.20218,0
,0.88855,-2.08425,0
,0.73892,-2.20676,0
,0.82771,-2.04905,0
,0.77732,-2.07289,0
,0.92308,-1.86214,0
,0.89668,-1.88724,0
,1.03557,-1.71848,0
,0.99592,-1.8102,0
,1.08241,-1.6304,0
,1.0046,-1.69086,0
,1.06698,-1.47711,0
,0.95567,-1.5461,0
,1.06734,-1.29178,0
,0.8674,-1.61161,0
,1.12921,-1.16343,0
,0.87494,-1.59851,0
,1.12448,-1.17701,0
,0.79314,-1.44238,0
,1.0845,-1.10881,0
,0.67176,-1.37181,0
,1.04907,-0.83034,0
,0.63641,-1.10945,0
,0.91357,-0.70374,0
,0.61084,-1.17306,0
,0.92837,-0.71715,0
,0.70455,-1.26005,0
,1.00073,-0.73105,0
,0.72113,-1.34829,0
,1.12313,-0.73262,0
,0.74875,-1.49669,0
,1.12037,-0.80666,0
,0.65645,-1.61587,0
,1.19432,-0.72868,0
,0.63641,-1.63624,0
,1.16386,-0.69916,0
,0.64395,-1.48595,0
,1.09216,-0.72394,0
,0.61131,-1.37418,0
,1.02476,-0.69758,0
,0.6297,-1.29509,0
,0.93728,-0.70579,0
,0.51902,-1.22737,0
,0.879,-0.70752,0
,0.49227,-1.11481,0
,0.79101,-0.61044,0
,0.45076,-1.05609,0
,0.72594,-0.59276,0
,0.4109,-0.98536,0
,0.62047,-0.4671,0
,0.37065,-0.82892,0
,0.567,-0.49993,0
,0.32263,-0.78582,0
,0.48678,-0.52851,0
,0.28988,-0.81203,0
,0.44776,-0.50104,0
,0.27299,-0.79514,0
,0.38817,-0.53514,0
,0.21905,-0.83192,0
,0.36675,-0.58692,0
,0.21704,-0.87754,0
,0.36505,-0.60002,0
,0.22659,-0.85734,0
,0.32413,-0.65322,0
,0.26494,-0.74731,0
,0.39638,-0.54761,0
,0.30855,-0.65701,0
,0.40849,-0.50735,0
,0.33625,-0.61312,0
,0.41998,-0.43363,0
,0.34651,-0.57224,0
,0.41528,-0.39196,0
,0.34615,-0.52046,0
,0.40948,-0.39274,0
,0.30827,-0.48146,0
,0.42649,-0.30245,0
,0.25587,-0.46142,0
,0.4128,-0.20394,0
,0.23073,-0.4611,0
,0.35716,-0.2352,0
,0.19494,-0.40158,0
,0.33439,-0.14569,0
,0.12356,-0.3697,0
,0.27856,-0.09012,0
,0.03411,-0.40664,0
,0.24671,-0.13527,0
,0.04366,-0.34886,0
,0.24786,-0.03061,0
,0.01205,-0.37175,0
,0.20824,-0.03487,0
,-0.02153,-0.31223,0
,0.14574,-0.02824,0
,-0.06505,-0.31571,0
,0.09831,-0.08223,0
,-0.06253,-0.30766,0
,0.08201,-0.02634,0
,-0.09808,-0.26693,0
,0.04011,-0.06991,0
,-0.27572,-0.22888,0
,-0.04319,-0.06028,0
,-0.60966,-0.27135,0
,-0.23512,0.15252,0
,-0.7673,-0.01861,0
,-0.55118,0.53392,0
,-0.89069,0.35853,0
,-0.61388,0.69036,0
,-1.00839,0.57259,0
,-0.76915,0.86764,0
,-1.04967,0.71577,0
,-0.9524,0.90095,0
,-1.04572,0.81618,0
,-0.90888,0.97136,0
,-0.9687,0.6973,0
,-0.76998,0.94799,0
,-0.84957,0.53218,0
,-0.65244,0.78697,0
,-0.77223,0.55381,0
,-0.63819,0.70599,0
,-0.79038,0.54875,0
,-0.67047,0.76708,0
,-0.8506,0.61916,0
,-0.73451,0.78476,0
,-0.87952,0.68988,0
,-0.79776,0.85012,0
,-0.91073,0.75461,0
,-0.80995,0.8929,0
,-0.8985,0.75398,0
,-0.81287,0.87127,0
,-0.88355,0.76045,0
,-0.783,0.84459,0
,-0.86804,0.72667,0
,-0.77776,0.82233,0
,-0.85683,0.72588,0
,-0.76391,0.82407,0
,-0.868,0.74893,0
,-0.76391,0.86132,0
,-0.88086,0.78255,0
,-0.77736,0.88532,0
,-0.87727,0.80402,0
,-0.78904,0.87837,0
,-0.88224,0.79786,0
,-0.77634,0.89132,0
,-0.88284,0.79455,0
,-0.77748,0.8929,0
,-0.86137,0.80434,0
,-0.78806,0.89511,0
,-0.84586,0.70914,0
,-0.74118,0.86353,0
,-0.75996,0.55917,0
,-0.4768,0.90695,0
,-0.76627,0.50724,0
,-0.59084,0.88122,0
,-0.92269,0.83244,0
,-0.69631,1.46578,0
,-1.03479,1.45126,0
,-0.83758,1.93606,0
,-1.05353,1.89012,0
,-0.95193,2.00078,0
,-1.00188,1.81956,0
,-0.90051,2.01878,0
,-0.96455,1.77741,0
,-0.88643,1.91885,0
,-1.07958,1.84955,0
,-0.91413,2.16181,0
,-1.23686,2.13197,0
,-1.03199,2.4338,0
,-1.26306,2.3866,0
,-1.18904,2.46964,0
,-1.26653,2.28778,0
,-1.15826,2.42291,0
,-1.19136,2.16481,0
,-1.09378,2.33656,0
,-1.11919,2.04672,0
,-1.01447,2.20632,0
,-1.07433,1.88854,0
,-0.97454,2.08035,0
,-1.01842,1.80314,0
,-0.95268,1.93764,0
,-1.01897,1.7954,0
,-0.9584,1.87386,0
,-1.01684,1.78625,0
,-0.93772,1.90244,0
,-1.00626,1.80724,0
,-0.93516,1.8977,0
,-0.98815,1.81103,0
,-0.91638,1.88981,0
,-0.97454,1.83503,0
,-0.90458,1.90938,0
,-0.97414,1.79651,0
,-0.8895,1.8816,0
,-0.96444,1.79051,0
,-0.88299,1.87528,0
,-0.98705,1.81151,0
,-0.90781,1.976,0
,-1.07756,1.9389,0
,-0.95599,2.25179,0
,-1.15064,1.89975,0
,-1.0387,2.16417,0
,-1.19784,1.62317,0
,-1.0183,1.93101,0
,-1.19417,1.54188,0
,-1.01187,1.83566,0
,-1.18217,1.45568,0
,-1.02287,1.67559,0
,-1.09812,1.51409,0
,-0.96882,1.67148,0
,-1.00097,1.64086,0
,-0.85861,1.92959,0
,-0.95974,1.76746,0
,-0.75223,2.14223,0
,-0.90971,1.89265,0
,-0.72137,2.12629,0
,-0.8128,1.81814,0
,-0.66569,2.09677,0
,-0.76612,1.7561,0
,-0.57806,1.95927,0
,-0.76777,1.74947,0
,-0.50028,2.24263,0
,-0.72113,1.79509,0
,-0.51642,2.06819,0
,-0.67059,1.4762,0
,-0.46232,1.80377,0
,-0.59952,1.28487,0
,-0.39011,1.59239,0
,-0.54645,1.32529,0
,-0.39481,1.58908,0
,-0.59333,1.35339,0
,-0.41363,1.66896,0
,-0.59123,1.54172,0
,-0.43936,1.75957,0
,-0.58464,1.68269,0
,-0.46098,1.99857,0
,-0.53481,1.82856,0
,-0.42219,2.09692,0
,-0.55158,1.76494,0
,-0.42993,2.05872,0
,-0.53611,1.65285,0
,-0.42468,1.84703,0
,-0.50415,1.55908,0
,-0.41138,1.7452,0
,-0.49776,1.4871,0
,-0.36652,1.69942,0
,-0.46639,1.39711,0
,-0.31431,1.64622,0
,-0.37796,1.31787,0
,-0.29277,1.5384,0
,-0.35499,1.2372,0
,-0.25094,1.44068,0
,-0.36048,0.98351,0
,-0.27631,1.2814,0
,-0.3518,0.87316,0
,-0.24936,1.1147,0
,-0.34758,0.75903,0
,-0.23299,1.02724,0
,-0.37579,0.63732,0
,-0.26428,0.92936,0
,-0.37816,0.60338,0
,-0.2833,0.83354,0
,-0.38794,0.59059,0
,-0.28681,0.82549,0
,-0.43466,0.51513,0
,-0.27513,0.79455,0
,-0.39441,0.56675,0
,-0.25777,0.82991,0
,-0.30113,0.69367,0
,-0.20967,0.88848,0
,-0.26578,0.75824,0
,-0.16488,0.92794,0
,-0.21535,0.80055,0
,-0.11576,1.01966,0
,-0.17652,0.83307,0
,-0.09804,1.02014,0
,-0.15115,0.8569,0
,-0.06647,1.02756,0
,-0.14346,0.81981,0
,-0.0589,1.01982,0
,-0.12286,0.73377,0
