Date,U1,U3
,0.93787,-0.78582
,0.72259,-1.05561
,0.91227,-0.73026
,0.68116,-1.19927
,1.03956,-0.65211
,0.69497,-1.33377
,1.06426,-0.71289
,0.75569,-1.39755
,1.05562,-0.90359
,0.79618,-1.41302
,1.09453,-0.90312
,0.77025,-1.39549
,1.17088,-0.7683
,0.6791,-1.4648
,1.2114,-0.66427
,0.70633,-1.46196
,1.14878,-0.73578
,0.60662,-1.43796
,1.11682,-0.64975
,0.57414,-1.31814
,1.04366,-0.63412
,0.55181,-1.2662
,0.87379,-0.6207
,0.49337,-1.09729
,0.75668,-0.58329
,0.42357,-0.90896
,0.73143,-0.47499
,0.43631,-0.8586
,0.58653,-0.54682
,0.37602,-0.84171
,0.49878,-0.56434
,0.30448,-0.79798
,0.48879,-0.56497
,0.30677,-0.79672
,0.44736,-0.6016
,0.26052,-0.83097
,0.38368,-0.62165
,0.24324,-0.8627
,0.35838,-0.63128
,0.25374,-0.79198
,0.36446,-0.59149
,0.33265,-0.65874
,0.46973,-0.42447
,0.33636,-0.63254
,0.44215,-0.44358
,0.3673,-0.57871
,0.46887,-0.3727
,0.3673,-0.51004
,0.491,-0.3558
,0.35779,-0.49267
,0.44851,-0.30608
,0.33352,-0.43616
,0.44275,-0.24056
,0.29679,-0.41027
,0.42961,-0.1861
,0.25354,-0.40348
,0.3819,-0.19715
,0.18989,-0.39196
,0.36229,-0.12232
,0.13737,-0.37459
,0.34426,-0.05555
,0.09231,-0.36243
,0.25366,-0.1018
,0.074,-0.3236
,0.25571,-0.02776
,0.0433,-0.33923
,0.25733,-0.04955
,-0.0018,-0.30592
,0.18654,-0.04481
,-0.03179,-0.26693
,0.12467,-0.04387
,-0.06521,-0.27766
,0.07653,-0.06312
,-0.12049,-0.23409
,-0.01494,-0.07386
,-0.51753,-0.2584
,-0.08383,0.03822
,-0.78012,0.00681
,-0.41951,0.44125
,-0.80388,0.17004
,-0.59431,0.65089
,-0.94254,0.56075
,-0.74765,0.84412
,-1.00575,0.67015
,-0.86492,0.81002
,-1.00188,0.7254
,-0.85967,0.85422
,-0.92206,0.65563
,-0.73964,0.85359
,-0.78892,0.51987
,-0.63488,0.70488
,-0.78182,0.44977
,-0.61396,0.73535
,-0.83071,0.50124
,-0.6168,0.81697
,-0.8592,0.55491
,-0.63144,0.79739
,-0.8384,0.56801
,-0.69655,0.79992
,-0.85742,0.63416
,-0.75574,0.77403
,-0.938,0.68562
,-0.81536,0.92684
,-0.993,0.75698
,-0.84685,0.92873
,-0.98365,0.85848
,-0.89771,0.93805
,-0.95812,0.77529
,-0.82104,0.91137
,-0.92596,0.7404
,-0.78857,0.85043
,-0.86721,0.73993
,-0.789,0.82928
,-0.88718,0.7314
,-0.76359,0.8599
,-0.91274,0.76598
,-0.79808,0.86717
,-0.92482,0.78997
,-0.82081,0.88927
,-0.91448,0.80528
,-0.83327,0.89669
,-0.90568,0.7925
,-0.81449,0.88358
,-0.88161,0.67505
,-0.62154,0.83465
,-0.67157,0.49698
,-0.48035,0.89321
,-0.84732,0.44504
,-0.58887,1.00388
,-0.97422,0.99788
,-0.73897,1.71284
,-1.12117,1.63075
,-0.941,2.03915
,-1.10826,1.92864
,-0.98539,2.0884
,-1.04371,1.82129
,-0.90813,2.02494
,-1.0091,1.78435
,-0.91377,1.9138
,-1.15826,1.8655
,-0.97035,2.20853
,-1.29885,2.18343
,-1.12989,2.4638
,-1.36234,2.36971
,-1.2573,2.45906
,-1.30686,2.3162
,-1.21626,2.46727
,-1.2502,2.16796
,-1.11308,2.34951
,-1.15482,2.00536
,-1.00678,2.19369
,-1.08936,1.83203
,-1.00516,2.05762
,-1.05862,1.80803
,-0.98985,1.89454
,-1.05784,1.8014
,-0.979,1.88791
,-1.05101,1.81545
,-0.95599,1.90843
,-1.03384,1.80219
,-0.94569,1.91175
,-1.01277,1.83124
,-0.94281,1.92959
,-1.01368,1.81845
,-0.93105,1.90449
,-0.99877,1.77962
,-0.92095,1.88586
,-0.99127,1.74631
,-0.92415,1.89391
,-1.03412,1.87055
,-0.9509,2.14712
,-1.18596,1.98626
,-1.02063,2.14065
,-1.22774,1.64812
,-1.11221,2.02715
,-1.24976,1.59097
,-1.07315,1.8696
,-1.2657,1.5264
,-1.07599,1.77851
,-1.21184,1.48962
,-1.04497,1.6939
,-1.1126,1.57376
,-0.92036,1.90023
,-1.03988,1.74078
,-0.84464,2.05177
,-0.95856,1.86944
,-0.79228,2.12329
,-0.85498,1.89738
,-0.73305,2.10782
,-0.78202,1.76194
,-0.67583,2.02731
,-0.79097,1.74868
,-0.61349,1.9599
,-0.69556,1.88318
,-0.59273,2.10198
,-0.72038,1.65854
,-0.51058,2.01673
,-0.66131,1.3556
,-0.49097,1.68253
,-0.6258,1.23041
,-0.37737,1.65759
,-0.60607,1.24462
,-0.37113,1.59287
,-0.58003,1.32797
,-0.40144,1.65664
,-0.6125,1.38149
,-0.40882,1.79651
,-0.56602,1.61323
,-0.40262,1.96763
,-0.54692,1.78404
,-0.43442,2.03283
,-0.5807,1.69848
,-0.43143,1.98973
,-0.56472,1.66817
,-0.43328,1.88444
,-0.56559,1.67795
,-0.45984,1.81072
,-0.5234,1.60755
,-0.42586,1.80409
,-0.46019,1.45789
,-0.36415,1.73147
,-0.44161,1.26356
,-0.31187,1.66596
,-0.40345,1.10333
,-0.26736,1.4631
,-0.41039,0.91089
,-0.28069,1.26609
,-0.40298,0.77197
,-0.26025,1.10886
,-0.39504,0.7112
,-0.30875,0.96315
,-0.43533,0.58064
,-0.31368,0.87553
,-0.42811,0.53107
,-0.28156,0.81902
,-0.41071,0.52886
,-0.28424,0.79928
,-0.41856,0.54591
,-0.29873,0.79392
,-0.33964,0.66415
,-0.22348,0.85201
,-0.29107,0.70046
,-0.17222,0.897
,-0.25319,0.77197
,-0.1225,0.92968
,-0.20012,0.81933
,-0.12807,0.9974
,-0.17826,0.8307
,-0.08916,0.97215
,-0.16938,0.8288
,-0.0632,0.99725
,-0.13174,0.7535
,-0.04848,0.93236
,-0.12309,0.70236
,-0.04209,0.88753
,-0.10001,0.62121
,-0.01521,0.84033
,-0.10135,0.56391
,-0.02413,0.75713
,-0.07302,0.50629
,0.00834,0.66652
,-0.06055,0.42436
,0.01904,0.59753
,-0.05929,0.37368
,0.04824,0.57054
,-0.02638,0.34148
,0.05321,0.50866
,-0.01391,0.3107
,0.071,0.44046
,0.00582,0.27533
,0.10328,0.42404
,0.0188,0.22608
,0.11772,0.37952
,0.06303,0.09853
,0.14771,0.31748
,0.08627,0.03885
,0.40928,0.24929
,0.31214,-0.6076
,0.51278,0.04564
,0.2975,-1.21174
,0.5421,-0.4993
,0.32382,-1.51689
,0.60567,-0.92948
,0.36931,-1.60893
,0.67074,-1.09492
,0.41138,-1.64587
,0.67429,-1.28578
,0.3276,-1.63955
,0.59577,-1.0894
,0.29055,-1.4288
,0.51574,-1.00794
,0.29967,-1.25721
,0.51586,-0.96216
,0.32015,-1.27994
,0.48706,-1.00636
,0.3162,-1.31483
,0.52466,-1.03004
,0.36122,-1.29209
,0.50663,-1.03288
,0.41086,-1.33203
,0.51034,-1.11797
,0.40992,-1.56204
,0.58531,-1.23368
,0.44689,-1.62771
,0.58977,-1.243
,0.45143,-1.66165
,0.60094,-1.40134
,0.44503,-1.61082
,0.57979,-1.34545
,0.38723,-1.49858
,0.53133,-1.2741
,0.36797,-1.52605
,0.53851,-1.20101
,0.40127,-1.50616
,0.55915,-1.23068
,0.42298,-1.4839
,0.53311,-1.32525
,0.4055,-1.56741
,0.53977,-1.35398
,0.44188,-1.57767
,0.57114,-1.34008
,0.38588,-1.61035
,0.55666,-1.33093
,0.31107,-1.55257
,0.51535,-1.29572
,0.23018,-1.39107
,0.38845,-1.08513
,0.26214,-1.3052
,0.55647,-0.84581
,0.43781,-1.64034
,0.89668,-1.11213
,0.79069,-2.06547
,1.0688,-1.64208
,0.93926,-2.16176
,1.10005,-1.94549
,0.89735,-2.11709
,1.02816,-1.82725
,0.86926,-1.9968
,0.98905,-1.81873
,0.92035,-2.24117
,1.11173,-1.90239
,1.08908,-2.46265
,1.27833,-2.2186
,1.24917,-2.49975
,1.34525,-2.37788
,1.21653,-2.46597
,1.36454,-2.33115
,1.14061,-2.39146
,1.28401,-2.17992
,1.06466,-2.19539
,1.20844,-2.00232
,1.0194,-2.03737
,1.12428,-1.82425
,1.01679,-1.88219
,1.08486,-1.80373
,1.01166,-1.89892
,1.08896,-1.79142
,0.98597,-1.90271
,1.0787,-1.78258
,0.98519,-1.87066
,1.04946,-1.78605
,0.96293,-1.89545
,1.04587,-1.80026
,0.93811,-1.88898
,1.03905,-1.79694
,0.94924,-1.92544
,1.02899,-1.83514
,0.95082,-1.94928
,1.0441,-1.80705
,0.97272,-2.07952
,1.05874,-1.89892
,1.00022,-2.21339
,1.09322,-2.05426
,0.94821,-2.18102
,1.03652,-1.99443
,0.86405,-2.20991
,0.99359,-2.014
,0.76935,-2.23123
,0.88753,-2.10115
,0.75467,-2.22807
,0.86077,-2.00595
,0.81216,-2.04289
,1.01289,-1.80831
,0.94482,-1.90492
,1.09745,-1.72211
,1.02121,-1.77389
,1.10344,-1.60672
,1.01533,-1.66955
,1.11939,-1.45848
,0.98203,-1.54562
,1.09311,-1.29999
,0.96636,-1.43859
,1.0598,-1.19627
,1.01024,-1.42675
,1.12878,-1.29099
,0.93515,-1.35776
,1.1128,-1.06777
,0.82652,-1.17512
,1.06087,-0.91433
,0.75139,-1.07756
,0.97658,-0.72694
,0.70341,-1.10866
,0.96005,-0.73073
,0.73431,-1.13865
,0.92801,-0.73894
,0.68025,-1.31783
,1.10518,-0.6499
,0.67508,-1.42754
,1.15158,-0.67327
,0.66222,-1.54957
,1.21547,-0.75473
,0.67571,-1.53252
,1.22541,-0.64264
,0.68632,-1.5161
,1.23188,-0.64864
,0.67015,-1.52384
,1.17822,-0.711
,0.64979,-1.43512
,1.1708,-0.65653
,0.58176,-1.39092
,1.12313,-0.60491
,0.53532,-1.26605
,0.95496,-0.65796
,0.49815,-1.13265
,0.80762,-0.54856
,0.46863,-0.96737
,0.72764,-0.51935
,0.39362,-0.86728
,0.61297,-0.54666
,0.36612,-0.84439
,0.56081,-0.52219
,0.37322,-0.78425
,0.50765,-0.50909
,0.29714,-0.79561
,0.44507,-0.56655
,0.23855,-0.84345
,0.42672,-0.55961
,0.25362,-0.82198
,0.39401,-0.59228
,0.2606,-0.81029
,0.37756,-0.59591
,0.30196,-0.70453
,0.44389,-0.5042
,0.35006,-0.61312
,0.43114,-0.48241
,0.36047,-0.57681
,0.45723,-0.42321
,0.37748,-0.54208
,0.45656,-0.35928
,0.36789,-0.49725
,0.44361,-0.35028
,0.34209,-0.44342
,0.45525,-0.2554
,0.31222,-0.43742
,0.42309,-0.26314
,0.2726,-0.40222
,0.4197,-0.18389
,0.22363,-0.37775
,0.36497,-0.15611
,0.17158,-0.34823
,0.33127,-0.10827
,0.12147,-0.35723
,0.29959,-0.07844
,0.07104,-0.33307
,0.21712,-0.09817
,0.06536,-0.2603
,0.22008,-0.06249
,0.01864,-0.33765
,0.1672,-0.0415
,-0.0589,-0.37506
,0.1792,0.01596
,-0.0456,-0.23583
,0.09342,-0.07512
,-0.10033,-0.24135
,0.02484,-0.05744
,-0.38917,-0.22067
,-0.05017,-0.07339
,-0.70677,-0.24388
,-0.37697,0.16246
,-0.80273,0.16309
,-0.49421,0.57906
,-0.88982,0.50076
,-0.70369,0.78555
,-1.00046,0.64789
,-0.8457,0.85043
,-1.01885,0.70062
,-0.88406,0.885
,-0.96033,0.68641
,-0.79255,0.87885
,-0.84551,0.5628
,-0.65997,0.77687
,-0.79847,0.49429
,-0.64403,0.71893
,-0.83103,0.43367
,-0.56716,0.80023
,-0.83406,0.49713
,-0.62205,0.83559
,-0.84933,0.56991
,-0.69099,0.76092
,-0.8536,0.56912
,-0.70851,0.77703
,-0.91128,0.62406
,-0.77361,0.85485
,-0.9805,0.7644
,-0.84669,0.8989
,-0.99577,0.81728
,-0.86997,0.94704
,-0.964,0.80828
,-0.84346,0.97151
,-0.90671,0.76298
,-0.7819,0.85769
,-0.88556,0.71893
,-0.78107,0.83859
,-0.87885,0.7393
,-0.77543,0.84443
,-0.89882,0.7644
,-0.80538,0.88153
,-0.93034,0.7846
,-0.81244,0.89921
,-0.92841,0.80449
,-0.83087,0.88832
,-0.91101,0.80165
,-0.82002,0.89605
,-0.88631,0.65879
,-0.77034,0.85517
,-0.81706,0.56486
,-0.47077,0.91816
,-0.80664,0.43967
,-0.55067,0.84964
,-0.94806,0.7142
,-0.63519,1.34786
,-1.10708,1.32655
,-0.84559,1.94601
,-1.12709,1.87655
,-0.99395,2.08635
,-1.06016,1.87686
,-0.95106,2.09913
,-0.999,1.78372
,-0.91831,1.95216
,-1.11158,1.8415
,-0.91128,2.12644
,-1.26054,2.08603
,-1.04324,2.40334
,-1.3477,2.35882
,-1.21078,2.45654
,-1.33061,2.37713
,-1.23094,2.47075
,-1.28228,2.24879
,-1.13127,2.41123
,-1.1843,2.07561
,-1.03625,2.30183
,-1.07484,1.85018
,-1.01352,2.1015
,-1.0516,1.7883
,-0.96377,1.88665
,-1.06581,1.80393
,-0.98582,1.86913
,-1.06016,1.81908
,-0.98306,1.90891
,-1.04379,1.83408
,-0.97316,1.92596
,-1.0314,1.82271
,-0.93721,1.93527
,-1.00212,1.82587
,-0.93271,1.93275
,-0.98811,1.76999
,-0.90497,1.87307
,-0.99036,1.75578
,-0.9232,1.86707
,-1.03605,1.81135
,-0.9309,2.01452
,-1.1478,1.98831
,-0.98606,2.19496
,-1.17996,1.82729
,-1.08956,2.14681
,-1.24199,1.63186
,-1.06304,1.84797
,-1.23497,1.55371
,-1.10558,1.83266
,-1.21946,1.49704
,-1.10061,1.65696
,-1.19401,1.48331
,-0.9726,1.78609
,-1.06131,1.63438
,-0.90466,1.98263
,-0.97387,1.83598
,-0.8107,2.10924
,-0.90122,1.92027
,-0.75921,2.08603
,-0.81769,1.82335
,-0.65259,2.05462
,-0.75743,1.74489
,-0.62994,1.88444
,-0.75428,1.77804
,-0.5882,2.08587
,-0.73794,1.71489
,-0.50076,2.01704
,-0.66723,1.44558
,-0.46374,1.80914
,-0.64719,1.25393
,-0.35724,1.6448
,-0.5936,1.25709
,-0.39903,1.57882
,-0.60627,1.31629
,-0.40862,1.58387
,-0.57948,1.3406
,-0.39493,1.67195
,-0.57971,1.51235
,-0.38348,1.92217
,-0.51583,1.78356
,-0.39706,1.96763
,-0.57308,1.73984
,-0.45763,1.92438
,-0.56188,1.689
,-0.45234,1.91664
,-0.55572,1.65869
,-0.43245,1.86913
,-0.54238,1.64354
,-0.44539,1.82019
,-0.47807,1.52135
,-0.36979,1.79872
,-0.41497,1.40816
,-0.31893,1.66817
,-0.38317,1.21478
,-0.30291,1.50746
,-0.39647,0.99851
,-0.2829,1.33618
,-0.37453,0.86748
,-0.29715,1.11217
,-0.41919,0.68783
,-0.30244,1.02029
,-0.40262,0.61111
,-0.29644,0.97372
,-0.42034,0.55286
,-0.30291,0.85769
,-0.43052,0.55554
,-0.27,0.82328
,-0.39003,0.60574
,-0.29001,0.7243
,-0.38609,0.61948
,-0.24265,0.78397
,-0.32138,0.6681
,-0.20655,0.8708
,-0.26586,0.72998
,-0.1605,0.92431
,-0.20785,0.80355
,-0.12972,0.95099
,-0.17905,0.84491
,-0.09279,0.97909
,-0.16101,0.83622
,-0.07736,0.98493
,-0.13793,0.7614
,-0.0572,0.96615
,-0.13959,0.71214
,-0.01983,0.94341
,-0.10534,0.6722
,-0.01368,0.8468
,-0.10435,0.58727
,-0.01679,0.77245
,-0.07772,0.49208
,0.0053,0.7033
,-0.05905,0.44788
,0.01371,0.637
,-0.03893,0.38205
,0.03399,0.56091
,-0.02401,0.35048
,0.04674,0.53234
,-0.02417,0.32459
,0.06781,0.4984
,-0.01178,0.28291
,0.07672,0.43288
,0.02018,0.22955
,0.09961,0.40589
,0.0334,0.11558
,0.12601,0.33816
,0.06118,0.04012
,0.27497,0.29191
,0.24079,-0.56324
,0.47242,0.17793
,0.30495,-1.02767
,0.57576,-0.41816
,0.30728,-1.37639
,0.5784,-0.962
,0.39212,-1.5854
,0.64868,-1.16028
,0.40408,-1.60324
,0.65752,-1.27931
,0.3688,-1.56646
,0.60172,-1.23763
,0.31861,-1.49337
,0.52186,-1.04188
,0.31427,-1.3183
,0.50797,-0.95695
,0.29529,-1.29304
,0.4766,-1.01204
,0.34422,-1.28404
,0.48082,-1.02751
,0.35396,-1.30267
,0.49996,-0.98915
,0.38439,-1.28673
,0.52253,-1.07882
,0.39638,-1.44964
,0.57505,-1.18127
,0.38936,-1.64334
,0.61593,-1.2681
,0.4315,-1.67854
,0.62568,-1.34703
,0.4472,-1.64239
,0.57477,-1.41333
,0.39228,-1.58146
,0.56708,-1.25136
,0.33179,-1.53094
,0.59896,-1.17259
,0.37211,-1.47837
,0.54743,-1.21379
,0.42747,-1.47695
,0.55118,-1.27741
,0.39279,-1.59598
,0.56132,-1.33756
,0.41875,-1.61682
,0.57256,-1.34198
,0.4244,-1.57341
,0.52963,-1.42265
,0.39749,-1.53394
,0.51859,-1.28104
,0.19976,-1.52352
,0.49341,-1.06145
,0.21755,-1.19959
,0.52253,-0.83681
,0.39078,-1.57767
,0.69927,-0.80177
,0.65709,-2.07352
,1.03569,-1.36424
,0.89885,-2.18355
,1.12822,-1.86798
,0.91199,-2.14314
,1.08541,-1.91723
,0.86626,-2.0069
,1.03187,-1.81873
,0.9217,-2.13019
,1.05795,-1.84114
,1.03936,-2.3763
,1.23492,-2.04368
,1.21298,-2.47907
,1.34367,-2.30337
,1.25181,-2.46439
,1.36233,-2.35357
,1.18757,-2.40551
,1.30571,-2.24007
,1.09315,-2.26374
,1.26641,-2.07652
,1.02397,-2.11662
,1.14231,-1.87793
,1.01699,-1.91408
,1.08379,-1.79647
,1.00965,-1.88014
,1.07886,-1.79094
,1.00128,-1.88124
,1.08774,-1.79773
,0.99805,-1.88029
,1.06446,-1.80326
,0.96763,-1.88992
,1.04832,-1.80105
,0.94218,-1.86151
,1.0188,-1.77658
,0.95149,-1.91897
,1.02535,-1.80373
,0.93693,-1.90666
,1.0291,-1.79931
,0.96518,-2.04889
,1.03439,-1.82031
,1.00338,-2.16824
,1.08466,-1.99995
,0.97978,-2.16445
,1.08462,-2.01653
,0.90272,-2.15782
,1.02165,-1.98938
,0.80707,-2.23296
,0.94032,-2.09483
,0.76745,-2.20423
,0.8721,-2.1122
,0.75617,-2.18371
,0.92256,-1.90776
,0.90209,-1.92702
,1.03017,-1.79189
,0.98329,-1.8413
,1.12329,-1.65029
,1.00981,-1.75306
,1.11173,-1.5633
,0.9956,-1.59835
,1.1023,-1.31814
,0.9346,-1.42249
,1.07997,-1.24284
,0.94782,-1.53252
,1.1895,-1.16328
,0.89408,-1.61508
,1.21061,-0.95853
,0.73072,-1.4809
,1.17656,-0.66964
,0.72559,-1.23526
,0.95812,-0.71905
,0.64008,-1.1568
,0.93705,-0.65606
,0.68419,-1.15238
,0.97343,-0.678
,0.80754,-1.03083
,0.99114,-0.77683
,0.7858,-1.26841
,0.97844,-0.91369
,0.7433,-1.37545
,1.08596,-0.85892
,0.78683,-1.4397
,1.14089,-0.80256
,0.72602,-1.40797
,1.1839,-0.71147
,0.72113,-1.43875
,1.17755,-0.68163
,0.68258,-1.42786
,1.14918,-0.74162
,0.63436,-1.39739
,1.09891,-0.71116
,0.5932,-1.28515
,0.9636,-0.65259
,0.53342,-1.11134
,0.8586,-0.64848
,0.46906,-0.97416
,0.7461,-0.54682
,0.42834,-0.89601
,0.66166,-0.51967
,0.38762,-0.8294
,0.54909,-0.57429
,0.32618,-0.83334
,0.52265,-0.56355
,0.34015,-0.7732
,0.44306,-0.58376
,0.26865,-0.84124
,0.39496,-0.58992
,0.24616,-0.85955
,0.37634,-0.61991
,0.26581,-0.80145
,0.37275,-0.63412
,0.29363,-0.71337
,0.3952,-0.53987
,0.33427,-0.64122
,0.45194,-0.48004
,0.3705,-0.56371
,0.44949,-0.40648
,0.38344,-0.53972
,0.46539,-0.38706
,0.36497,-0.49867
,0.46646,-0.32723
,0.36043,-0.45163
,0.45525,-0.28666
,0.31632,-0.4371
,0.46082,-0.26519
,0.27718,-0.40727
,0.42321,-0.22383
,0.26842,-0.37348
,0.36225,-0.19068
,0.17813,-0.33276
,0.325,-0.15374
,0.1386,-0.33797
,0.31999,-0.08254
,0.10865,-0.28477
,0.23657,-0.11127
,0.06544,-0.28066
,0.20378,-0.10622
,0.06248,-0.30734
,0.18492,-0.06376
,0.02334,-0.25809
,0.12226,-0.09091
,-0.0261,-0.25288
,0.11417,-0.06186
,-0.0892,-0.23014
,0.06572,-0.01766
,-0.27698,-0.2554
,-0.0267,-0.04244
,-0.58595,-0.2322
,-0.25887,0.11163
,-0.81745,0.02796
,-0.52905,0.59532
,-0.87281,0.37653
,-0.61459,0.6501
,-1.00145,0.59438
,-0.76604,0.81697
,-1.04221,0.658
,-0.88808,0.87285
,-1.01995,0.69857
,-0.84196,0.85643
,-0.87486,0.54923
,-0.75207,0.76961
,-0.79843,0.49113
,-0.62758,0.78792
,-0.82882,0.42562
,-0.56791,0.82075
,-0.82917,0.52302
,-0.63894,0.82707
,-0.81773,0.5497
,-0.69174,0.73709
,-0.83683,0.55317
,-0.70353,0.76534
,-0.90939,0.62753
,-0.75065,0.82502
,-0.96617,0.76313
,-0.83174,0.87427
,-0.97829,0.78981
,-0.8667,0.93884
,-0.98586,0.81318
,-0.85525,0.95289
,-0.9318,0.76961
,-0.84073,0.88816
,-0.86409,0.74608
,-0.79555,0.83938
,-0.87435,0.73645
,-0.79165,0.84191
,-0.89333,0.75335
,-0.78044,0.87253
,-0.9333,0.7895
,-0.8124,0.87695
,-0.91673,0.80576
,-0.81501,0.9049
,-0.92127,0.7985
,-0.81856,0.89858
,-0.89645,0.74861
,-0.7804,0.87916
,-0.89388,0.66605
,-0.61546,0.882
,-0.74647,0.47582
,-0.49937,0.86227
,-0.88295,0.47077
,-0.62564,1.14122
,-1.01052,1.08723
,-0.82254,1.88554
,-1.10787,1.82508
,-1.00575,2.08082
,-1.08696,1.94206
,-0.95469,2.08635
,-1.02197,1.81735
,-0.9204,1.98089
,-1.06979,1.80503
,-0.91772,2.00631
,-1.22293,1.97442
,-1.01881,2.33088
,-1.33243,2.2952
,-1.18087,2.47517
,-1.34221,2.36403
,-1.25675,2.46396
,-1.30631,2.25731
,-1.18809,2.42749
,-1.23568,2.10861
,-1.08877,2.28226
,-1.11805,1.94001
,-1.02212,2.15644
