Date,U1,U3,Aux1
,-0.41,0.55681,0
,-0.30023,0.81002,0
,-0.38672,0.55491,0
,-0.29458,0.81018,0
,-0.36162,0.62895,0
,-0.27758,0.76013,0
,-0.31443,0.66052,0
,-0.25299,0.81918,0
,-0.29431,0.67868,0
,-0.21164,0.86969,0
,-0.27079,0.70946,0
,-0.19629,0.87822,0
,-0.24455,0.77292,0
,-0.16244,0.93394,0
,-0.21772,0.75477,0
,-0.14377,0.95888,0
,-0.19594,0.78618,0
,-0.13083,0.93078,0
,-0.18248,0.74482,0
,-0.1201,0.91737,0
,-0.16113,0.66778,0
,-0.08782,0.83165,0
,-0.16512,0.57938,0
,-0.09212,0.76266,0
,-0.14847,0.51829,0
,-0.03143,0.68499,0
,-0.10988,0.4564,0
,-0.04173,0.60811,0
,-0.09879,0.40352,0
,-0.02287,0.57133,0
,-0.07728,0.34258,0
,0.01355,0.50661,0
,-0.06817,0.30296,0
,0.03845,0.46146,0
,-0.03191,0.27502,0
,0.03873,0.41631,0
,-0.02788,0.18993,0
,0.03628,0.35821,0
,-0.02078,0.14447,0
,0.09219,0.32206,0
,0.04642,0.10626,0
,0.14191,0.29791,0
,0.10794,-0.18326,0
,0.34923,0.20635,0
,0.30452,-0.74699,0
,0.42388,-0.17742,0
,0.34035,-1.11734,0
,0.46453,-0.66174,0
,0.3626,-1.30962,0
,0.51448,-1.01694,0
,0.40167,-1.35871,0
,0.64197,-1.09729,0
,0.50126,-1.58462,0
,0.67322,-1.11876,0
,0.46768,-1.62266,0
,0.69027,-1.20385,0
,0.45829,-1.57846,0
,0.63404,-1.25105,0
,0.4216,-1.44001,0
,0.561,-1.17654,0
,0.42901,-1.35082,0
,0.5526,-1.10013,0
,0.47459,-1.3194,0
,0.56893,-1.15444,0
,0.48501,-1.46543,0
,0.60137,-1.1467,0
,0.51294,-1.47253,0
,0.63712,-1.1909,0
,0.49167,-1.47316,0
,0.63069,-1.23968,0
,0.49124,-1.43843,0
,0.63554,-1.22563,0
,0.47017,-1.40718,0
,0.58551,-1.24189,0
,0.50178,-1.33898,0
,0.57655,-1.21711,0
,0.49053,-1.3895,0
,0.59103,-1.26573,0
,0.47333,-1.57846,0
,0.59411,-1.28831,0
,0.4985,-1.58383,0
,0.62161,-1.28657,0
,0.47976,-1.56394,0
,0.61585,-1.31814,0
,0.47119,-1.51815,0
,0.59877,-1.31672,0
,0.48631,-1.48721,0
,0.60137,-1.29194,0
,0.48177,-1.48832,0
,0.5915,-1.24316,0
,0.36915,-1.37908,0
,0.53891,-1.20337,0
,0.34528,-1.28231,0
,0.46224,-0.94558,0
,0.43943,-1.48769,0
,0.70968,-0.95537,0
,0.6411,-1.86656,0
,0.95232,-1.47569,0
,0.9013,-2.10557,0
,1.01762,-1.86372,0
,0.90524,-2.09325,0
,1.02922,-1.89813,0
,0.89711,-1.9968,0
,0.97291,-1.85914,0
,0.92063,-2.10146,0
,1.07566,-1.89766,0
,1.02232,-2.42982,0
,1.17814,-2.09183,0
,1.15419,-2.57205,0
,1.29182,-2.40566,0
,1.21977,-2.54253,0
,1.30074,-2.30305,0
,1.13959,-2.33052,0
,1.26617,-2.13698,0
,1.05791,-2.16555,0
,1.20039,-2.01716,0
,1.02141,-2.07415,0
,1.0847,-1.9466,0
,0.99639,-1.99806,0
,1.06675,-1.88014,0
,0.97623,-1.94802,0
,1.07851,-1.8473,0
,0.98061,-1.89655,0
,1.05112,-1.78131,0
,0.94269,-1.83736,0
,1.03194,-1.76395,0
,0.93495,-1.82188,0
,1.01435,-1.7409,0
,0.93965,-1.85567,0
,1.01265,-1.77405,0
,0.93634,-1.91834,0
,1.0151,-1.79678,0
,0.92971,-1.9327,0
,1.00361,-1.84888,0
,0.95153,-1.99348,0
,1.00985,-1.83562,0
,0.94261,-2.24733,0
,1.03913,-1.93144,0
,0.93002,-2.38688,0
,1.03076,-2.20139,0
,0.8955,-2.22349,0
,1.0078,-2.03042,0
,0.86389,-2.2328,0
,0.96041,-2.1373,0
,0.81157,-2.20707,0
,0.92308,-2.01479,0
,0.8618,-2.06263,0
,0.95318,-1.83957,0
,0.90382,-1.87224,0
,1.02251,-1.73538,0
,0.96636,-1.82457,0
,1.0778,-1.67286,0
,0.98783,-1.77011,0
,1.07953,-1.59803,0
,0.94963,-1.66071,0
,1.05523,-1.48737,0
,0.89865,-1.52494,0
,1.016,-1.28673,0
,0.89739,-1.55762,0
,0.98811,-1.26605,0
,0.86342,-1.497,0
,1.01553,-1.18585,0
,0.74914,-1.38523,0
,0.94241,-1.0141,0
,0.7074,-1.16675,0
,0.92047,-0.85481,0
,0.68167,-1.1527,0
,0.85209,-0.80651,0
,0.65634,-1.29936,0
,0.91669,-0.83287,0
,0.71245,-1.34087,0
,0.95251,-0.81156,0
,0.75755,-1.40623,0
,0.98791,-0.88859,0
,0.74599,-1.49463,0
,0.96459,-0.93848,0
,0.73774,-1.51768,0
,0.9752,-1.01094,0
,0.67196,-1.45785,0
,0.97181,-0.92569,0
,0.63526,-1.3816,0
,0.84546,-0.88623,0
,0.61048,-1.19532,0
,0.78876,-0.89617,0
,0.60658,-1.14402,0
,0.78777,-0.85276,0
,0.56373,-1.06082,0
,0.74023,-0.78946,0
,0.52257,-1.03588,0
,0.66636,-0.75441,0
,0.46153,-0.95174,0
,0.60038,-0.69142,0
,0.4094,-0.80114,0
,0.54565,-0.63207,0
,0.38198,-0.78551,0
,0.49933,-0.63001,0
,0.36718,-0.76025,0
,0.44563,-0.61975,0
,0.31419,-0.75962,0
,0.43521,-0.5604,0
,0.29363,-0.77035,0
,0.4036,-0.59276,0
,0.29166,-0.81077,0
,0.38817,-0.59165,0
,0.27524,-0.81408,0
,0.37121,-0.64122,0
,0.27982,-0.73436,0
,0.35811,-0.59149,0
,0.3031,-0.66253,0
,0.39386,-0.45715,0
,0.28925,-0.65448,0
,0.37594,-0.48888,0
,0.28104,-0.62023,0
,0.41733,-0.39243,0
,0.28874,-0.58739,0
,0.40013,-0.3768,0
,0.28747,-0.6087,0
,0.37724,-0.3648,0
,0.24778,-0.5083,0
,0.37278,-0.31776,0
,0.23069,-0.45305,0
,0.35692,-0.29945,0
,0.20702,-0.43647,0
,0.32484,-0.25051,0
,0.14286,-0.41784,0
,0.29454,-0.16747,0
,0.14132,-0.37112,0
,0.27228,-0.17221,0
,0.10896,-0.34444,0
,0.19411,-0.14174,0
,0.05222,-0.33181,0
,0.20027,-0.11411,0
,0.05447,-0.29155,0
,0.17229,-0.11096,0
,0.03186,-0.3165,0
,0.12597,-0.07591,0
,-0.00109,-0.24609,0
,0.10379,-0.09596,0
,-0.04319,-0.2082,0
,0.07594,-0.08223,0
,-0.11706,-0.21262,0
,0.01939,-0.05918,0
,-0.35547,-0.20662,0
,-0.054,-0.02445,0
,-0.52396,-0.09375,0
,-0.32264,0.45483,0
,-0.6376,0.28733,0
,-0.42622,0.63763,0
,-0.68961,0.58901,0
,-0.57644,0.84096,0
,-0.78873,0.70725,0
,-0.64478,0.84222,0
,-0.83986,0.73267,0
,-0.71884,0.86669,0
,-0.83769,0.82075,0
,-0.75195,0.93868,0
,-0.83864,0.81476,0
,-0.69209,0.95004,0
,-0.75029,0.7535,0
,-0.66459,0.88579,0
,-0.73313,0.74672,0
,-0.63263,0.84601,0
,-0.73936,0.73614,0
,-0.66037,0.84143,0
,-0.78001,0.74703,0
,-0.66999,0.85122,0
,-0.81402,0.80181,0
,-0.69821,0.90774,0
,-0.79835,0.82517,0
,-0.72618,0.93994,0
,-0.80494,0.82312,0
,-0.71967,0.92936,0
,-0.78537,0.81681,0
,-0.69466,0.91531,0
,-0.77365,0.79423,0
,-0.68905,0.89116,0
,-0.75617,0.7906,0
,-0.68057,0.88737,0
,-0.78415,0.83733,0
,-0.68554,0.9401,0
,-0.79831,0.87711,0
,-0.70243,0.96536,0
,-0.79575,0.89369,0
,-0.73486,0.99093,0
,-0.79389,0.86938,0
,-0.72216,0.96694,0
,-0.78699,0.85248,0
,-0.70795,0.94547,0
,-0.77413,0.82644,0
,-0.69363,0.93236,0
,-0.74611,0.74403,0
,-0.56117,0.91579,0
,-0.64695,0.51071,0
,-0.43687,0.88485,0
,-0.79689,0.631,0
,-0.54582,1.15148,0
,-0.94849,1.0113,0
,-0.7583,1.70747,0
,-1.0426,1.69027,0
,-0.92667,1.98752,0
,-1.04643,1.92312,0
,-0.95358,2.0172,0
,-1.00871,1.83834,0
,-0.92182,1.97,0
,-1.03957,1.84971,0
,-0.91519,2.01689,0
,-1.16248,1.99526,0
,-0.99379,2.34966,0
,-1.26539,2.32567,0
,-1.13616,2.55157,0
,-1.30043,2.39118,0
,-1.21441,2.5601,0
,-1.26034,2.20632,0
,-1.17092,2.41865,0
,-1.21129,2.11034,0
,-1.0793,2.25968,0
,-1.10724,2.01941,0
,-1.00583,2.14207,0
,-1.04939,1.92075,0
,-0.98492,2.07103,0
,-1.03191,1.87765,0
,-0.97639,1.97537,0
,-1.01865,1.81608,0
,-0.94518,1.9097,0
,-1.01088,1.8014,0
,-0.92774,1.88633,0
,-0.99971,1.7572,0
,-0.92198,1.84071,0
,-0.99817,1.79856,0
,-0.92687,1.92043,0
,-1.00843,1.84182,0
,-0.92107,1.9269,0
,-0.98294,1.79746,0
,-0.91551,1.90701,0
,-0.97473,1.76509,0
,-0.89961,1.88791,0
,-1.04521,1.84971,0
,-0.92588,2.03094,0
,-1.15538,1.96732,0
,-1.02181,2.07056,0
,-1.16512,1.76146,0
,-1.0748,2.0333,0
,-1.15877,1.66454,0
,-1.07887,1.77962,0
,-1.13222,1.57187,0
,-1.04229,1.75325,0
,-1.07109,1.62475,0
,-0.96404,1.76715,0
,-1.00437,1.69248,0
,-0.88564,1.94127,0
,-0.98957,1.77914,0
,-0.86989,2.09187,0
,-0.92162,1.92659,0
,-0.83051,2.12266,0
,-0.89006,1.93511,0
,-0.78387,2.08429,0
,-0.82976,1.7572,0
,-0.72985,2.04088,0
,-0.81939,1.72689,0
,-0.66265,2.02083,0
,-0.77622,1.80945,0
,-0.65019,2.10766,0
,-0.74303,1.52798,0
,-0.60362,1.85823,0
,-0.68534,1.35623,0
,-0.50888,1.67322,0
,-0.62979,1.31266,0
,-0.49499,1.60123,0
,-0.62071,1.36696,0
,-0.53355,1.59586,0
,-0.67035,1.44921,0
,-0.52664,1.70321,0
,-0.69497,1.59776,0
,-0.57371,1.81608,0
,-0.66688,1.73021,0
,-0.56555,1.99305,0
,-0.64932,1.75341,0
,-0.54136,2.05398,0
,-0.61373,1.62128,0
,-0.53702,1.91759,0
,-0.5736,1.50036,0
,-0.4716,1.70747,0
,-0.53497,1.40517,0
,-0.43948,1.62696,0
,-0.55304,1.36617,0
,-0.44977,1.56587,0
,-0.50628,1.28424,0
,-0.42259,1.4721,0
,-0.47641,1.19552,0
,-0.35338,1.40485,0
,-0.4257,1.10791,0
,-0.32576,1.3054,0
,-0.39059,0.87774,0
,-0.29679,1.2162,0
,-0.37074,0.81823,0
,-0.28346,1.09291,0
,-0.38561,0.7595,0
,-0.30678,0.98383,0
,-0.39528,0.66115,0
,-0.29809,0.86685,0
,-0.37717,0.58301,0
,-0.29119,0.80812,0
,-0.37859,0.60464,0
,-0.29782,0.78887,0
,-0.37117,0.57354,0
,-0.29798,0.78555,0
,-0.34387,0.64821,0
,-0.26144,0.79913,0
,-0.32134,0.68294,0
,-0.23082,0.82454,0
,-0.28945,0.72761,0
,-0.19065,0.85138,0
,-0.24431,0.73819,0
,-0.16954,0.90237,0
,-0.23157,0.78713,0
,-0.14275,0.92905,0
,-0.20971,0.7816,0
,-0.13189,0.93489,0
,-0.21294,0.72193,0
,-0.11209,0.95257,0
,-0.18398,0.68278,0
,-0.10337,0.882,0
,-0.16145,0.61064,0
,-0.09429,0.81318,0
,-0.17569,0.4984,0
,-0.07685,0.7363,0
,-0.12901,0.46161,0
,-0.04153,0.66889,0
,-0.09437,0.392,0
,-0.03194,0.57812,0
,-0.08024,0.34811,0
,-0.00768,0.52223,0
,-0.06122,0.3118,0
,0.00996,0.46035,0
,-0.04923,0.27344,0
,0.02724,0.42183,0
,-0.03601,0.22182,0
,0.03679,0.39089,0
,-0.01711,0.15804,0
,0.06816,0.36042,0
,-0.002,0.08148,0
,0.09705,0.2807,0
,0.05483,0.00507,0
,0.27986,0.21487,0
,0.23926,-0.53119,0
,0.36868,0.04738,0
,0.33778,-1.03004,0
,0.45087,-0.48415,0
,0.37247,-1.34198,0
,0.48449,-0.87865,0
,0.39326,-1.41033,0
,0.61893,-1.08624,0
,0.50138,-1.4689,0
,0.66312,-1.09382,0
,0.51346,-1.57167,0
,0.67966,-1.1969,0
,0.48102,-1.55415,0
,0.62497,-1.26652,0
,0.44085,-1.53852,0
,0.60721,-1.13265,0
,0.44476,-1.38871,0
,0.54743,-1.15128,0
,0.46015,-1.30046,0
,0.55978,-1.14891,0
,0.48587,-1.3726,0
,0.58574,-1.13565,0
,0.48512,-1.42296,0
,0.62335,-1.20101,0
,0.50051,-1.47553,0
,0.62031,-1.20511,0
,0.49661,-1.49448,0
,0.60315,-1.18364,0
,0.48516,-1.43038,0
,0.61561,-1.21948,0
,0.49949,-1.36487,0
,0.58413,-1.21379,0
,0.50225,-1.37087,0
,0.56953,-1.20511,0
,0.46212,-1.53047,0
,0.60228,-1.24584,0
,0.48682,-1.5693,0
,0.62086,-1.29336,0
,0.49424,-1.53189,0
,0.60824,-1.32714,0
,0.50166,-1.52115,0
,0.60244,-1.29099,0
,0.48749,-1.50095,0
,0.60618,-1.2782,0
,0.51413,-1.46038,0
,0.58618,-1.3022,0
,0.40703,-1.41823,0
,0.55773,-1.21521,0
,0.325,-1.39597,0
,0.4895,-0.99578,0
,0.36588,-1.25326,0
,0.64643,-0.93359,0
,0.60287,-1.77453,0
,0.87261,-1.23747,0
,0.82475,-2.05268,0
,0.98017,-1.75669,0
,0.92324,-2.059,0
,1.00586,-1.9496,0
,0.90402,-2.0099,0
,0.96688,-1.89213,0
,0.90149,-2.05331,0
,1.01435,-1.85188,0
,0.96254,-2.35041,0
,1.15036,-2.02821,0
,1.1122,-2.55027,0
,1.26917,-2.30384,0
,1.22162,-2.55642,0
,1.29561,-2.41182,0
,1.15387,-2.43345,0
,1.28732,-2.19649,0
,1.10293,-2.22381,0
,1.2073,-2.04779,0
,1.02741,-2.10162,0
,1.11272,-1.99822,0
,1.00211,-2.03595,0
,1.07405,-1.90476,0
,0.99904,-1.9638,0
,1.0748,-1.87651,0
,0.98594,-1.93428,0
,1.0497,-1.79,0
,0.94652,-1.84856,0
,1.02946,-1.757,0
,0.93109,-1.82031,0
,1.00953,-1.73774,0
,0.93314,-1.84241,0
,1.01233,-1.76142,0
,0.94581,-1.90508,0
,1.0016,-1.77989,0
,0.94174,-1.96144,0
,1.01734,-1.87351,0
,0.93125,-1.95528,0
,1.00322,-1.81888,0
,0.94632,-2.16003,0
,1.02382,-1.88866,0
,0.92872,-2.33305,0
,1.03423,-2.06957,0
,0.92931,-2.32389,0
,0.99253,-2.07952,0
,0.87222,-2.24338,0
,0.96281,-2.0822,0
,0.82281,-2.25317,0
,0.94004,-2.09562,0
,0.84242,-2.15624,0
,0.93709,-1.8904,0
,0.89479,-1.9387,0
,0.99249,-1.76995,0
,0.97402,-1.82125,0
,1.0568,-1.70854,0
,0.9928,-1.75763,0
,1.07886,-1.6375,0
,0.97812,-1.67365,0
,1.07061,-1.51626,0
,0.90607,-1.56504,0
,1.03135,-1.36076,0
,0.88449,-1.58604,0
,1.03258,-1.25089,0
,0.86803,-1.62045,0
,1.05278,-1.09524,0
,0.7628,-1.51973,0
,1.04299,-1.08387,0
,0.72716,-1.32572,0
,0.90205,-0.8676,0
,0.68518,-1.14812,0
,0.80131,-0.9249,0
,0.70428,-1.13849,0
,0.81681,-0.88765,0
,0.76315,-1.20495,0
,0.87829,-0.959,0
,0.78868,-1.33772,0
,0.93933,-1.04519,0
,0.80636,-1.40765,0
,0.96226,-0.98568,0
,0.80072,-1.45611,0
,0.94794,-1.08782,0
,0.77104,-1.32525,0
,0.89021,-0.98947,0
,0.67737,-1.29241,0
,0.84992,-0.92696,0
,0.60086,-1.22421,0
,0.77822,-0.84029,0
,0.61088,-1.16249,0
,0.81082,-0.78204,0
,0.56136,-1.16454,0
,0.76059,-0.74431,0
,0.50876,-1.0755,0
,0.71193,-0.71179,0
,0.47656,-0.97305,0
,0.63913,-0.66774,0
,0.40723,-0.91559,0
,0.56617,-0.63806,0
,0.38107,-0.82261,0
,0.52683,-0.59591,0
,0.37618,-0.77509,0
,0.46891,-0.61896,0
,0.34094,-0.76514,0
,0.44038,-0.57808,0
,0.30641,-0.77556,0
,0.4143,-0.5855,0
,0.28807,-0.78582,0
,0.40123,-0.61344,0
,0.27386,-0.80635,0
,0.39188,-0.61296,0
,0.27864,-0.80287,0
,0.35475,-0.63017,0
,0.2868,-0.699,0
,0.38371,-0.4873,0
,0.29868,-0.63159,0
,0.38269,-0.45668,0
,0.27145,-0.62812,0
,0.41437,-0.40301,0
,0.30018,-0.60034,0
,0.39705,-0.37412,0
,0.25926,-0.62812,0
,0.41366,-0.31034,0
,0.27047,-0.49962,0
,0.39701,-0.29818,0
,0.22576,-0.55519,0
,0.36517,-0.31034,0
,0.23381,-0.45826,0
,0.32346,-0.25272,0
,0.18169,-0.42179,0
,0.30144,-0.22067,0
,0.15059,-0.39259,0
,0.25745,-0.20789,0
,0.09495,-0.36591,0
,0.23653,-0.14663,0
,0.08043,-0.29882,0
,0.18847,-0.10622,0
,0.0246,-0.30387,0
,0.16567,-0.08665,0
,0.02413,-0.29708,0
,0.15485,-0.08475,0
,-0.00456,-0.27987,0
,0.112,-0.0546,0
,-0.02224,-0.23962,0
,0.07436,-0.07102,0
,-0.06087,-0.22888,0
,0.02835,-0.04797,0
,-0.23244,-0.20773,0
,-0.04303,-0.04876,0
,-0.47294,-0.15737,0
,-0.2129,0.19672,0
,-0.60343,0.1271,0
,-0.40925,0.60669,0
,-0.70125,0.4804,0
,-0.57731,0.75319,0
,-0.78399,0.70583,0
,-0.60615,0.85075,0
,-0.81879,0.70536,0
,-0.71857,0.86638,0
,-0.84791,0.74451,0
,-0.75996,0.91563,0
,-0.86097,0.82691,0
,-0.73072,0.9742,0
,-0.76383,0.71767,0
,-0.68148,0.92921,0
,-0.7497,0.6722,0
,-0.59948,0.88706,0
,-0.77306,0.59217,0
,-0.63488,0.90995,0
,-0.80352,0.6722,0
,-0.63803,0.94452,0
,-0.80159,0.71514,0
,-0.68033,0.93315,0
,-0.80775,0.76219,0
,-0.71845,0.93884,0
,-0.81465,0.80828,0
,-0.70977,0.94215,0
,-0.79934,0.79692,0
,-0.70673,0.92731,0
,-0.77397,0.7786,0
,-0.68665,0.89558,0
,-0.77673,0.78239,0
,-0.67639,0.894,0
,-0.78344,0.81254,0
,-0.68961,0.91689,0
,-0.80084,0.8678,0
,-0.70898,0.97436,0
,-0.80636,0.88785,0
,-0.72228,0.98083,0
,-0.79654,0.89448,0
,-0.72642,0.97672,0
,-0.79449,0.85833,0
,-0.71585,0.94736,0
,-0.77819,0.85422,0
,-0.7177,0.9442,0
,-0.7587,0.74529,0
,-0.65796,0.91531,0
,-0.7121,0.65973,0
,-0.47826,0.89495,0
,-0.71908,0.52176,0
,-0.54657,0.90584,0
,-0.90529,0.90616,0
,-0.66755,1.4781,0
,-1.03136,1.4792,0
,-0.85971,1.9228,0
,-1.04718,1.88128,0
,-0.95414,2.02289,0
,-1.02023,1.83108,0
,-0.90986,2.00615,0
,-0.99482,1.82256,0
,-0.90517,1.93132,0
,-1.12227,1.89533,0
,-0.96578,2.22132,0
,-1.25324,2.20175,0
,-1.08696,2.54242,0
,-1.29652,2.44833,0
,-1.19882,2.56357,0
,-1.27892,2.2551,0
,-1.18331,2.48716,0
,-1.24219,2.12502,0
,-1.10006,2.26757,0
,-1.14753,2.03283,0
,-1.01486,2.15944,0
,-1.05428,1.93543,0
,-0.98207,2.07293,0
,-1.04032,1.90765,0
,-0.96961,1.9861,0
,-1.03305,1.83282,0
,-0.96357,1.95011,0
,-1.01171,1.81577,0
,-0.94534,1.8917,0
,-0.99565,1.75799,0
,-0.9232,1.87449,0
,-0.99924,1.75878,0
,-0.91085,1.90401,0
,-1.00618,1.84403,0
,-0.93303,1.93069,0
,-0.98953,1.80488,0
,-0.91535,1.90954,0
,-0.97256,1.77741,0
,-0.90335,1.85697,0
,-1.02039,1.80046,0
,-0.91855,2.04814,0
,-1.11758,1.9689,0
,-0.96242,2.07751,0
,-1.15475,1.81861,0
,-1.05519,2.05841,0
,-1.14638,1.69563,0
,-1.07326,1.8404,0
,-1.14461,1.6137,0
,-1.04955,1.74047,0
,-1.10901,1.58229,0
,-0.98902,1.71442,0
,-1.03404,1.66817,0
,-0.93895,1.85839,0
,-0.99877,1.72073,0
,-0.8734,2.07672,0
,-0.97402,1.89217,0
,-0.84346,2.10671,0
,-0.90545,1.93843,0
,-0.8023,2.08177,0
,-0.87183,1.72137,0
,-0.72717,2.03488,0
,-0.82069,1.68774,0
,-0.66045,1.90323,0
,-0.84906,1.72736,0
,-0.64427,2.08698,0
,-0.75167,1.61797,0
,-0.59467,1.92422,0
,-0.70709,1.38969,0
,-0.52672,1.70353,0
,-0.64928,1.27382,0
,-0.47886,1.63359,0
,-0.64356,1.28266,0
,-0.46998,1.73163,0
,-0.66688,1.38291,0
,-0.49839,1.68458,0
,-0.69201,1.52151,0
,-0.53824,1.79714,0
,-0.69497,1.61591,0
,-0.54905,2.05525,0
,-0.66613,1.78341,0
,-0.54408,2.05809,0
,-0.6421,1.69942,0
,-0.54704,1.98105,0
,-0.60461,1.51267,0
,-0.48868,1.73747,0
,-0.54455,1.41495,0
,-0.46358,1.63107,0
,-0.53398,1.40832,0
,-0.43979,1.56224,0
,-0.50806,1.32197,0
,-0.42125,1.51725,0
,-0.47657,1.24446,0
,-0.37966,1.40738,0
,-0.43083,1.11959,0
,-0.34837,1.33855,0
,-0.39615,0.98967,0
,-0.33345,1.24651,0
,-0.39737,0.87395,0
,-0.29545,1.0746,0
,-0.37997,0.76629,0
,-0.30094,1.02913,0
,-0.38534,0.67126,0
,-0.30827,0.88106,0
,-0.37847,0.64789,0
,-0.31072,0.81254,0
,-0.40061,0.58933,0
,-0.30468,0.79534,0
,-0.38944,0.58049,0
,-0.29987,0.78523,0
,-0.35859,0.6501,0
,-0.26523,0.79029,0
,-0.3168,0.66605,0
,-0.22332,0.8236,0
,-0.28661,0.71451,0
,-0.20998,0.85469,0
,-0.25868,0.7314,0
,-0.17384,0.91879,0
,-0.23425,0.76771,0
,-0.15371,0.9221,0
,-0.21476,0.78902,0
,-0.13312,0.94594,0
,-0.1942,0.75208,0
,-0.12842,0.94341,0
,-0.18769,0.67078,0
,-0.10273,0.91847,0
,-0.17037,0.64205,0
,-0.08407,0.84727,0
,-0.14941,0.54118,0
,-0.08036,0.73598,0
,-0.13268,0.48924,0
,-0.05116,0.68136,0
,-0.12523,0.41931,0
,-0.02417,0.60637,0
,-0.08754,0.37384,0
,-0.0005,0.54276,0
,-0.07543,0.32096,0
,0.00815,0.48798,0
,-0.05803,0.29333,0
,0.02349,0.44235,0
,-0.03703,0.24329,0
,0.0351,0.41883,0
,-0.01967,0.19403,0
,0.05834,0.36374,0
,-0.00586,0.11763,0
,0.09432,0.33217,0
,0.03099,0.05954,0
,0.24087,0.24266,0
,0.17975,-0.33512,0
,0.35152,0.18393,0
,0.31162,-0.81471,0
,0.45865,-0.27608,0
,0.34852,-1.1276,0
,0.46247,-0.73578,0
,0.37926,-1.36076,0
,0.52557,-1.02436,0
,0.50817,-1.41854,0
,0.62007,-1.14339,0
,0.52608,-1.5562,0
,0.66663,-1.1677,0
,0.49775,-1.60024,0
,0.62958,-1.27126,0
,0.46125,-1.51152,0
,0.58673,-1.25389,0
,0.45052,-1.35113,0
,0.53926,-1.14433,0
,0.45249,-1.35587,0
,0.56325,-1.16091,0
,0.47246,-1.36566,0
,0.5702,-1.19106,0
,0.48777,-1.46969,0
,0.62307,-1.18854,0
,0.47546,-1.48453,0
,0.62895,-1.19153,0
,0.49692,-1.43259,0
,0.59912,-1.23858,0
,0.48477,-1.4318,0
,0.61234,-1.17733,0
,0.47731,-1.40528,0
,0.57986,-1.23511,0
,0.49763,-1.38365,0
,0.58397,-1.23905,0
,0.49207,-1.44727,0
,0.59794,-1.23842,0
,0.4766,-1.51121,0
,0.60543,-1.2872,0
,0.48615,-1.57609,0
,0.62035,-1.30062,0
,0.48043,-1.59977,0
,0.62011,-1.27283,0
,0.49669,-1.51342,0
,0.60247,-1.33819,0
,0.51578,-1.44554,0
,0.58693,-1.34719,0
,0.47163,-1.42833,0
,0.5859,-1.255,0
,0.35811,-1.41286,0
,0.54917,-1.0403,0
,0.34126,-1.14291,0
,0.54171,-0.91243,0
,0.5105,-1.55762,0
